"to review","working notes","partID","partLabel","partType","partDesc","partInstr","domainID","specimenSet","compartSet","groupID","classID","nomenclatureID","ontologyRef","latExp","catSetID","unitSetID","aggScaleID","aggSetID","qualitySetID","status","firstReleased","lastUpdaed","changes","methodSteps","methodStepsRequired","methodStepsOrder","methodSets","methodSetsRequired","methodSetsOrder","measures","measuresRequired","measuresOrder","measureSets","measureSetsRequired","measureSetsOrder","datasets","datasetsRequired","datasetsOrder","sites","sitesRequired","sitesOrder","samples","samplesRequired","samplesOrder","addresses","addressesRequired","addressesOrder","contacts","contactsRequired","contactsOrder","organizations","organizationsRequired","organizationsOrder","instruments","instrumentsRequired","instrumentsOrder","polygons","polygonsRequired","polygonsOrder","languageLUs","translationLUs","partLUs","setLUs","refLink","dataType","minValue","maxValue","minLength","maxLength","label_fr","partDescription_fr","partInstruction_fr","NWSS","NWSS_process","NWSS_notes","ENA","ENA_notes","NORMAN","NORMAN_note","W_SPHERE","W_SPHERE_Notes","version1Table...83","version1Location","version1Table...85","version1Variable","version1Category","version1to2Changes"
NA,NA,"groupID","Group","attribute","Unique identifier for a group of measures. Mostly applicable for measures, methods, units, and aggregations.","A collection of related measures. For example, SARS-CoV-2 is a group. Within the SARS-CoV-2 group, there are measure classes tht include RNA alleles (N1, N2, E, etc.), mutations, (E484K0), an entire sequence, viral proteins, etc. Currently groups are used for measures only.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","groupCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","fK","optional","14","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","categorical","NA","NA","0","30","Groupe","Identifiant unique pour un groupe de mesures.","Un ensemble de mesures liées. Par exemple, SARS-CoV-2 est un groupe. Au sein du groupe SARS-CoV-2, il existe des classes de mesures qui comprennent des allèles d'ARN (N1, N2, E, etc.), des mutations (E484K0), une séquence entière, des protéines virales, etc. Actuellement, les groupes ne sont utilisés que pour les mesures.","not included",NA,NA,NA,NA,NA,NA,"not included",NA,"NA","NA",NA,"NA","NA","NA"
NA,NA,"classID","Class ID","attribute","A unique identifier for a class, which is akin to a sub-group; it's a way of grouping parts within a given groupID. A group can have one or more classes to describe different parts of the class.","Currently, class is only used for biologics. For example, SARS-CoV-2 is a group of measures with the following classes of allele, variant, mutation, sequence, and protein.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","fK","optional","15","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","categorical","NA","NA","0","30","Classe","Un identifiant unique pour une classe, qui s'apparente à un sous-groupe ; c'est une façon de regrouper des parties au sein d'un groupID donné. Un groupe peut avoir une ou plusieurs classes pour décrire les différentes parties de la classe.","Actuellement, la classe n'est utilisée que pour les produits biologiques. Par exemple, le SARS-CoV-2 est un groupe de mesures avec les classes suivantes : allèle, variante, mutation, séquence et protéine.","not included",NA,NA,NA,NA,NA,NA,"not included",NA,"NA","NA",NA,"NA","NA","NA"
NA,NA,"measures","Measure Report Table","table","The table that contains information and details about a given measure","adapt from verson 1 documentation","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Table de rapport de mesure","La table qui contient de l'information et des détails sur une mesure donnée.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tables","WWMeasure; SiteMeasure;CovidPublicHealthData",NA,NA,NA
NA,"mandatoryIf (measure)","measureID","Measure ID","attribute","A measurement or observation of any substance including a biological, physical or chemical substance.","Measures are organized into groups and classes (sub-groups).","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","fK","mandatoryIf","3","NA","NA","NA","fK","mandatory","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","12","ID de la mesure","Une mesure ou une observation de toute substance, y compris une substance biologique, physique ou chimique.","Les mesures sont organisées en groupes et en classes (sous-groupes).","not included","NA","NA",NA,"NA",NA,NA,"not included",NA,"WWMeasure","variableCategories",NA,"type","NA",NA
NA,NA,"measureSets","Measure Set Report Table","table","The table that identifies sets of measures.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Table de rapport des ensembles de mesures","La table qui identifie les ensembles de mesures.","NA","not included",NA,NA,NA,NA,NA,NA,"not included",NA,"NA","Tables","AssayMethod","NA","NA","Added"
NA,NA,"med","Median","aggregation","Median.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","see unit","see unit","NA","NA","Médiane","Médiane.","NA","not included","N/A","-","not included","-","not included","-","not included","-","WWMeasure; SiteMeasure","variableCategories",NA,"aggregation","median","change to ag ID"
NA,NA,"menr","Normalized Arithmetic Mean","aggregation","Arithmetic mean, normalized.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","see unit","see unit","NA","NA","Moyenne arthmétique normalisée","Moyenne arithmétique normalisée.","NA","not included","N/A","-","not included","-","not included","-","not included","-","WWMeasure","variableCategories",NA,"aggregation","meanNr","change to ag ID"
NA,"partType cateogory","method","Method Part Type","dictionary","A proceedure or step that is performed in order to make a measure. (i.e. methodExtract is a method tht describes the how a sample was extracted).","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","partTypeCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","varchar","NA","NA","NA","NA","Méthodes des composants","Une procédure ou une étape qui est exécutée afin d'effectuer une mesure. (par exemple, methodExtract est une méthode qui décrit la manière dont un échantillon a été extrait).","NA","not included",NA,NA,NA,NA,NA,NA,"not included",NA,"NA","NA",NA,"NA","NA","NA"
NA,NA,"methodConc","Concentration method","method","Description of the method to concentrate a wastewater sample.","Description of the method used to concentrate the sample","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","100","Méthode de concentration","Description de la méthode de concentration d'un échantillon d'eaux usées.","Description de la méthode utilisée pour concentrer l'échantillon","concentration_method",NA,NA,"not included",NA,"Ct # [number]","INDIVIDUAL CONCENTRATION","Virus Concentration Method","Lab Methods","AssayMethod","variables",NA,"methodConc","NA","deprecated to 'value' in MethodReport, or to MethodIDs?"
NA,"categories from NWSS","methodConcCat","Concentration method category set","catSetPT","Cateogry set for concentration methods.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","categorical","NA","NA","NA","NA","Ensemble de catégories de méthodes de concentration","Ensemble de catégories pour les méthodes de concentration.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"mandatoryIf (method)","methodID","Method ID","attribute","A procedure for collecting a sample or performing a measure.","dxc","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","fK","mandatoryIf","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","10","ID de la méthode","Identifiant unique pour la méthode d'analyse.","NA","not included","NA",NA,"not included",NA,"Method used for sample preparation","SAMPLE PREPARATION","Lab Method ID","Lab Methods","AssayMethod","variables",NA,"assayMethodID","NA","now methodID"
NA,NA,"methSetID","Method Set ID","attribute","A unique identifier for a given method set.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","cK","mandatory","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","ID de l'ensemble de la méthode","Un identifiant unique pour l'ensemble de méthodes donné.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"methodSets","Method Sets Table","table","The table that contains information and details about a given method","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Table de rapport de méthode","La table qui contient de l'information et des détails sur une méthode donnée.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"methodSteps","Method Step Table","table","The table that contains environmental samples.","Methods are any proceedure or approach to perform a sample or measure.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Étape de méthode","La table qui contient les échantillons environnementaux.","Les méthodes sont toute procédure ou approche permettant d'effectuer un échantillon ou une mesure.","not included",NA,NA,NA,NA,NA,NA,"not included",NA,"AssayMethod","NA",NA,"NA","NA","Added"
NA,"categories from NWSS","mfAcidmgcl2","Membrane filtration with acidification and mgcl2","category","Membrane filtration with acidification and mgcl2","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","solidSeparationCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration membranaire avec acidification et mgcl2","Filtration membranaire avec acidification et mgcl2","NA","concentration_method","precessing method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"categories from NWSS","mfAcidmgcl2SS","Membrane filtration with acidification and mgcl2, membrane recombined with separated solids","category","Membrane filtration with acidification and mgcl2, membrane recombined with separated solids","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","solidSeparationCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration membranaire avec acidification et mgcl2, membrane recombinée avec les solides séparés","Filtration membranaire avec acidification et mgcl2, membrane recombinée avec les solides séparés","NA","concentration_method","precessing method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"categories from NWSS","mfMgcl2","Membrane filtration with addition of mgcl2","category","Membrane filtration with addition of mgcl2","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","solidSeparationCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration membranaire avec ajout de mgcl2","Filtration membranaire avec ajout de mgcl2","NA","concentration_method","precessing method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"categories from NWSS","mfMgcl2SS","Membrane filtration with  mgcl2 and separated solids","category","Membrane filtration with addition of mgcl2, membrane recombined with separated solids","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","solidSeparationCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration membranaire avec mgcl2 et solides séparés","Filtration membranaire avec ajout de mgcl2, membrane recombinée avec les solides séparés.","NA","concentration_method","precessing method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"categories from NWSS","mfNoAmend","Membrane filtration with no amendment","category","Membrane filtration with no amendment","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","solidSeparationCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration membranaire sans amendement","Filtration membranaire sans amendement","NA","concentration_method","precessing method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"categories from NWSS","mfNoAmendSS","Membrane filtration with no amendment, membrane recombined with separated solids","category","Membrane filtration with no amendment, membrane recombined with separated solids","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","solidSeparationCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration membranaire sans amendement, membrane recombinée avec les solides séparés","Filtration membranaire sans amendement, membrane recombinée avec les solides séparés.","NA","concentration_method","precessing method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"categories from NWSS","mfSampleAcid","Membrane filtration with sample acidification","category","Membrane filtration with sample acidification","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","solidSeparationCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration sur membrane avec acidification de l'échantillon","Filtration membranaire avec acidification de l'échantillon","NA","concentration_method","precessing method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"categories from NWSS","mfSampleAcidSS","Membrane filtration with sample acidification, membrane recombined with separated solids","category","Membrane filtration with sample acidification, membrane recombined with separated solids","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","solidSeparationCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration sur membrane avec acidification de l'échantillon, recombinaison de la membrane avec les solides séparés.","Filtration membranaire avec acidification de l'échantillon, recombinaison de la membrane avec les solides séparés.","NA","concentration_method","precessing method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"github issue #123","mgd","Millions of gallons per day (MG/D)","unit","A unit for measuring of design capacity for wastewater treatment plants, represented as millions of gallons per day. Also can be used to measure flow.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","float","0","NA","0","10","Millions de gallons par jour","Unité de mesure de la capacité nominale des stations d'épuration des eaux usées, représentée par des millions de gallons par jour.","NA","not included",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"mgL","Milligrams per litre","unit","Milligrams per litre.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.1","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","float","0","NA","0","NA","Miligrammes par litre","Milligrammes par litre.","NA","not included",NA,NA,NA,NA,NA,NA,"not included",NA,"WWMeasure","variableCategories",NA,"unit","mgL","now UnitID"
NA,"popular ""other"" measure, from Asma.","mhv","Murine Hepatitis Virus","measure","A measure for amount of murine hepatitis viurs.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","genQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","0","30","Virus de l'hépatite murine","Une mesure de la quantité de virus de l'hépatite murine.","NA","not included",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"mI","Multiple issues","quality","Multiple issues have arisen in the sequencing process.","When using the 'multiple issues' quality flag, please specify the issues and details in the notes section.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Problèmes multiples","De multiples problèmes sont apparus dans le processus de séquençage.","Lorsque vous utilisez l'indicateur de qualité ""problèmes multiples"", veuillez préciser les problèmes et les détails dans la section des notes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"min","Minimum Value","aggregation","Lowest value in a range of values.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","varchar","see unit","see unit","NA","NA","Minimum","La valeur la plus basse dans un ensemble.","NA","not included","N/A","-","not included","-","not included","-","not included","-","WWMeasure; SiteMeasure","variableCategories",NA,"aggregation","min","now UnitID"
NA,NA,"minLength","Mininum Length","dictionary","The minimum length of a part.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","integer","NA","NA","NA","NA","Longueur minimale","La longueur minimale d'une partie.","NA","not included",NA,NA,NA,NA,NA,NA,"not included",NA,"NA","NA",NA,"NA","NA","Added"
NA,NA,"minValue","Minimum Value Dictionary","dictionary","The minimum value of a part.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Valeur minimale dictionnaire","La valeur minimale d'une partie.","NA","not included",NA,NA,NA,NA,NA,NA,"not included",NA,"NA","NA",NA,"NA","NA","Added"
NA,NA,"miscAttr","Miscellaneous attribute group","group","A group of miscellaneous measurement-like attributes.","Examples of these would be longitude and latitude, or EPSG coordinates.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","varchar","NA","NA","0","30","Groupe d'attributs divers","Un groupe d'attributs divers de type mesure.","Il s'agit par exemple de la longitude et de la latitude, ou des coordonnées EPSG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"miscMeas","Miscellaneous measure group","group","A group of measures that cannot be otherwise categorized.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","varchar","NA","NA","0","30","Groupe de mesures divers","Un groupe de mesures qui ne peuvent pas être classées dans une autre catégorie.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"missingness","Missingness Part Type","dictionary","The part type for missingness values.","Only used for the dictionary entries of parts.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","partTypeCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","varchar","NA","NA","0","15","Type de partie d'absence","Le type de partie pour les valeurs manquantes.","Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"cat of fractionAnalyzed.","mix","Mixed/homogenized sample","category","Mixed or homogenized sample or fraction analyzed.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","fractionCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Échantillon mélangé/homogénéisé","échantillon homogénéisé/mélangé.","NA","not included",NA,NA,NA,NA,NA,NA,"not included",NA,"WWMeasure","variableCategories",NA,"fractionAnalyzed","mixed","now FractionID"
