partID,partLabel,partType,partDesc,partInstr,domain,specimenSet,compartmentSet,group,class,nomenclature,ontologyRef,latExp,mmaSet,unitSet,aggregationScale,aggregationSet,qualityIndSet,missingnessSet,status,firstReleased,lastUpdated,changes,protocolSteps,protocolStepsRequired,protocolStepsOrder,protocolRelationships,protocolRelationshipsRequired,protocolRelationshipsOrder,measures,measuresRequired,measuresOrder,measureSets,measureSetsRequired,measureSetsOrder,datasets,datasetsRequired,datasetsOrder,sites,sitesRequired,sitesOrder,samples,samplesRequired,samplesOrder,addresses,addressesRequired,addressesOrder,contacts,contactsRequired,contactsOrder,organizations,organizationsRequired,organizationsOrder,phActions,phActionsRequired,phActionsOrder,calculations,calculationsRequired,calculationsOrder,instruments,instrumentsRequired,instrumentsOrder,polygonRelationships,polygonRelationshipsRequired,polygonRelationshipsOrder,polygons,polygonsRequired,polygonsOrder,accessions,accessionsRequired,accessionsOrder,languages,languagesRequired,languagesOrder,translations,translationsRequired,translationsOrder,parts,partsRequired,partsOrder,sets,setsRequired,setsOrder,qualityReports,qualityReportsRequired,qualityReportsOrder,sampleRelationships,sampleRelationshipsRequired,sampleRelationshipsOrder,protocols,protocolsRequired,protocolsOrder,countries,countriesRequired,countriesOrder,zones,zonesRequired,zonesOrder,wideNames,wideNamesRequired,wideNamesOrder,refLink,dataType,minValue,maxValue,minLength,maxLength
otherProvDep,Access to other prov depricated,attributes,"If this is 'no', this data will not be available to other data providers not listed before. If missing, data will be available to other data providers not listed before",NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,booleanSet,naUnitSet,naAggrScale,naAggrSet,NA,genMissingnessSet,depreciated,1.0.0,2.0.0,"depreciated, sharing moved to sharing schema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,boolean,NA,NA,0,30
otherReportTableSet,Other report table set,dictSets,Additional tables that form the full data model.,NA,naDomain,saSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,NA,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
otherV,Variants Other,measurements,Used for reporting variants detected for which a specific measureID doesn't already exist. The ODM team will periodically migrate collected responses in this category into set measureIDs.,"Please write in an official name for the new variant that was detected, and specify which nomenclature you're using with the nomenclatureID.",bio,saSpecimenSet,anyCompartmentSet,sarsCov2,variant,naNomenclature,NA,NA,NA,geneticUnitSet,seeUnitAggScale,otherAggrSet,seqQualitySet,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
otsisaDep,Other Site - sample depreciated,categories,Other type of site. Add description to typeOther.,"Deprecated as of version 2, please avoid use. Specify in type, or contact the PHES-ODM research team to add your specific item via a github issue (https://github.com/Big-Life-Lab/PHES-ODM/issues), or at phesd_odm@ohri.ca",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,NA,depreciated,1.0.0,2.0.0,"Depreciated in version 2 with all ""other"" fields",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,0,30
otsisiDep,Other Site - Site depreciated,categories,Other site type. Add description to typeOther,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,NA,depreciated,1.0.0,2.0.0,"Depreciated in version 2 with all ""other"" fields",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,0,30
otunDep,Other Unit depricated,units,Other measurement of viral copies or wastewater treatment plant parameter. Add description to UnitOther.,"Deprecated as of version 2, please avoid use. Specify in type, or contact the PHES-ODM research team to add your specific item via a github issue (https://github.com/Big-Life-Lab/PHES-ODM/issues), or at phesd_odm@ohri.ca",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,genQualitySet,NA,depreciated,1.0.0,2.0.0,"Depreciated in version 2 with all ""other"" fields",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,integer,NA,NA,0,30
out,Value is an outlier,qualityIndicators,Value is an outlier and may be of questionable quality.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,NA,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
outb,Outbreak declaration,categories,"Public health action type used to indicate outbreak status. Given that when outbreaks occur, full data on case counts may not be available or completely accurate, using this measure indicates that case counts may be approximate.",The datetime for the measure helps indicate that start and end periods for an outbreak.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,outbreakSet,naUnitSet,naAggrScale,naAggrSet,NA,genMissingnessSet,active,2.0.0,3.0.0,"Adjusted to work within the new phActions table, now a categorical value for phAction Type",input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,categorical,NA,NA,0,30
outbEnd,End of Outbreak,categories,Indicates an outbreak has ended.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,NA,active,2.0.0,3.0.0,"Adjusted to work within the new phActions table, now a categorical value for phAction.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
outbOngoing,Outbreak - on-going,categories,Indicates an outbreak is on-going.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,NA,active,2.0.0,3.0.0,"Adjusted to work within the new phActions table, now a categorical value for phAction.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
outbreak,Outbreak class,classes,Measures and methods relating to public health outbreaks.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,NA,depreciated,2.0.0,3.0.0,depreciated in v3.0.0 with the migration of outbreak from measures to the phActions table.,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
outbreakSet,Outbreak declaration Value Set,mmaSets,set for the valid values of the outbreak measure.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,outbreakSet,naUnitSet,naAggrScale,naAggrSet,NA,NA,active,2.0.0,3.0.0,"Adjusted to work within the new phActions table, now a set for the categories for phAction with a ""outbreak"" phAction type.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,30
outbStart,Declared outbreak or Outbreak start,categories,Indicates an outbreak began.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,NA,active,2.0.0,3.0.0,"Adjusted to work within the new phActions table, now a categorical value for phAction.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
p100l,Delta Variant p100l mutation,measurements,Delta Variant p100l mutation & gene target.,NA,bio,saSpecimenSet,anyCompartmentSet,deltaGrp,pcr,naNomenclature,NA,NA,NA,geneticUnitSet,seeUnitAggScale,otherAggrSet,pcrQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,seeUnitData,seeUnitVal,seeUnitVal,NA,NA
p13L,Omicron Variant p13l mutation,measurements,Omicron Variant p13l mutation,NA,bio,saSpecimenSet,anyCompartmentSet,omicronGrp,pcr,naNomenclature,NA,NA,NA,geneticUnitSet,seeUnitAggScale,otherAggrSet,pcrQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,seeUnitData,seeUnitVal,seeUnitVal,NA,NA
p2046l,Delta Variant p2046l mutation,measurements,Delta Variant p2046l mutation & gene target.,NA,bio,saSpecimenSet,anyCompartmentSet,deltaGrp,pcr,naNomenclature,NA,NA,NA,geneticUnitSet,seeUnitAggScale,otherAggrSet,pcrQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,seeUnitData,seeUnitVal,seeUnitVal,NA,NA
p2287s,Delta Variant  p2287s mutation,measurements,Delta Variant  p2287s mutation & gene target.,NA,bio,saSpecimenSet,anyCompartmentSet,deltaGrp,pcr,naNomenclature,NA,NA,NA,geneticUnitSet,seeUnitAggScale,otherAggrSet,pcrQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,seeUnitData,seeUnitVal,seeUnitVal,NA,NA
p3395h,Omicron Variant p3395h mutation,measurements,Omicron Variant p3395h mutation & gene target.,NA,bio,saSpecimenSet,anyCompartmentSet,omicronGrp,pcr,naNomenclature,NA,NA,NA,geneticUnitSet,seeUnitAggScale,otherAggrSet,pcrQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,seeUnitData,seeUnitVal,seeUnitVal,NA,NA
p681r,Delta Variant p681r,measurements,Delta Variant p681r mutation & gene target.,NA,bio,saSpecimenSet,anyCompartmentSet,deltaGrp,pcr,naNomenclature,NA,NA,NA,geneticUnitSet,seeUnitAggScale,otherAggrSet,pcrQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,seeUnitData,seeUnitVal,seeUnitVal,NA,NA
pa,Parts Look-up table Shorthand,shortName,The abbreviated short name used to reference the Look up table containing all parts in of the data model.,table,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,NA,active,2.2.2,2.2.2,added in V 2.2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
pAct,polymerase activation,categories,Describes the polymerase activation cycle in a PCR process.,NA,bio,saSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,pcrQualitySet,NA,active,2.2.0,2.2.0,added in V2.2.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
pairLay,Paired Layout,categories,Specifies the paired layout for a sequencing method,NA,bio,saSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,NA,active,2.0.0,2.0.0,added in V2.0.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
pangolin,Pangolin nomenclature,nomenclatures,Specifies variant or genetic nomenclature as set out by the Phylogenetic Assignment of Named Global Outbreak Lineages (Pangolin).,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,NA,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
pangolinSoft,Pangolin Software,categories,A lineage or clade analysis software tool used for lineage assignment in SARS-CoV-2 and other viral genomes.,NA,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,NA,active,3.0.0,3.0.0,added in V3.0.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://github.com/cov-lineages/pangolin,varchar,NA,NA,0,50
papilomavirusGrp,Papilomavirus Group,groups,A group of measures/methods related to papilomaviruses.,Used to describe the organism information for general measures.,bio,saSpecimenSet,anyCompartmentSet,papilomavirusGrp,organism,naNomenclature,NA,NA,NA,naUnitSet,seeUnitAggScale,naAggrSet,NA,NA,active,2.2.0,2.2.0,added in V2.2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
para,Paraxanthine (PARA),measurements,"A metabolite of the common central nervous system stimulant caffeine, measred levels of paraxanthine have been found to be less affected by the genetic heterogeneity and population structure than caffeine is, and it may serve as a useful population biomarker in wastewater.",NA,che,siSaSpecimenSet,waterCompartmentSet,procGrp,standardConc,naNomenclature,NA,NA,NA,stdConcentrationUnitSet,quantAggScale,linearAggrSet,genQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,seeUnitData,seeUnitVal,seeUnitVal,NA,NA
parafluGrp,Parainfluenza Group,groups,A group of measures/methods related to parainfluenza viruses.,Used to describe the organism information for general measures.,bio,saSpecimenSet,anyCompartmentSet,parafluGrp,organism,naNomenclature,NA,NA,NA,naUnitSet,seeUnitAggScale,naAggrSet,NA,NA,active,2.2.0,2.2.0,added in V2.2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
parapoxSpike,Parapoxvirus Orf Virus Spike Target,categories,parapoxvirus // Orf virus is used as the recovery efficiency control target.,NA,bio,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,NA,active,2.2.0,2.2.0,added in V2.2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
parDatasetID,Parent dataset ID,attributes,The datasetID that is a parent to another datasetID.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fK,optional,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
parent,Parent sample ID,attributes,If this sample has been pooled into one big sample for analysis this indicates the sample of the larger pooled sample.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,genMissingnessSet,depreciated,1.1.0,2.0.0,Replaced in V2 with approach to describe sample relationships that allows greater flexibility than soley parents.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
parSiteID,Parent Site ID,attributes,The siteID that is a parent to another siteID; usually the sub-site will be contained in the parentSite.,"An example would be surface testing in a LTC facility. The LTC facility would be the parentSiteID, and the various rooms/surfaces would be the sub-sites, or child-sites.",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,naAggrScale,naAggrSet,NA,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fK,optional,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
