Version,2.0.0,,,,,,,
lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
fra,addressesOrder,L’ordre des colonnes de la table d'adresses,Indique l’ordre des colonnes dans une table d'échantillon.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,addressesRequired,Exigences de la table d'adresses,Indique les colonnes requises dans une table d'adresses.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,addressID,ID de l'adresse,Un identifiant unique pour une adresse.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,admRegLevel,Régions administratives,Régions administratives,NA,2.0.0,2.0.0,added in V2.0.0,
fra,afu,Unité de filtration d'air,Unité de filtration ou de circulation d'air.,L'unité est généralement équipée d'un ventilateur ou d'une soufflerie.,2.0.0,2.0.0,added in V2.0.0,
fra,aggragationScale,ID d'échelle d'agrégation,Une échelle utilisée pour une agrégation. Voir partID = ...,NA,2.0.0,2.0.0,added in V2.0.0,
fra,aggregation,ID d'agrégation,Mesures statistiques utilisées pour rendre compte d'une mesure. Chaque agrégation a une valeur correspondante.,NA,1.0.0,2.0.0,restructured,
fra,aggregations,Agrégation,Mesures statistiques utilisées pour rendre compte d'une mesure. Chaque dataType qui est un nombre doit être rapporté avec une agrégation.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,aggregationScales,Type de partie d'échelle d'agrégation,Le type de partie pour les échelles d'agrégation.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,aggregationSet,ID de l'ensemble d'agrégation,"L'ID d'un ensemble d'agrégations. S'applique principalements aux ""partType = units"".",NA,2.0.0,2.0.0,added in V2.0.0,
fra,aggregationSets,Ensembles d'agrégation,"Ensembles d'agrégations qui peuvent être utilisés pour les mesures. Quelques exemples d'ensembles d'agrégations sont le logarithme, le linéaire et le booléen.","Les ensembles sont des listes de valeurs d'entrée. Chaque valeur d'entrée dans un ensemble est une partie (a un partID) qui peut être réutilisée entre les ensembles. Par exemple, un ensemble A peut contenir les valeurs ""oui"" et ""non"" ; et un ensemble B peut contenir les valeurs ""oui"", ""non"" et ""peut-être"". Les types de partie avec les ensembles comprennent les agrégations, les compartiments, les manques, les indicateurs de qualité, les spécimens et les unités. Les mesures avec catégories et types de données ont leurs propres ensembles de catégories spécifiques (catSetID) car leurs valeurs d'entrée sont uniques et ne sont pas réutilisées.",2.0.0,2.0.0,added in V2.0.0,
fra,air,Air,Une mesure ou une observation faite à partir d'une substance dans l’air.,NA,2.0.0,2.0.0,"added in V2.0, changed to partType = compartment",
fra,airCompartmentSet,Ensemble de compartiments d’air,Un ensemble de compartiments pour les mesures et méthodes dans le compartiment air.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,airpln,Avion,Avion.,NA,1.0.0,2.0.0,"description wording, structure",
fra,airport,Aéroport,Type de catégorie du bassin d'échantillonnage de l'aéroport,NA,2.0.0,2.0.0,added in V2.0.0,
fra,airportLists,Feuille de calcul pour les listes d'aéroports,Listes des parties utilisées pour générer des modèles de saisie de données sur les aéroports et les avions.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,airSurfaceCompartmentSet,Ensemble de compartiments de surface et d'air.,Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments de l'air ou de la surface.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,airTemp,Température ambiante,Température ambiante.,NA,1.0.0,2.0.0,"description wording, structure",
fra,airWaterCompartmentSet,Ensemble de compartiments d’eau et d'air.,Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments air ou eau.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,aliasDep,Alias,Identifiants d'autres instruments présents dans la table qui sont similaires é l'instrument courant. Insérer sous forme de liste séparée par des virgules.,NA,1.0.0,2.0.0,depreciated,
fra,aliasIDDep,Alias ID,Identifiants d'autres méthodes d'analyse présentes dans la table qui sont similaires é la méthode courante. Insérer sous forme de liste séparée par des virgules.,NA,1.0.0,2.0.0,depreciated,
fra,allDo,Toutes les domains,"Domaine qui précise qu'il peut s'appliquer à tous les domaines : biologique, chimique et physique.",NA,2.0.0,2.0.0,added in V2.0.0,
fra,allele,Classe d'allèles,Spécifie une collection de mesures/méthodes relatives aux allèles.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,alleleUnitSet,Ensemble de spécimens de site,Un ensemble de spécimens qui ne comprend qu'un spécimen de site.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,allOrgs,Accès à Tout,"Si ""Non"", la donnée ne sera pas accessible par toute organisation partenaire. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.",NA,1.0.0,2.0.0,depreciated,
fra,aloh3,Précipitation d'Aloh3,Précipitation d'Aloh3,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,amDefDep,ID méthode d'analyse par défaut,"Identifiant de la méthode d'analyse utilisée par défaut quand une nouvelle mesure est créé par ce laboratoire. Se référer é la colonne ""assayMethodID"" dans la table ""AssayMethod""",NA,1.0.0,2.0.0,depreciated,
fra,amiconUf,Ultrafiltration Amicon,Ultrafiltration Amicon,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,amiMP96,"Filtre Amicon, extrait avec MP96","Extraction de l'acide nucléique, généralement utilisée pour la fraction liquide d'un échantillon d'eau usée, en utilisant la filtration amicon et en utilisant un MP96 pour l'extraction finale.",NA,2.0.0,2.0.0,added in V2.0.0,
fra,amp,Séquençage par amplicon,Spécifie la stratégie d'amplicon pour le séquençage génétique,NA,2.0.0,2.0.0,added in V2.0.0,
fra,andBoo,ET agrégation boléen,"""ET"" agrégation","Si toutes les valeurs de l'agrégation sont ""VRAIES"", l'agrégation ET est également ""VRAIE"". Si toutes les valeurs de l'agrégation sont ""FAUX"", l'agrégation ET est également ""VRAIE"".",2.0.0,2.0.0,added in V2.0.0,
fra,anyCompartmentSet,Tout ensembles de compartiments,Un ensemble de compartiments pour les mesures et les méthodes dans n'importe quel compartiment.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,anySpecimenSet,Tout ensembles de spécimens,Un ensemble de spécimens qui comprend n'importe quel spécimen.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,areaPr,Echantillon proportionnel à la surface,Un échantillon proportionnel au domaine.,Utilisé pour les tests de surface.,2.0.0,2.0.0,added in V2.0.0,
fra,arTemp,Température d'arrivée,La température d'un échantillon à son arrivée au laboratoire pour analyse.,NA,1.0.0,2.0.0,added in V2.0.0,
fra,articV3,Utilisation de l'amorce articV3,Mise en œuvre initiale d'une plateforme bioinformatique ARTIC pour le séquençage nanopore du nouveau coronavirus nCoV2019 ; amorce Artic Foundation v3.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,articV4,Utilisation de l'amorce articV4,Amorce de séquençage Artic V4 pour les COV et les VOI.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,asID,ID de la procédure d'analyse,"Crée un lien avec la table ""AssayMethod"" pour décrire la méthode employée pour effectuer la mesure. Utiliser l'identifiant de l'instrument pour des mesures non virales.",NA,1.0.0,2.0.0,"depreciated, now covered by partID = methodID",
fra,attributes,Attributs de la composante,"Un attribut d'un domaine, d'un spécimen, d'un compartiment ou d'une table de rapport.",Les attributs sont l'une des trois principales composantes ou manières de rapporter les données de survie de l'environnement. Les deux autres composantes sont les mesures et les méthodes.,2.0.0,2.0.0,added in V2.0.0,
fra,bacteria,Classe de bactéries,Measures and methods relating to bacteria.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,bacteriaUnitSet,Ensemble d'unités de bactéries,Ensemble d'unités pour les mesures liées aux bactéries.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,bactMisc,Groupe des bactéries diverses,Un groupe de mesures/méthodes relatives à diverses bactéries.,"Les bactéries diverses sont souvent mesurées à des fins de normalisation ou de standardisation et n'ont qu'une seule mesure ou méthode. Lorsqu'une bactérie possède de nombreuses mesures, elle se verra attribuer son propre groupID dans les versions actualisées du dictionnaire.",2.0.0,2.0.0,added in V2.0.0,
fra,bbMP96,"Battement de billes, extrait avec MP96","Extraction d'acide nucléique, généralement utilisée pour la fraction solide d'un échantillon d'eaux usées, en utilisant le battage de billes et en utilisant un MP96 pour l'extraction finale.",NA,2.0.0,2.0.0,added in V2.0.0,
fra,bcov,bcov,Mesure de la quantité de coronavirus bovin.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,bcovCul,Cible de culture de coronavirus bovin,Le coronavirus bovin cultivé est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,bcovVac,Cible du vaccin bcov,Le vaccin contre le coronavirus bovin est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,beeExtractFloc,Floculation d'extrait de bœuf,Floculation d'extrait de bœuf,NA,2.0.0,2.0.0,added in V2.0.0,
fra,before,Est avant,Indique que l'objet étape ou protocole se déroule avant le sujet étape ou protocole dans le conteneur de protocole globale.,À n'utiliser que pour la relation ID de la table protocolRelationships table relationshipID.,2.0.0,2.0.0,added in V2.0.0,
fra,beta,Beta,B.1.351,NA,2.0.0,2.0.0,added in V2.0.0,
fra,bio,Biologique,Organisme et substance biologique.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,bioRadDdpcr,RCP numérique par émulsification de gouttelettes,Décrit une analyse RCP effectuée à l'aide de la technologie RCP d'émulsification numérique de gouttelettes de BioRad.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,blob,Type de données BLOB (Binary Large Object),Le type de données pour les données BLOB (Binary Large Object).,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0.0,2.0.0,added in V2.0.0,
fra,boc,Largeur de la couverture (>=5x la profondeur),Positions dont la profondeur de lecture est supérieure ou égale à 5.,Rapport en pourcentage des positions.,2.0.0,2.0.0,Issue #120,
fra,bod5c,Demande biochimique d'oxygène carbonée sur 5 jours,"La quantité d'oxygène utilisée pour la dégradation biochimique de la matière organique selon des procédures de laboratoire standard en cinq (5) jours en présence d'un inhibiteur de nitrification, exprimée en milligrammes par litre (mg/l).",NA,1.1.0,2.0.0,"description wording, structure",
fra,bod5t,Demande biochimique d'oxygène totale de 5 jours,Demande biochimique d'oxygène totale sur 5 jours.,NA,1.1.0,2.0.0,"description wording, structure",
fra,boolean,Type de données booléennes,Le type de données pour les données booléennes/binaires.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0.0,2.0.0,added in V2.0.0,
fra,booleanAggrSet,Ensemble d'agrégation boléen,Ensemble d'agrégation pour boléen.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,booleanSet,Ensemble de valeurs booléen,L'ensemble qui contient les valeurs possibles valides pour une mesure booléenne (VRAI ou FAUX).,NA,2.0.0,2.0.0,added in V2.0.0,
fra,brsv,Groupe du virus respiratoire syncytial bovin,Indique un groupe de mesures/méthodes liées au virus respiratoire syncytial bovin.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,brsvCul,VRSB culture Spike Target,Le virus respiratoire syncytial bovin (VRSB) cultivé est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,brsvN,VRSB-N,VRSB-N,NA,1.0.0,2.0.0,added in V2.0.0,
fra,brsvVac,Cible du vaccin VRSB,Le vaccin contre le virus respiratoire syncytial bovin (VRSB) est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,bSwrPpl,Canalisation d'égout secondaire,"Spécifie un type de site qui est un tuyau de collecte qui s'étend latéralement à d'autres lignes d'égout municipales, permettant le drainage dans l'égout principal.",NA,1.0.0,2.0.0,"description wording, structure",
fra,buildCO,Regard de nettoyage d'un bâtiment,Spécifie un type de site qui est un tuyau bouché qui se raccorde à la ligne d'égout principale d'un bâtiment.,NA,1.0.0,2.0.0,"description wording, structure",
fra,capacity,Classe de capacité,Measures and methods relating to capacity.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,capacityUnitSet,Ensemble d'unités de capacité,Ensemble d'unités pour les mesures de capacité.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,caRepDate,Date du rapport,Date à laquelle la donnée a été reportée é la santé publique. Cette mesure est communément utilisée.,NA,1.0.0,2.0.0,depreciated,
fra,categorical,Type de données catégorique,Le type de données pour les données catégoriques.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0.0,2.0.0,added in V2.0.0,
fra,categories,CatSetégories,"Une catégorie d'une mesure, d'une méthode ou d'un attribut.","Un exemple d'utilisation des catégories serait la façon dont elles sont utilisées pour enregistrer le site où une mesure est prise (partID = geoType). Pour l'attribut geoType, il existe différents types de sites où des échantillons peuvent être prélevés : une station de traitement des eaux usées, un réservoir d'avion, une station de pompage des eaux usées, etc. Chacun de ces types de sites est enregistré comme une catégorie qui peut être identifiée dans categorySetID = geoTypeCatSets.",2.0.0,2.0.0,added in V2.0.0,
fra,ccc,Hôpital de soins aigus de longue durée,"Hôpitaux de soins aigus, ou complexes de soins continus, qui fournissent des soins aux patients dont la durée moyenne de séjour est supérieure à 25 jours.",NA,2.0.0,2.0.0,added in V2.0.0,
fra,cdc,Garderie d'enfants,Garderie d'enfants,NA,2.0.0,2.0.0,added in V2.0.0,
fra,cel,Degrés Celsius,Températures en degrés Celsius.,NA,1.1.0,2.0.0,description wording.,
fra,cent,Centrifugation,Décrit la séparation solide d'un échantillon d'eau usée par centrifugation. Probablement lié à d'autres étapes de la méthode avant l'analyse.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,centriconUf,Ultrafiltration Centricon,Ultrafiltration Centricon.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,ceres,Nanotrap Ceres,Nanotrap Ceres.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,cfu,UFC par 100 ml,Unités formatrices de colonies par 100 millilitres.,NA,1.1.0,2.0.0,description wording.,
fra,changes,Colonne des changements,Une colonne pour enregistrer les changements de la version 1 de l'ODM à la version 2.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,che,Chimique,Substanche chimique.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,chemVir,Trousse chemagic d'adn/rna virale 300,Extraction d'acides nucléiques réalisée à l'aide de la trousse chemagic viral dna/rna 300.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,child,Article,Indique que l'échantillon est liée à des sous-échantillons (soit parce qu'il s'agit d'un échantillon combiné ou parce que des sous-échantillons ont été prélevés dans cet échantillon).,NA,1.0.0,2.0.0,changed to a relationshipID value.,
fra,city,Ville,La ville où se trouve un site ou une organisation ; partie de l'adresse.,NA,1.0.0,2.0.0,"description wording, structure",
fra,clari,Échantillon clarifié,Échantillon clarifié,NA,1.0.0,2.0.0,NA,
fra,class,Classe,"Un identifiant unique pour une classe, qui s'apparente à un sous-groupe ; c'est une façon de regrouper des parties au sein d'un groupID donné. Un groupe peut avoir une ou plusieurs classes pour décrire les différentes parties de la classe.","Actuellement, la classe n'est utilisée que pour les produits biologiques. Par exemple, le SARS-CoV-2 est un groupe de mesures avec les classes suivantes : allèle, variante, mutation, séquence et protéine.",2.0.0,2.0.0,added in V2.0.0,
fra,classes,Classe,Une classe est une collection d'une ou plusieurs mesures ou méthodes liées au sein d'un groupe. Un groupe peut avoir une ou plusieurs classes pour décrire différentes parties de la classe.,Voir partID = classID.,2.0.0,2.0.0,added in V2.0.0,
fra,cloudy,Nuageux,"CatSetégorie qualitative pour la mesure météorologique, spécifiant un jour couvert sans pluie.",NA,2.0.0,2.0.0,added in V2.0; github issue #124 and #204,
fra,cm,Centimètres,Partie d'unité pour l'unité SI de centimètres.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,co2,Dioxyde de carbone,Une mesure d'une quantité ou d'une concentration de dioxyde de carbone.,NA,2.0.0,2.0.0,added in V2.0; github issue #202,
fra,cod,DCO,Demande chimique en oxygéne,NA,1.0.0,2.0.0,"description wording, structure",
fra,colGrp,Groupe de collection,Un groupe d'attributs de type mesure liés à la collecte d'échantillons.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,collDT,Date-heure,"Date, heure et fuseau horaire de collecte d'un échantillon ponctuel.",NA,1.0.0,2.0.0,Update in line with Github Issue #211,
fra,collDTEnd,Date-heure début,"Date, heure et fuseau horaire de fin de collecte d'un échantillon composite.",NA,1.0.0,2.0.0,Update in line with Github Issue #211,
fra,collDTStart,Date-heure fini,"Date, heure et fuseau horaire de début de collecte d'un échantillon composite.",NA,1.0.0,2.0.0,Update in line with Github Issue #211,
fra,collectSet,Ensemble de catégories pour le collecte d'échantillons,L'ensemble de catégories pour la collecte d'échantillons.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,collNum,Numéro de collection,"Le nombre de sous-échantillons qui ont été combinés pour créer l'échantillon. Utiliser NA pour un échantillonnage continu, proportionnel ou passif.",NA,2.0.0,2.0.0,added in V2.0.0,
fra,collNumPer,Numéro et période de la collection,Numéro de collection composite.période.,"Il s'agit d'une mesure composite qui combine la ""période de collecte"" (collPer) et le ""numéro de collecte"" (collNum). Le numéro et la période de collecte peuvent être utilisés pour réduire le nombre d'en-têtes de tableaux lors de la collecte des données. Lors du stockage des données, `collNum` et `collPeriod` doivent être transformés en `collPer` et `collNum`. Dans le cas d'un échantillon par prélèvement, d'un écouvillon de surface ou d'un échantillon proportionnel à la surface, il suffit d'entrer 1.",2.0.0,2.0.0,added in V2.0.0,
fra,collPer,Période de collecte,"Période de collecte. Période au cours de laquelle l'échantillon a été collecté, en heures. Vous pouvez également utiliser collectionStart et collectionEnd.","Exemples : 1 heure, 6 heures, 24 heures",2.0.0,2.0.0,added in V2.0.0,
fra,collType,Méthode de collection,"Dans le cas d'une collecte composite, proportionnelle au débit, le nombre de sous-échantillons suivi d'un point, puis la période d'échantillonnage, en heures.",NA,1.0.0,2.0.0,description wording,
fra,colocated,Échantillon co-localisé,"Par exemple, pour 4 sous-échantillons composites couvrant une période de 8 heures, l'entrée sera 4.2.",NA,2.0.0,2.0.0,added in V2.0; GitHub issue #94,
fra,columnNameDep,Nom de la colonne,"Pour un échantillonnage proportionnel au temps, 24 sous-échantillons prélevés toutes les heures, l'entrée serait 24.1.",Déprécié dans la version 2 de l'ODM. Les tables de recherche sont désormais intégrées dans les parties et les ensembles.,1.0.0,2.0.0,depreciated,
fra,comp,Échantillon composite - archivage,"Dans le cas d'un échantillonnage proportionnel au volume, l'entrée pour 24 sous-échantillons collectés sur une période de 24 heures devrait être 24.24. Dans ce cas, la partie ""période"" de l'entrée devrait être comprise comme la durée totale de la collecte au lieu de la périodicité de la collecte.","Elles sont destinées à la mise à jour et à la mise en correspondance des données d'archives avec la version la plus récente de l'ODM. En général, les échantillonneurs automatiques effectuent un échantillonnage proportionnel au temps ou au débit, et ces méthodes de collecte devraient donc être utilisées à la place. Ceci ne concerne que les échantillons composites/échantillonneurs automatiques pour lesquels ces détails supplémentaires n'ont pas encore été spécifiés. Utilisez collectionPeriod pour décrire le nombre d'heures pendant lesquelles l'échantillon a été prélevé et collectionNum pour enregistrer le nombre d'échantillons.",1.0.0,2.0.0,"description wording, structure",
fra,comp3,Échantillon composite de 3,Un échantillon composite composé de 3 échantillons distincts.,NA,1.0.0,2.0.0,Use grab with collection number (collectNum) = 3,
fra,comp3dep,Échantillon composite instantané de 3,"Pour une boule COSCA ou un écouvillon Moore collecté pendant 24 heures, la valeur indiquée serait 1,24"".","Déclassé dans la version 2, veuillez ne pas l'utiliser.",1.0.0,2.0.0,"depreciated, ""default"" entries are no longer in use.",
fra,comp3h,Échantillon composite instantané de 3 heures,"Un échantillon composite prélevé sur 3 heures consitué d'échantillons ponctuels collectés une fois par heure, généralement prélevé manuellement.",NA,1.0.0,2.0.0,Use grab with collection period (collectPer) = 3,
fra,comp3hdep,Échantillon composite instantané de 3 heures,"Un composite de 3 heures avec 3 échantillons instantanés prélevés chacun une fois par heure, généralement réalisé manuellement.","Déprécié dans la version 2, ne pas utiliser.",1.0.0,2.0.0,"depreciated, ""default"" entries are no longer in use.",
fra,comp8h,Échantillon composite de 8 heures,"Une échantillon composite de 8 heures avec 8 échantillons instantanés prélevés chacun une fois par heure, généralement effectué manuellement.","Déprécié dans la version 2, ne pas utiliser.",1.0.0,2.0.0,"depreciated, ""default"" entries are no longer in use.",
fra,comp8hDep,Échantillon composite instantané de 8 heures,"Un échantillon composite prélevé sur 8 heures consitué d'échantillons ponctuels collectés une fois par heure, généralement prélevé manuellement.",NA,1.0.0,2.0.0,Use grab with collection period (collectPer) = 8,
fra,compartment,Compartiment,L’attribut qui identifie la substance de laquelle l’échantillon a été prélevé.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,compartments,Compartiment catégorie,"La substance de laquelle l’échantillon a été prélevé. Voir ""partType = compartment"" pour toutes les possibilités.","Par exemple, les eaux usées ont un compartiment d’eau.  S'appliquent surtout aux mesures, méthodes, unités et agrégations.",2.0.0,2.0.0,added in V2.0.0,
fra,compartmentSets,Ensembles de compartiments,"Ensembles de compartiments. Les ensembles de compartiments sont utilisés pour identifier les cas où une mesure peut être enregistrée pour plus d'un compartiment. Par exemple, le SRAS-CoV-2 peut être mesuré dans les personnes (humains), l'eau, la surface ou l'air.","Les ensembles sont des listes de valeurs d'entrée. Chaque valeur d'entrée dans un ensemble est une partie (a un partID) qui peut être réutilisée entre les ensembles. Par exemple, un ensemble A peut contenir les valeurs ""oui"" et ""non"" ; et un ensemble B peut contenir les valeurs ""oui"", ""non"" et ""peut-être"". Les types de partie avec les ensembles comprennent les agrégations, les compartiments, les manques, les indicateurs de qualité, les spécimens et les unités. Les mesures avec catégories et types de données ont leurs propres ensembles de catégories spécifiques (catSetID) car leurs valeurs d'entrée sont uniques et ne sont pas réutilisées.",2.0.0,2.0.0,added in V2.0.0,
fra,conc,Concentré d'échantillon,Concentré d'échantillon,NA,1.0.0,2.0.0,NA,
fra,conCase,Date de rapport des cas confirmés,"Date à laquelle les chiffres ont été communiqués publiquement pour un cas confirmé. En général, les données déclarées et cette mesure sont les mesures les plus couramment déclarées et utilisées.",NA,1.0.0,2.0.0,now a unit for any group or biologic infection,
fra,concurrent,Est concomitant à,Indique que l'objet étape ou protocol se produit en même temps que le sujet étape ou protocol dans le conteneur de protocole global.,À n'utiliser que pour la relation ID de la table protocolRelationships table relationshipID.,2.0.0,2.0.0,added in V2.0.0,
fra,cond,Conductivité,Conductivité,NA,1.0.0,2.0.0,"description wording, structure",
fra,conductivity,Classe de conductivité.,Spécifie une collection de mesures et méthodes liées à la conductivité.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,conductivityUnitSet,Ensemble d'unités de conductivité,Ensemble d'unités concernant les mesures de conductivité.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,conf,Nombre de cas confirmés,"Nombre de cas confirmés. La mesure devrait étre accompagnée d'une valeur dans la colonne ""dateType""",NA,1.0.0,2.0.0,now a unit for any group or biologic infection,
fra,confEp,Date de l'épisode des cas confirmés,"La date de l'épisode est la date la plus proche de l'apparition, du test ou de la déclaration d'un cas confirmé.",NA,1.0.0,2.0.0,now a unit for any group or biologic infection,
fra,confOn,Date d'apparition des cas confirmés,"Date la plus récente à laquelle des symptômes ont été signalés pour un cas confirmé. Cette donnée est souvent inconnue et non déclarée. En lieu et place, l'épisode est utilisé.",NA,1.0.0,2.0.0,now a unit for any group or biologic infection,
fra,contactID,ID du contact,Un identifiant unique pour une personne de contact donnée.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,contactName,Nom de contact,Personne de contact de ce laboratoire.,NA,1.0.0,2.0.0,"depreciated, now use partID = firstName and partID = lastName instead",
fra,contacts,Table de contact,La table qui contient de l'information sur un contact ; une personne qui est le contact d'un site ou d'un laboratoire.,adapter de la documentation de la version 1,2.0.0,2.0.0,added in V2.0.0,
fra,contactsOrder,Ordre des colonnes du tableau des contacts,Spécifie l'ordre des colonnes dans un tableau Contacts.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,contactsRequired,Exigences relatives au tableau des contacts,Spécifie les colonnes requises dans un tableau de contacts.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,contactTableSet,Ensemble de la table de contact,"Les tableaux sont l'endroit où les mesures, les méthodes et les attributs sont enregistrés. Les tableaux représentent les principales entités de la surveillance environnementale.",NA,2.0.0,2.0.0,added in V2.0.0,
fra,conTest,Date de test des cas confirmés,Date à laquelle le test covid-19 a été effectué pour un cas confirmé.,NA,1.0.0,2.0.0,now a unit for any group or biologic infection,
fra,corFcil,Établissement correctionnel,Établissement correctionnel.,NA,1.0.0,2.0.0,"description wording, structure",
fra,cosca,ballon COSCa,Appareil d'échantillonnage passif COSCa.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,country,Pays,Le pays où se trouve un site ou une organisation ; partie de l'adresse.,NA,1.0.0,2.0.0,"description wording, structure",
fra,countryLevel,Pays ou États souverains,Pays ou États souverains,NA,2.0.0,2.0.0,added in V2.0.0,
fra,countyLevel,"Districts, comtés, régions","Districts, comtés, régions",NA,2.0.0,2.0.0,added in V2.0.0,
fra,cov,Covid-19,Infection à Covid-19.,"Toute forme d'infection humaine de type Covid-19 - y compris le dépistage de Covid-19, Covid-19 symptomatique, Covid-19 asymptomatique, Covid-19 hospitalisé, long-Covid-19, etc. Si nécessaire, définissez la forme spécifique Covid-19 avec des unités. Voir populationUnits.",2.0.0,2.0.0,added in V2.0.0,
fra,cov2Me,Mesure SRAS-CoV-2,Mesure de la quantité de virus SRAS-CoV-2.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,covB117,SRAS-CoV-2-B.1.1.7,SARS-CoV-2-B.1.1.7,NA,1.1.0,2.0.0,added in V2.0.0,
fra,covB135,SRAS-CoV-2-B.1.351,SARS-CoV-2-B.1.351,NA,1.1.0,2.0.0,added in V2.0.0,
fra,covE,SARS-CoV-2-E,Région génique E du SRAS-CoV-2,NA,1.0.0,2.0.0,"description wording, structure",
fra,covN1,SARS-CoV-2-N1,Gène nucleocapside N1 du SRAS-CoV-2.,NA,1.0.0,2.0.0,"description wording, structure",
fra,covN2,SARS-CoV-2-N2,Gène nucleocapside N2 du SRAS-CoV-2.,NA,1.0.0,2.0.0,"description wording, structure",
fra,covN3,SARS-CoV-2-N3,Gène nucleocapside N3 des virus similaires au SRAS.,NA,1.0.0,2.0.0,"description wording, structure",
fra,covP1,SARS-CoV-2-P.1,Variant P.1,NA,1.1.0,2.0.0,"description wording, structure",
fra,covRdrp,SARS-CoV-2-RdRp,Région génique RdRp du SRAS-CoV-2.,NA,1.0.0,2.0.0,"description wording, structure",
fra,cphDate,Date de mesure de la population ayant Covid-19,Date de reportage des données de mesure de la COVID-19.,NA,1.0.0,2.0.0,"depreciated, measure identication is now found in partID = measureRepID, with date fields for any measure report.",
fra,cphid,ID du CPHD,Identifiant unique pour l'information de santé publique reportée.,NA,1.0.0,2.0.0,"depreciated, measure identication is now found in partID = measureRepID",
fra,cra,crAssphage-N,crAssphage,NA,1.0.0,2.0.0,"description wording, structure",
fra,crosswalkTableSet,Ensemble de table de crosswalk,Tables de référence ou de consultation.,"Par exemple, le tableau des parties décrit tous les éléments de l'ODM, y compris les tableaux, les en-têtes de tableau, les mesures, les méthodes, les catégories et les unités. les ensembles sont des collections de parties. Par exemple, les unités peuvent être regroupées dans un ensemble d'unités. les langues et les traductions prennent en charge les traductions.",2.0.0,2.0.0,added in V2.0.0,
fra,ct,Seuil de cycle ou cycle de quantification (Ct ou Cq),Cycles de seuil.,NA,1.0.0,2.0.0,description wording.,
fra,cuCo,Compte cumulé,Unités pour décrire une mesure de population d'un compte cumulatif de cas d'une maladie donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.,2.0.0,2.0.0,added in V2.0.0,
