"","partID","partLabel","partType","shortName","partDesc","partInstr","domainID","specimenSet","compSet","groupID","classID","nomenclatureID","ontologyRef","latExp","catSetID","unitSetID","aggScaleID","aggSetID","qualitySetID","status","firstReleased","lastUpdated","changes","protocolSteps","protocolStepsRequired","protocolStepsOrder","protocolRelationships","protocolRelationshipsRequired","protocolRelationshipsOrder","measures","measuresRequired","measuresOrder","measureSets","measureSetsRequired","measureSetsOrder","datasets","datasetsRequired","datasetsOrder","sites","sitesRequired","sitesOrder","samples","samplesRequired","samplesOrder","addresses","addressesRequired","addressesOrder","contacts","contactsRequired","contactsOrder","organizations","organizationsRequired","organizationsOrder","instruments","instrumentsRequired","instrumentsOrder","polygons","polygonsRequired","polygonsOrder","languages","languagesOrder","translations","translationsOrder","parts","sets","setsOrder","qualityReports","qualityReportsRequired","qualityReportsOrder","sampleRelationships","sampleRelationshipsRequired","sampleRelationshipsOrder","protocols","protocolsRequired","protocolsOrder","refLink","dataType","minValue","maxValue","minLength","maxLength","label_fr","partDescription_fr","partInstruction_fr","NWSS","NWSS_process","NWSS_notes","ENA","ENA_notes","NORMAN","NORMAN_note","W_SPHERE","W_SPHERE_Notes","NCBI","PHAGE","version1Table","version1Location","version1Table2","version1Variable","version1CatSetegory","version1to2Changes"
"344","localHA","Access to local ha","attribute","NA","If this is 'no', the, data will not be available to local health authorities. If missing, data will be available to local health authorities.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","booleanSet","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated, sharing moved to sharing schema","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","boolean","NA","NA","0","1","Accès aux Autorités Sanitaires Locaux","Si ""Non"", la donnée ne sera pas accessible par les autorités de santépublique locales. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.","NA","NA","NA","NA","NA","NA","NA","NA","Public Access Level","metadata","NA","NA","WWMeasure; SiteMeasure","variables","NA","accessToLocalHA","NA","unclear; depricate out into sharing schema?"
"345","lod","Limit of detection (LOD)","measure","NA","LOD","Limit of detection (LOD) for this method if one exists.","naDomain","naSpecimenSet","anyCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","geneticUnitSet","NA","naAggrSet","genQualitySet","active","1.1","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","NA","NA","Limite de détection","LOD","Limite de détection (LOD) pour cette méthode, si elle existe.","NA","NA","NA","NA","NA","LoD [number of copies/mL of sample]","QA / QC INFORMATION ABOUT GENES DATA","not included","NA","NA","NA","AssayMethod","variables","NA","lod","NA","depreciated to 'value' in MethodReport, or to MethodIDs?"
"346","lodSewa","Limit of detection (LOD) - sewage","measure","NA","LOD for sewage samples","Limit of detection (LOD) for sewage","naDomain","naSpecimenSet","waterCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","geneticUnitSet","see unit","naAggrSet","genQualitySet","active","2.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","NA","NA","Limite de détection - eaux usées","Limite de détection pour les échantillons d'eaux usées.","NA","lod_sewage","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"347","logAggrSet","Logarithmic scale aggregation Set","aggSet","NA","The aggregation set that contains all aggregations that exist on the logarithmic scale (rather than linear or qualitative).","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Ensemble d'agrégation à l'échelle logarithmique","Ensemble d'agrégations qui contient toutes les agrégations qui existent sur l'échelle logarithmique (plutôt que linéaire ou qualitative).","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"348","sequence","Genetic sequencing class","class","NA","Specifies a collection of measures/methods related to genetic sequencing.","NA","Bio","saSpecimen","anyCompartment","naGroup","sequence","naNomenclature","NA","NA","NA","naUnitSet","see unit","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Classe de séquençage génétique","Spécifie une collection de mesures/méthodes liées au séquençage génétique.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"349","loq","Limit of quantification (LOQ)","measure","NA","Loq","Limit of quantification (LOQ) for this method if one exists.","naDomain","naSpecimenSet","anyCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","geneticUnitSet","NA","naAggrSet","genQualitySet","active","1.1","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","NA","NA","Limite de quantification","LOQ","Limit of quantification (LOQ) for this method if one exists.","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","AssayMethod","variables","NA","loq","NA","depreciated to 'value' in MethodReport, or to MethodIDs?"
"350","low","Low severity","category","NA","A marker for low severity","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Sévérité faible","Un marqueur pour une sévérité faible","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"351","lowerCI95","Lower limit of a 95% confidence interval","aggregation","NA","Specifies the the lower limit of a 95% confidence interval.","Should typically be linked to an upper limit, and some indication of data spread (ie. standard deviation), and a mean/median measure.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","see unit","see unit","NA","NA","Limite inférieure de l'intervalle de confiance de 95%","Spécifie la limite inférieure d'un intervalle de confiance à 95 %.","Doit généralement être lié à une limite supérieure, à une indication de la dispersion des données (par exemple, l'écart type) et à une mesure moyenne/médiane.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"352","lowVol","Low-volume sample","quality","NA","Sample is low-volume, but was run regardless.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Échantillon de faible volume","L'échantillon est de faible volume, mais a été analysé malgré tout.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"353","ltcf","Long-term care facility","category","NA","A residential healthcare facility that provides 24-medical care. These are also called skilled nursing facilities.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Établissement de soins de longue durée","établissement de soins de longue durée.","NA","NA","NA","Institution_type","NA","NA","NA","NA","not included","NA","NA","NA","Site","variableCatSetegories","NA","type","ltcf","NA"
"354","ltcfAl","Long-term care - assisted living or retirement home","category","NA","A residential facility that provides assistance with daily care but generally does not provide skilled nursing care.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Établissement de soins de longue durée - vie assistée ou maison de retraite","Un établissement résidentiel qui fournit une assistance pour les soins quotidiens mais qui ne fournit généralement pas de soins infirmiers qualifiés.","NA","Long-term care - assisted living","NA","Institution_type","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","Added from NWSS v2.0.2"
"355","ltcfO","Other long-term care","category","NA","Other residential facilities that provide daily and/or medical care, but are not defined as nursing home/skilled nursing facilities or assisted living facilities.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Autres soins de longue durée","Autres établissements résidentiels qui fournissent des soins quotidiens et/ou médicaux, mais qui ne sont pas définis comme des maisons de soins infirmiers/établissements de soins qualifiés ou des établissements de vie assistée.","NA","Other long-term care","NA","Institution_type","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","Added from NWSS v2.0.2"
"356","ltDpcr","Life technologies digital PCR","category","NA","Describes a PCR analysis done using Life Technologies' digital PCR technology.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","RCP digitale de life technologies","Décrit une analyse de RCP effectuée à l'aide de la technologie de RCP numérique de Life Technologies.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"357","lysi","Lysis buffer","category","NA","Lysis buffer.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Tampon de lyse","Tampon de lyse.","NA","NA","NA","rec_eff_spike_matrix","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","Added"
"358","m3D","Cubic metres per day","unit","NA","Cubic metres per day.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","linearAggrSet","NA","active","1.1","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","float","0","NA","NA","NA","Mètres cubes par jour","Mètres cubes par jour.","NA","NA","NA","NA","NA","NA","NA","NA","Flow Units","Samples","NA","NA","SiteMeasure","variableCatSetegories","NA","unit","m3D","NA"
"359","m3H","Cubic metres per hour","unit","NA","Cubic metres per hour.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","linearAggrSet","NA","active","1.1","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","float","0","NA","NA","NA","Mètres cubes par heure","Mètres cubes par heure.","NA","NA","NA","NA","NA","NA","NA","NA","Flow Units","Samples","NA","NA","SiteMeasure","variableCatSetegories","NA","unit","m3H","NA"
"360","m3S","Cubic metres per second","unit","NA","Cubic metre per second.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","linearAggrSet","NA","active","1.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","float","0","NA","NA","NA","Mètres cubes par seconde","Mètres cubes par seconde.","NA","NA","NA","NA","NA","NA","NA","NA","Flow Units","Samples","NA","NA","SiteMeasure","variableCatSetegories","NA","unit","m3S","NA"
"361","manufacturer","Manufacturer","attribute","NA","Manufacturer of an insturment.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","optional","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","100","Fabricant","Fabricant d'un instrument.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"362","latExp","Latex expression","partSupport","NA","Latex expression used to generate math formulas for units.","Only relevant for units, other parts will not have these.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","20","Colonne d'expression Latext","Expression Latext utilisée pour générer des formules mathématiques pour les unités.","Uniquement pertinent pour les unités, les autres parties n'en auront pas.","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"363","maxLength","Maximum length","partSupport","NA","The maximum length of the value of a part or measure.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","integer","NA","NA","0","30","Longueur maximale","La longueur minimale d'une partie.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"364","maxValueAgg","Maximum Value","aggregation","NA","Highest value in a range of values.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","see unit","see unit","NA","NA","Maximum","La valeur la plus haute dans un ensemble.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","WWMeasure; SiteMeasure","variableCatSetegories","NA","aggregation","max","NA"
"365","me","Arithmetic Mean","aggregation","NA","Arithmetic mean.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","see unit","see unit","NA","NA","Moyenne arthmétique","Moyenne arithmétique.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","WWMeasure; SiteMeasure","variableCatSetegories","NA","aggregation","mean","NA"
"366","measGrp","Measurement group","group","NA","A group of measures that cannot be otherwise categorized.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Groupe de mesure","Un groupe de mesures qui ne peuvent pas être catégorisées autrement.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"367","measOth","Other Measure","measure","NA","Other measure, not otherwise specified in measures.","Add description to categoryOther.","naDomain","naSpecimenSet","anyCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","Depreciated in version 2 with all ""other"" fields","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","NA","NA","Autre mesure","Autre mesure, non spécifiée autrement dans les mesures.","Ajouter une description à la catégorieAutres.","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","WWMeasure","variables","NA","other","NA","other' is depreciated"
"368","maxValue","Maximum value","partSupport","NA","The maximum length of the value of a part or measure.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Valeur maximale dictionnaire","La valeur maximale d'une partie.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"369","measureID","Measure","attribute","NA","A measurement or observation of any substance including a biological, physical or chemical substance.","Measures are organized into groups and classes (sub-groups).","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","added in V2.0","fK","mandatoryIf","3","NA","NA","NA","fK","mandatory","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","12","ID de la mesure","Une mesure ou une observation de toute substance, y compris une substance biologique, physique ou chimique.","Les mesures sont organisées en groupes et en classes (sous-groupes).","NA","NA","NA","NA","NA","NA","NA","not included","NA","ww_surv_target_1, ww_endog_control_1, ww_endog_control_2, ww_surv_target_2, ww_surv_target_1_gene, ww_surv_target_2_gene","NA","WWMeasure","variableCatSetegories","NA","type","NA","NA"
"370","measureRepID","Report ID","attribute","NA","Unique identifier for a measurement.","Report IDs cannot be repeated.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","pK","mandatory","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FK","mandatory-if","2","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","ID du rapport de mesure","Identifiant unique pour la mesure pour la table ""WWMeasurement""","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","WWMeasure","variables","NA","uWwMeasureID","NA","update for all eniviromental samples"
"371","measures","Measure Report Table","table","mr","The table that contains information and details about a given measure","adapt from verson 1 documentation","naDomain","naSpecimenSet","naCompartmentSet","naGroup","results","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Table de rapport de mesure","La table qui contient de l'information et des détails sur une mesure donnée.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Tables","WWMeasure; SiteMeasure;CovidPublicHealthData","NA","NA","NA"
"372","measureSets","Measure Set Report Table","table","ms","The table that identifies sets of measures.","Examples of measure sets include a set of replicates, dilutions (used to generate a Ct curve) or varients that are identified in a single sample.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","results","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Table de rapport des ensembles de mesures","La table qui identifie les ensembles de mesures.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","Tables","AssayMethod","NA","NA","Added"
"373","measureSetsOrder","Measure sets table column order","tableSupport","NA","Specifies the order of the columns in a Measure Sets table.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","integer","1","NA","NA","NA","L’ordre des colonnes de la Table d'ensemles de mesure","Indique l’ordre des colonnes dans une Table d'ensembles de mesure.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"374","measureSetsRequired","Requirement","tableSupport","NA","Specifies the columns required in a Measure Sets table.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Exigences de la Table d'ensembles de mesure","Indique les colonnes requises dans une Table d'ensembles de mesure.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
