partID,label,partType,partDesc,partInstr,fKAliasID,domain,specimenSet,compartmentSet,group,class,nomenclature,ontologyRef,latExp,mmaSet,unitSet,aggregationScale,aggregationSet,qualityIndSet,missingnessSet,status,firstReleased,lastUpdated,changes,protocolSteps,protocolStepsRequired,protocolStepsOrder,protocolRelationships,protocolRelationshipsRequired,protocolRelationshipsOrder,measures,measuresRequired,measuresOrder,measureSets,measureSetsRequired,measureSetsOrder,datasets,datasetsRequired,datasetsOrder,sites,sitesRequired,sitesOrder,samples,samplesRequired,samplesOrder,addresses,addressesRequired,addressesOrder,contacts,contactsRequired,contactsOrder,organizations,organizationsRequired,organizationsOrder,phActions,phActionsRequired,phActionsOrder,calculations,calculationsRequired,calculationsOrder,instruments,instrumentsRequired,instrumentsOrder,polygonRelationships,polygonRelationshipsRequired,polygonRelationshipsOrder,polygons,polygonsRequired,polygonsOrder,accessions,accessionsRequired,accessionsOrder,languages,languagesRequired,languagesOrder,translations,translationsRequired,translationsOrder,parts,partsRequired,partsOrder,sets,setsRequired,setsOrder,qualityReports,qualityReportsRequired,qualityReportsOrder,sampleRelationships,sampleRelationshipsRequired,sampleRelationshipsOrder,protocols,protocolsRequired,protocolsOrder,countries,countriesRequired,countriesOrder,zones,zonesRequired,zonesOrder,wideNames,wideNamesRequired,wideNamesOrder,refLink,dataType,minValue,maxValue,minLength,maxLength
aft,Afternoon,categories,"Sample was collected in the afternoon, sometime after lunch.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,timeClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,50
afterQC,AfterQC,categories,"An automated QC pipeline tool for FASTQ data, combining quality assessment and error correction.",,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/OpenGene/AfterQC,varchar,,,0,50
afu,Air filter,categories,Air filter as part of filtration or circulating unit. ,Typically the unit would have a fan or blower. ,,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,genQualitySet,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,input,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
fKAliasID,Foreign Key Alias ID,attributes,The primary key that is being referenced by another name in another table as a foreign key.,"For example, in the relationships tables, like sampleRelationships, ""sampleIDObj"" takes the value of a sampleID. It is sampleID as a foreign key, but under a different name. This column says what value is actually linked.",,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,3.0.1,3.0.1,added in V3.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,mandatoryIf,6,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
setCompID,Composite Set ID,attributes,A composite ID generated by concatennating the 'setID' and 'partID' of a given row in the sets table. This allows for a unique primary key and robust relational database structure.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,2.2.2,3.0.1,change to PK from CK.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pK,mandatory,1,,,,,,,,,,,,,,,,,,,,varchar,,,0,60
aggregationScale,Aggregation scale,attributes,A scale used for an aggregation. Only applicable for measures and units.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,aggregationScales,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,2.0.0,3.0.1,fixed partID typo - aggragation to aggregation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,optional,17,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
aggregation,Aggregation,attributes,Statistical measures used to report a measure. Each aggregation has a corresponding value.,"The default aggregation is `single`, which corresponds to a single measurement. ",,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,aggregations,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,1.0.0,2.0.0,restructured,fK,mandatoryIf,13,,,,fK,mandatory,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
label,Label,partSupport,A human readable label of a part.,"Typically, a part label has no acrynomns (every word is spelled out). Equivalent to a LOINC common name.",,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,mandatory,4,header,mandatory,2,header,mandatory,5,,,,,,,,,,,,,,,,header,mandatory,2,,varchar,,,0,30
charLength,character length,attributes,The number of characters used for the wide names.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,optional,3,,integer,0,50,,
domain,Domain,attributes,Domain is the highest level of describing of a measure.,"The domain ID that corresponds to a given part. Mostly applicable for measures, methods, units, and aggregations.",,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,domains,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,mandatory,7,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
aggregations,Aggregations,partTypes,"Statistical measures used to report a measure. Each measure reported as a number should be reported with an aggregation. The default aggregation is `sin`, which corresponds to a single measurement. ",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,input,,,,categorical,,,0,30
agpl30,GNU Affero General Public License v3.0,categories,The licensing for the measure or data set is managed under the GNU Affero General Public License v3.0.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.2.0,2.2.0,added in V2.2.0,,,,,,,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://choosealicense.com/licenses/agpl-3.0/,varchar,,,0,30
agri,Agricultural activity,categories,Agricultural activity occurred upstream of the sampling site.,,,naDomain,naSpecimenSet,naCompartmentSet,siteFeat,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,50
agt,Antimicrobial gradient test,categories,"A gradient strip test is performed according to the manufacturer’s instructions: a short plastic or paper strip impregnated with antibiotic is placed on inoculated agar. On the standardised 100 mm Petri dish, two strips may be placed, while on the larger 150 mm Petri dish, up to six antibiotics may be tested simultaneously.",,,naDomain,naSpecimenSet,naCompartmentSet,bactMisc,bactFung,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,50
air,Air compartment,compartments,A measure or observation made from a substance in the air.,,,allDo,anySpecimenSet,airCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,"added in V2.0, changed to partType = compartment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
airCompartmentSet,Air compartment set,compartmentSets,A compartment set for measures and methods in the air compartment.,,,allDo,anySpecimenSet,airCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
airpln,Airplane,categories,Airplane sample shed category type,,,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,1.0.0,2.0.0,"description wording, structure",,,,,,,input,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
airport,Airport,categories,Airport sample shed category type,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,input,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
airportLists,Airport lists worksheet,dictionarySupport,Parts lists used to generate airport and airplane data entry templates.,,,naDomain,saSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,,
airportSheetSet,Airport Sheets Set,dictSets,Worksheets in the full airport surveillance template (list + template).,`ODM_template-planes_{version}.xlxs,,naDomain,saSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,,
airportTemplate,Airport Surveillance Template,dictionarySupport,The input template for airport and airplane surveillance in the EU.,,,naDomain,saSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.1.0,Update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,,
airSurfaceCompartmentSet,Air and surface compartment set,compartmentSets,A compartment set for measures and methods in the air or surface compartments.,,,allDo,anySpecimenSet,airSurfaceCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
airTemp,Environmental temperature,measurements,Environmental temperature.,,,phy,siSpecimenSet,anyCompartmentSet,siteFeat,temperature,naNomenclature,,,,temperatureUnitSet,seeUnitAggScale,otherAggrSet,genQualitySet,genMissingnessSet,active,1.0.0,2.0.0,"description wording, structure",input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,integer,seeUnitVal,seeUnitVal,,
airWaterCompartmentSet,Air and water compartment set,compartmentSets,A compartment set for measures and methods in the air or water compartments.,,,allDo,anySpecimenSet,airWaterCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
aliasDep,Alias depreciated,attributes,ID of an assay that is the same or similar. A comma separated list.,"Deprecated as of version 2, please avoid use. Use notes instead.",,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,depreciated,1.0.0,2.0.0,depreciated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
contactID,Contact ID,attributes,A unique identifier for a given contact person.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,fK,optional,9,,,,fK,optional,34,fK,optional,5,,,,fK,mandatory,10,fK,optional,4,,,,pK,mandatory,1,,,,,,,,,,,,,,,,fK,optional,12,,,,,,,,,,,,,,,,,,,,,,fK,optional,7,,,,,,,,,,,varchar,,,0,30
aliView,AliView,categories,Sequencing software that is a user-friendly alignment editor with consensus sequence options.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ormbunkar.se/aliview/ (common host) — I can verify with search if needed,varchar,,,0,50
alkaline,Alkalinity,measurements,Measure of alkalinity,,,che,siSaSpecimenSet,waterCompartmentSet,miscMeas,physical,naNomenclature,,,,alkalinitySet,quantAggScale,linearAggrSet,measQualitySet,genMissingnessSet,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,integer,0,,,
alkalinitySet,Alkalinity unit set,unitSets,Unit set for alkalinity measurements.,,,naDomain,naSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,,,,alkalinitySet,seeUnitAggScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
allActionsSet,All Public Health Actions Set,mmaSets,"A set of all valid categories for public health action, regardless of action type.",,,naDomain,saSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,allActionsSet,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,input,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
allDo,All domains,domains,"Domain that specifies that it could apply to al domains; biological, chemical, and physical.",,,allDo,anySpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
allele,Alleles class,classes,Measures and methods related to alleles.,,,bio,saSpecimenSet,anyCompartmentSet,naGroup,allele,naNomenclature,,,,geneticUnitSet,seeUnitAggScale,naAggrSet,measQualitySet,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
alleleUnitSet,Allele unit set,unitSets,Unit set for alleles.,,,naDomain,naSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,,,,alleleUnitSet,seeUnitAggScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
allOrgs,Access to all org,attributes,"If this is 'no', this data will not be available to any partner organization. If missing, data will be available to the all organizations.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,depreciated,1.0.0,2.0.0,depreciated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boolean,,,0,30
allpathsLG,AllPaths-LG,categories,"A sequencing software that was designed for high-quality assemblies using large, paired-end Illumina data.",,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.broadinstitute.org/news/allpaths-lg-new-standard-assembling-billion-piece-genome-puzzle,varchar,,,0,50
allStandardSet,Data Adjustment Standard Value Set,mmaSets,Set of valid input values for the standard field.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,allStandardSet,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
alod,Assay Limit of Detection (LOD),measurements,"The minimum level of a target consistently detectable (e.g., with 95% probability) using the assay considering only the amplification and quantification steps of RT-qPCR.",,,bio,saSpecimenSet,anyCompartmentSet,procGrp,pcr,naNomenclature,,,,geneticUnitSet,seeUnitAggScale,otherAggrSet,measQualitySet,genMissingnessSet,active,2.2.0,3.0.0,changed quality indicator set from general to measure.,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
aloh3,Aloh3 precipitation,categories,Aloh3 precipitation,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,genQualitySet,,active,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
ambigNs,The number of ambiguous bases (Ns) normalized,measurements,The number of ambiguous bases (Ns) normalized per 100 kilobasepairs (kbp).,Provide a numerical value (no need to include units).,,bio,saSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,,percentUnitSet,quantAggScale,linearAggrSet,measQualitySet,genMissingnessSet,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,integer,0,,,
cphid,Cphd ID,attributes,Unique identifier for the table.,Depreciated in ODM version 2. The measure identication is now measureReportID. ,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,depreciated,1.0.0,2.0.0,"depreciated, measure identication is now found in partID = measureRepID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
amiconUf,Amicon ultrafiltration,categories,Amicon ultrafiltration,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,genQualitySet,,active,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
amiMP96,"Amicon filter, extract with MP96",categories,"Nucleaic acid extraction, usually used for the liquid fraction of a wastewater sample, using amicon filtration and using an MP96 for final extraction.",,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,genQualitySet,,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
amp,Amplicon sequencing,categories,Specifies the amplicon strategy for genetic sequencing,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
ampliArtifact,Sequence Amplification Artifacts,qualityIndicators,Sequence amplification artifacts detected.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.3.0,2.3.0,added in V2.3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,varchar,,,0,30
ampSize,Amplicon Size,measurements,The length of the amplicon generated by PCR amplification.,,,bio,saSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,,basePairSet,quantAggScale,linearAggrSet,measQualitySet,genMissingnessSet,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
amrClass,Antimicrobial resistance (AMR) classification,categories,"A public health action type wherein threat level classification has been done on a strain of antimicrobial resistant (AMR) microbes, and communicated to the public.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,50
amrClassSet,Antimicrobial Resistance (AMR) Classification Value Set,mmaSets,"A set of valid categories for the public health action field, where the action type is 'antimicrobial resistance (AMR) classification'.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,amrClassSet,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
amrFinderPlus,AMRFinderPlus Software,categories,Software tool that was developed by NCBI to detect AMR genes in bacterial genomes.,,,naDomain,naSpecimenSet,naCompartmentSet,amrGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pathogens/antimicrobial-resistance/AMRFinder/,varchar,,,0,50
amrGrp,Anti-microbial resistance Group,groups,The group for measures and methods pertaining to anti-microbial resistant microbes (general).,,,bio,saSpecimenSet,anyCompartmentSet,amrGrp,naClass,naNomenclature,,,,naUnitSet,seeUnitAggScale,naAggrSet,,,active,2.1.0,2.1.0,added in V2.1.0,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,50
amrSoft,AMR Analysis Software,methods,Software use to analyse bacterial genomes and genes for anti-mocrobial resistance (AMR).,,,bio,saSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,amrSoftSet,naUnitSet,qualAggScale,naAggrSet,genQualitySet,genMissingnessSet,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,categorical,,,0,30
