Version,2.2.0,,,,,,,,
translationID,lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
tra001378,eng,b6r,Mpox B6R Gene Target,Human MPox Virus (hMPXV) gene target. Envelope protien gene CDC Assay; selective for MPXV.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001379,eng,blaCMY,Cephamycin Beta-Lactamase-Resistance gene target,Cephamycin Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001380,eng,blaCTXM1,CTX-M Beta-Lactamase-Resistance gene target,CTX-M Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001381,eng,blaIMP,Impenemase (IMP) Beta-Lactamase-Resistance gene target,Impenemase (IMP) Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001382,eng,blaKPC,Klebsiella pneumoniae Carbapenam (KPC) Beta-Lactamase-Resistance gene target,Klebsiella pneumoniae Carbapenam (KPC) Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001383,eng,blaNDM,New-Delhi Metallo- (NDM) Beta-Lactamase-Resistance gene target,New-Delhi Metallo- (NDM) Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001384,eng,blaOXA48,OXA-type Beta-Lactamase-Resistance gene target,OXA-type Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001385,eng,blaSHV,SHV Beta-Lactamase-Resistance gene target,SHV-type Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001386,eng,blaTEM,TEM Beta-Lactamase-Resistance gene target,TEM-type Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001387,eng,blaVIM,Verone Integron-Encoded Metallo- (VIM) Beta-Lactamase-Resistance-resistance gene target,Verone Integron-Encoded Metallo- (VIM) Beta-Lactamase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001388,eng,c3l,Clade I Mpox C3L Gene Target,Human MPox Virus (hMPXV) Clade I gene target. hMPXV C3L primers and probe detect Clade I viruses.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001389,eng,integraseCl1,Integrase Class I gene target,Integrase anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001390,eng,e9lNVAR,Mpox & Orthopox E9L-NVAR Gene Target,Human MPox Virus (hMPXV) gene target for Orthopoxvirus DNA polymerase. CDC Assay detects all hMPXV​ clades and non-variola Orthopox viruses.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001391,eng,e9lOPX3,Mpox & Orthopox E9L-OPX3 Gene Target,Human MPox Virus (hMPXV) gene target using the generic orthopox virus OPX3. Lower sensitivity for MPox.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001392,eng,g2rG,Mpox G2R-G Gene Target,Human MPox Virus (hMPXV) gene target using the G2R_G primers and probe which  detects all MPox Virus strains ​.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001393,eng,g2rWA,Clade II Mpox G2R-WA Gene Target,"Human MPox Virus (hMPXV) Clade II gene target, measured with G2R_WA primers and probe to detects Clade II viruses.",NA,2.2.0,2.2.0,added in V2.2.0,
tra001394,eng,gtmolMPox,Mpox GT Molecular Gene Target,Human MPox Virus (hMPXV) gene target - this specific measure and gene target are proprietary to GT Molecular,NA,2.2.0,2.2.0,added in V2.2.0,
tra001395,eng,mcr11,MCR-1.1 Colistin-resistence gene target,The MCR-1.1 colistin anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001396,eng,tetW,TetW Tetracycline-resistance gene target,The tetW tetracycline anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001397,eng,vanAA,VanA-A Vancomycin-resistance gene target,The VanA-A vancomycin anti-microbial resistance gene target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001398,eng,fluA1A2c,Influenza virus A1 and A2 combined,"Measure of influenza virus A1 and A2 combined, usually due to single fluorescence channel.",NA,2.0.0,2.0.0,added in V2.0.0,
tra001399,eng,a67vDel69Del70,Omicron Variant a67v del69 and del70 mutations,"Omicron Variant a67v mutation, and del 69 and del70 mutations co-occuring",NA,2.2.0,2.2.0,added in V2.2.0,
tra001400,eng,rsvAB,Respiratory syncytial virus A and B combined,Human Respiratory Syncytial Virus Type A (RSV A) and Type B (RSV B).,NA,2.1.0,2.1.3,added in V2.1.0,
tra001401,eng,cJejuni,Campylobacter jejuni bacteria,Campylobacter jejuni gene target/measurement,NA,2.1.0,2.1.0,added in V2.1.0,
tra001402,eng,advF41Fibre,Adenovirus F41 Fibre Gene Target,Human Adenovirus Group F41 Fiber gene target,NA,2.1.0,2.1.0,added in V2.1.0,
tra001403,eng,spikeConc,Spike Concentration,Concentration of the recovery efficiency target in a spike matrix and recovery assay.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001404,eng,log10cpml,log10 gene copies per mL,Unit for log10 copies per mililitre,NA,2.2.0,2.2.0,added in V2.2.0,
tra001405,eng,numNTC,Number of NTCs per Run,The number of no-template controls included in each PCR instrument run.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001406,eng,ugL,Micrograms per litre,Micrograms per litre,NA,2.2.0,2.2.0,added in V2.2.0,
tra001407,eng,ugG,Micrograms per gram,Micrograms per gram,NA,2.2.0,2.2.0,added in V2.2.0,
tra001408,eng,log10cpL,log10 gene copies per L,Unit for log10 copies per litre,NA,2.2.0,2.2.0,added in V2.2.0,
tra001409,eng,log10cpG,log10 gene copies per g,Unit for log10 copies per gram,NA,2.2.0,2.2.0,added in V2.2.0,
tra001410,eng,log10ugL,log10 micrograms per L,Unit for log10 micrograms per litre,NA,2.2.0,2.2.0,added in V2.2.0,
tra001411,eng,log10ugG,log10 micrograms per g,Unit for log10 micrograms per gram,NA,2.2.0,2.2.0,added in V2.2.0,
tra001412,eng,se,Standard Error,The standard error of a series of measurements.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001413,eng,beLOD,Below LOD,Measure is below the limit of detection (LOD) for a specific analyte.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001414,eng,ntcAmp,NTC Amplification Detected,"Quality flag for when the non-template control (NTC) still sees amplification - ie. The NTCs in qPCR show a Ct value less than 40, or NTCs in a ddPCR have 3 or more positive droplets.",NA,2.0.0,2.0.0,added in V2.0.0,
tra001415,eng,fDNA,F+ DNA coliphage,F+ DNA coliphage,NA,2.2.0,2.2.0,added in V2.2.0,
tra001416,eng,fRNA,F+ RNA coliphage,F+ RNA coliphage,NA,2.2.0,2.2.0,added in V2.2.0,
tra001417,eng,hf183,HF183 Bacteriodes 16S,Human-Specific HF183 Bacteriodes 16S rRNA,NA,2.2.0,2.2.0,added in V2.2.0,
tra001418,eng,caff,Caffeine,Caffeine (usually measured as a human fecal chemical indicator),NA,2.2.0,2.2.0,added in V2.2.0,
tra001419,eng,crea,Creatinine,Creatinine (usually measured as a human fecal chemical indicator),NA,2.2.0,2.2.0,added in V2.2.0,
tra001420,eng,suc,Sucralose,Sucralose (usually measured as a human fecal chemical indicator),NA,2.2.0,2.2.0,added in V2.2.0,
tra001421,eng,ibu,Ibuprofen,Ibuprofen (usually measured as a human fecal chemical indicator),NA,2.2.0,2.2.0,added in V2.2.0,
tra001422,eng,rnaseP,Ribonuclease P (RNase P),Ribonuclease P (RNase P) (usually measured as a human fecal indicator),NA,2.2.0,2.2.0,added in V2.2.0,
tra001423,eng,promegaLVTNA,promega wastewater large volume tna capture kit,promega wastewater large volume tna capture kit,NA,2.2.0,2.2.0,added in V2.2.0,
tra001424,eng,zymoWatRNA,zymo environ water rna kit/ zymo environ water rna kit (cat. r2042),zymo environ water rna kit (cat. r2042),NA,2.2.0,2.2.0,added in V2.2.0,
tra001425,eng,memMgCl3,membrane filtration with addition of mgcl3,membrane filtration with addition of mgcl3,NA,2.2.0,2.2.0,added in V2.2.0,
tra001426,eng,watConcBuff,water concentrating buffer (R2042-1),water concentrating buffer (R2042-1),NA,2.2.0,2.2.0,added in V2.2.0,
tra001427,eng,esp,exclusions based sample preparation (ESP),exclusions based sample preparation (ESP),NA,2.2.0,2.2.0,added in V2.2.0,
tra001428,eng,luminWWExtract,luminultra wastewater extraction kit,luminultra wastewater extraction kit,NA,2.2.0,2.2.0,added in V2.2.0,
tra001429,eng,monarchRNA,monarch total RNA miniprep kit (new england biolabs) + onestep PCR inhibitor removal kit (zymo),monarch total RNA miniprep kit (new england biolabs) + onestep PCR inhibitor removal kit (zymo),NA,2.2.0,2.2.0,added in V2.2.0,
tra001430,eng,nucKingfish,nucleomag (ref. 744220.4) using kingfisher automated instrument,nucleomag (ref. 744220.4) using kingfisher automated instrument,NA,2.2.0,2.2.0,added in V2.2.0,
tra001431,eng,qiAllprep,qiagen allprep dna/rna kit,qiagen allprep dna/rna kit,NA,2.2.0,2.2.0,added in V2.2.0,
tra001432,eng,qiampDSP,qiagen qiaamp dsp viral rna mini kit,qiagen qiaamp dsp viral rna mini kit,NA,2.2.0,2.2.0,added in V2.2.0,
tra001433,eng,sciencellRNA,sciencell viral rna isolation kit,sciencell viral rna isolation kit,NA,2.2.0,2.2.0,added in V2.2.0,
tra001434,eng,thermMagmax,thermo magmax viral/pathogen nucleic acid isolation kit,thermo magmax viral/pathogen nucleic acid isolation kit,NA,2.2.0,2.2.0,added in V2.2.0,
tra001435,eng,trizolRNA,trizol and RNA purification kit,trizol and RNA purification kit,NA,2.2.0,2.2.0,added in V2.2.0,
tra001436,eng,trizolEtOH,"trizol, garnet bead beating, alcohol precipitation","trizol, garnet bead beating, alcohol precipitation",NA,2.2.0,2.2.0,added in V2.2.0,
tra001437,eng,zymo1041,zymo quick-rna viral 96 kit #r1041,zymo quick-rna viral 96 kit #r1041,NA,2.2.0,2.2.0,added in V2.2.0,
tra001438,eng,zymo1035,zymo quick-rna viral kit #r1035,zymo quick-rna viral kit #r1035,NA,2.2.0,2.2.0,added in V2.2.0,
tra001439,eng,bcovGen,bcov spike target (unspecified),The bovine coronavirus (unspecified) is used as the recovery efficiency control target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001440,eng,mhvSpike,murine hepatitis virus (MHV) spike target,Murine hepatitis virus is used as the recovery efficiency control target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001441,eng,parapoxSpike,Parapoxvirus Orf Virus Spike Target,parapoxvirus // Orf virus is used as the recovery efficiency control target.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001442,eng,dpcr,Digital PCR (dPCR),Describes a PCR analysis done using digital PCR technology (general).,NA,2.2.0,2.2.0,added in V2.2.0,
tra001443,eng,ddpcr,Digital Droplet PCR (ddPCR),Describes a PCR analysis done using digital droplet PCR technology (general).,NA,2.2.0,2.2.0,added in V2.2.0,
tra001444,eng,h5n1,H5N1 avian influenza A virus (IAV),"General measurement for the Highly Pathogenic Avian Influenza Virus (HPAIV), the H5N1 Influenza A Virus (IAV) subtype.",NA,2.2.0,2.2.0,added in V2.2.0,
tra001445,eng,h5hema,Influenza A H5 hemagglutinin gene,"Measure of the H5 hemagglutinin gene from the Highly Pathogenic Avian Influenza Virus (HPAIV), the H5N1 Influenza A Virus (IAV) subtype.",NA,2.2.0,2.2.0,added in V2.2.0,
tra001446,eng,n1neur,Influenza A N1 neuraminidase gene,"Measure of the N1 neuraminidase gene from the Highly Pathogenic Avian Influenza Virus (HPAIV), the H5N1 Influenza A Virus (IAV) subtype.",NA,2.2.0,2.2.0,added in V2.2.0,
tra001447,eng,iavM,Influenza A M gene,"A measure of the M gene found in Influenza A viruses (IAV). The virus has segmented RNA genome and 7th segment, M gene, encodes 2 proteins. M1 is a matrix protein and M2 is a membrane protein. The M gene may be involved in determining host tropism.",NA,2.2.0,2.2.0,added in V2.2.0,
tra001448,eng,flirtV,FLiRT Variants,FLiRT is the name given to an entire family of COVID-19 subvariants that are gaining dominance. They've evolved from the JN.1 subvariant.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001449,eng,kp2V,KP.2 Variant,"The KP.2 variant of SARS-CoV-2, one of the FLiRT variants.",NA,2.0.0,2.0.0,added in V2.0.0,
tra001450,eng,kp1V,KP.1 Variant,"The KP.1 variant of SARS-CoV-2, one of the FLiRT variants.",NA,2.0.0,2.0.0,added in V2.0.0,
tra001451,eng,kp11V,KP.1.1 Variant,"The KP.1.1 variant of SARS-CoV-2, one of the FLiRT variants.",NA,2.0.0,2.0.0,added in V2.0.0,
tra001452,eng,r346t,R346T Mutation,The FLiRT/SLip variant mutation R346T.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001453,eng,f456l,F456L Mutation,The FLiRT/SLip variant mutation F456L.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001454,eng,v1104l,V1104L Mutation,The FLiRT/SLip variant mutation V1104L,NA,2.2.0,2.2.0,added in V2.2.0,
tra001455,eng,jn17V,JN.1.7 Variant,"The JN.1.7 variant of SARS-CoV-2, one of the FLiRT variants.",NA,2.0.0,2.0.0,added in V2.0.0,
tra001456,eng,jn1V,JN.1 Variant,"The JN.1 variant is a subvariant of Omicron variant BA.2.86, and contains several mutations that are associated with escape from vaccine-mediated immune protection. The source of the FLiRT variants of SARS-CoV-2.",NA,2.0.0,2.0.0,added in V2.0.0,
tra001457,eng,d339h,D339H Mutation,The FLiRT/SLip variant mutation D339H.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001458,eng,l455s,L455S Mutation,The FLiRT/SLip variant mutation L455S.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001459,eng,flirtSLipGrp,FLiRT/SLip Variant Group,The group for measures and methods pertaining to the FLiRT and SLip variants of SARS-CoV-2.,NA,2.2.0,2.2.0,added in V2.2.0,
tra001460,fra,absHum,Humidité absolue,Une mesure de la masse de vapeur d'eau présente dans l'air par volume d'air.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001461,fra,absHumidUnitSet,Ensemble d'unités d'humidité absolue,Ensemble d'unités pour les mesures d'humidité absolue.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001462,fra,sin,Seul,"La valeur n'a subi aucune agrégation (donc, la valeur n'est pas une moyenne, un maximum, etc.). La valeur peut étre un réplica.",NA,1.0.0,2.0.0,NA,
tra001463,fra,afu,Unité de filtration d'air,Unité de filtration ou de circulation d'air. ,L'unité est généralement équipée d'un ventilateur ou d'une soufflerie. ,2.0.0,2.0.0,added in V2.0.0,
tra001464,fra,menr,Moyenne arthmétique normalisée,Moyenne arithmétique normalisée.,NA,1.0.0,2.0.0,added in V2.0.0,
tra001465,fra,aloh3,Précipitation d'Aloh3,Précipitation d'Aloh3,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
tra001466,fra,amiconUf,Ultrafiltration Amicon,Ultrafiltration Amicon,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
tra001467,fra,amiMP96,"Filtre Amicon, extrait avec MP96","Extraction de l'acide nucléique, généralement utilisée pour la fraction liquide d'un échantillon d'eau usée, en utilisant la filtration amicon et en utilisant un MP96 pour l'extraction finale.",NA,2.0.0,2.0.0,added in V2.0.0,
tra001468,fra,arTemp,Température d'arrivée,La température d'un échantillon à son arrivée au laboratoire pour analyse.,NA,1.0.0,2.0.0,added in V2.0.0,
tra001469,fra,bacteria,Classe de bactéries,Measures and methods relating to bacteria.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001470,fra,bbMP96,"Battement de billes, extrait avec MP96","Extraction d'acide nucléique, généralement utilisée pour la fraction solide d'un échantillon d'eaux usées, en utilisant le battage de billes et en utilisant un MP96 pour l'extraction finale.",NA,2.0.0,2.0.0,added in V2.0.0,
tra001471,fra,beeExtractFloc,Floculation d'extrait de bœuf,Floculation d'extrait de bœuf,NA,2.0.0,2.0.0,added in V2.0.0,
tra001472,fra,boc,Largeur de la couverture (>=5x la profondeur),Positions dont la profondeur de lecture est supérieure ou égale à 5.,Rapport en pourcentage des positions.,2.0.0,2.0.0,Issue #120,
tra001473,fra,ngmn,Moyenne géométrique normalisée,Moyenne géométrique normalisée.,NA,1.0.0,2.0.0,added in V2.0.0,
tra001474,fra,sdn,L'écart type normalisé,L'écart type normalisé.,NA,1.0.0,2.0.0,NA,
tra001475,fra,booleanSet,Ensemble de valeurs booléen,L'ensemble qui contient les valeurs possibles valides pour une mesure booléenne (VRAI ou FAUX).,NA,2.0.0,2.0.0,added in V2.0.0,
tra001476,fra,camp,Campylobacter,Campylobacter.,NA,2.1.0,2.1.0,added in V2.1.0,
tra001477,fra,capacity,Classe de capacité,Measures and methods relating to capacity.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001478,fra,gmn,Moyenne géométrique,Moyenne géométrique.,NA,1.0.0,2.0.0,NA,
tra001479,fra,centriconUf,Ultrafiltration Centricon,Ultrafiltration Centricon.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
tra001480,fra,ceres,Nanotrap Ceres,Nanotrap Ceres.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
tra001481,fra,cfu,UFC par 100 ml,Unités formatrices de colonies par 100 millilitres.,NA,1.1.0,2.0.0,description wording.,
tra001482,fra,co2,Dioxyde de carbone ,Une mesure d'une quantité ou d'une concentration de dioxyde de carbone.,NA,2.0.0,2.0.0,added in V2.0; github issue #202,
tra001483,fra,maxVal,Maximum,La valeur la plus haute dans un ensemble.,NA,1.0.0,2.0.0,added in V2.0.0,
tra001484,fra,colis,Résistance à la colistine,Bactéries résistantes à la colistine.,NA,2.1.0,2.1.0,added in V2.1.0,
tra001485,fra,caseRepDate,Date de rapport des cas confirmés,"Date à laquelle les chiffres ont été communiqués publiquement pour un cas confirmé. En général, les données déclarées et cette mesure sont les mesures les plus couramment déclarées et utilisées.",NA,1.0.0,2.0.0,now a unit for any group or biologic infection,
tra001486,fra,me,Moyenne arthmétique,Moyenne arithmétique.,NA,1.0.0,2.0.0,added in V2.0.0,
tra001487,fra,conductivity,Classe de conductivité.,Spécifie une collection de mesures et méthodes liées à la conductivité.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001488,fra,med,Médiane,Médiane.,NA,1.0.0,2.0.0,added in V2.0.0,
tra001489,fra,caseEpDate,Date de l'épisode des cas confirmés,"La date de l'épisode est la date la plus proche de l'apparition, du test ou de la déclaration d'un cas confirmé.",NA,1.0.0,2.0.0,now a unit for any group or biologic infection,
tra001490,fra,caseOnDate,Date d'apparition des cas confirmés,"Date la plus récente à laquelle des symptômes ont été signalés pour un cas confirmé. Cette donnée est souvent inconnue et non déclarée. En lieu et place, l'épisode est utilisé.",NA,1.0.0,2.0.0,now a unit for any group or biologic infection,
tra001491,fra,caseTestDate,Date de test des cas confirmés,Date à laquelle le test covid-19 a été effectué pour un cas confirmé.,NA,1.0.0,2.0.0,now a unit for any group or biologic infection,
tra001492,fra,cov,Covid-19,Infection à Covid-19.,"Toute forme d'infection humaine de type Covid-19 - y compris le dépistage de Covid-19, Covid-19 symptomatique, Covid-19 asymptomatique, Covid-19 hospitalisé, long-Covid-19, etc. Si nécessaire, définissez la forme spécifique Covid-19 avec des unités. Voir populationUnits.",2.0.0,2.0.0,added in V2.0.0,
tra001493,fra,cov2Me,Mesure SRAS-CoV-2,Mesure de la quantité de virus SRAS-CoV-2.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001494,fra,death,Morts,Unités pour décrire une mesure de population des patients décédés d'une cause donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.,2.0.0,2.0.0,added in V2.0.0,
tra001495,fra,dilFact,Facteur de dilution,Indique dans quelle mesure un échantillon ou une aliquote a été dilué avant l'analyse.,"Le facteur de dilution est indiqué comme une mesure sans unité, où une valeur de 10 indique une dilution de 10:1.",2.0.0,2.0.0,added in V2.0.0,
tra001496,fra,dilution,Classe de dilution,Measures and methods relating to dilutions.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001497,fra,disease,Maladie (humaine),Une maladie ou une infection chez les humains.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001498,fra,doc,Profondeur de la couverture,La profondeur de lecture du séquençage.,Utilisé pour interpréter la confiance dans la présence ou la quantité d'une variable.,2.0.0,2.0.0,Issue #120,
tra001499,fra,ecoli,Coliformes fécaux,"Concentration de bactéries transmises par les excréments fécaux des humains, du bétail et des animaux sauvages.",NA,2.0.0,2.0.0,added in V2.0.0,
tra001500,fra,envRnF,Chute de pluie,"Les précipitations, c'est-à-dire la quantité de précipitations sous forme de pluie.",NA,1.0.0,2.0.0,"description wording, structure",
tra001501,fra,envSnwD,Site de second plan pour le traitement des eaux usées,"Indique une station de traitement des eaux usées où plusieurs laboratoires sont ou étaient en train de prélever des échantillons, et où des échantillons secondaires sont prélevés.",Les sites de ce type devraient idéalement être jumelés via l'ID du site parent avec les informations générales du site.,1.0.0,2.0.0,"description wording, structure",
tra001502,fra,minVal,Minimum,La valeur la plus basse dans un ensemble.,NA,1.0.0,2.0.0,added in V2.0.0,
tra001503,fra,extraction,Méthode d'extraction de l'acide nucléique,Description de la méthode d'extraction.,Description de la méthode utilisée pour extraire l'échantillon,1.0.0,2.0.0,description wording add categories from NWSS,
tra001504,fra,exvol,Volume d'extraction en mL,Volume d'extraction de l'échantillon,Taille de l'échantillon qui est analysé.,1.0.0,2.0.0,description wording and unit set,
tra001505,fra,otherDep,"Agrégation, autre","Autre méthode d'agrégation. Ajouter une description dans ""aggregationOther"".",NA,1.0.0,2.0.0,"Depreciated in version 2 with all ""other"" fields",
tra001506,fra,flow,Classe d'écoulement,Spécifie une collection de mesures/méthodes liées à l'écoulement.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001507,fra,flowVol,Volume du débit,Volume de l'influent.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001508,fra,flu,Groupe du virus de la grippe,Indique un groupe de mesures/méthodes liées aux virus de la grippe.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001509,fra,fluA1,Virus de l'influenza A1,Type de virus de l'influenza A1,NA,2.0.0,2.0.0,added in V2.0.0,
tra001510,fra,fluA2,Virus de l'influenza A2,Type de virus de l'influenza A2,NA,2.0.0,2.0.0,added in V2.0.0,
tra001511,fra,fluB,Virus de l'influenza B,Type de virus de l'influenza B,NA,2.0.0,2.0.0,added in V2.0.0,
tra001512,fra,frna,Bactériophages à ARN F-spécifiques,Une mesure de la quantité de bactériophages à ARN F-spécifiques.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001513,fra,frnaG2,"Bactériophages à ARN F-spécifiques, G2",Une mesure de la quantité de bactériophages à ARN F-Spécifique G2.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001514,fra,inhibMe,Mesure d'inhibition,Paramètre permettant de signaler si une inhibition a été détectée ou non dans l'échantillon.,Mesure binaire - détecté ou non.,1.1.0,2.0.0,structure change,
tra001515,fra,gas,Classe de gaz,Measures and methods relating to gas and gases.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001516,fra,gcD100,"Copies de gènes par jour pour 100,000","L'unité pour les mesures qui représente le nombre de copies de gènes par jour pour 100,000 personnes dans la population.",NA,2.0.0,2.0.0,added in V2.0.0,
tra001517,fra,lod,Limite de détection,LOD,"Limite de détection (LOD) pour cette méthode, si elle existe.",1.1.0,2.0.0,added in V2.0.0,
tra001518,fra,gm3,Gramme par mètre cube,Gramme par mètre cube.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001519,fra,grams,Grammes,Unité de masse ou de poids.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001520,fra,hepGRna,rna blindé de l'hep g,Mesure de la quantité d'ARN blindé de l'hépatite G.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001521,fra,hollowFiberUF,Ultrafiltration par fibres creuses,Ultrafiltration par fibres creuses en cul-de-sac,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
tra001522,fra,sd,L'écart type,L'écart type.,NA,1.0.0,2.0.0,NA,
tra001523,fra,moorSw,Échantillon passif avec écouvillon de Moore,Un échantillon passif collecté par la méthode de Moore.,NA,1.0.0,2.0.0,added in V2.0.0,
tra001524,fra,humid,Classe d'humidité,Spécifie une collection de mesures/méthodes liées à l'humidité.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001525,fra,icu,Patients des unités de soins intensifs,Unités pour décrire une mesure de population des patients qui sont en soins intensifs pour une cause donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.,2.0.0,2.0.0,added in V2.0.0,
tra001526,fra,unitSet,Ensemble d'unités,Identification d'un ensemble d'unités pouvant être utilisées pour une mesure ou une méthode.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001527,fra,methodConc,Méthode de concentration,Description de la méthode de concentration d'un échantillon d'eaux usées.,Description de la méthode utilisée pour concentrer l'échantillon,1.0.0,2.0.0,added in V2.0.0,
tra001528,fra,innovaprepUF,Ultrafiltration Innovaprep,Ultrafiltration Innovaprep,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
tra001529,fra,kgS,Kilogrammes par seconde,Kilogrammes par seconde.,NA,1.0.0,2.0.0,description wording.,
tra001530,fra,kl,Kilolitres,Kilolitres de volume,NA,2.0.0,2.0.0,added in V2.0.0,
tra001531,fra,l,Litres,Litres de volume,NA,2.0.0,2.0.0,New variable in category,
tra001532,fra,weath,Limite de quantification,LOQ ,Limit of quantification (LOQ) for this method if one exists.,2.0.0,2.0.0,"added in V2.0.0, github issue #124 and #204",
tra001533,fra,lodSewa,Limite de détection - eaux usées,Limite de détection pour les échantillons d'eaux usées.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001534,fra,oColDep,Autre collection,"Autre méthode de collecte. Ajouter une description dans la colonne ""descriptionOther""",NA,1.0.0,2.0.0,"Depreciated in version 2 with all ""other"" fields",
tra001535,fra,aliasIDDep,Alias ID,Identifiants d'autres méthodes d'analyse présentes dans la table qui sont similaires é la méthode courante. Insérer sous forme de liste séparée par des virgules.,NA,1.0.0,2.0.0,depreciated,
tra001536,fra,mhv,Virus de l'hépatite murine,Une mesure de la quantité de virus de l'hépatite murine.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001537,fra,ms2Col,coliphage ms2,Mesure de la quantité de coliphage ms2.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001538,fra,mu,Mu,B.1.621,NA,2.0.0,2.0.0,added in V2.0.0,
tra001539,fra,muCo,coronavirus murin,Mesure de la quantité de coronavirus murin.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001540,fra,n,Gène ciblé N de SRAS-CoV-2,Gène cible N de SRAS-CoV-2.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001541,fra,n1n2,Cible génique combinée N1 et N2 sars-cov-2,Gène cible combiné N1 et N2 de SRAS-CoV-2.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001542,fra,n211i,Gène ciblé n211i de la variante omicron,Gène cible n211i de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001543,fra,n679k,Gène ciblé n679k de la variante omicron,Gène cible n679k de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001544,fra,n856k,Gène ciblé n856k de la variante omicron,Gène cible n856k de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001545,fra,n969k,Gène ciblé n969k de la variante omicron,Gène cible n969k de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001546,fra,naUnit,Unité non applicable,Non applicable pour les unité.,NA,2.0.0,2.0.0,added in V2.0.0,
