langID,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes,
fra,airTemp,Température ambiante,Température ambiante.,NA,1.0,2.0,"description wording, structure",,
fra,fractionCatSet,Ensemble de catégories de fraction d'échantillon,"Ensemble de catégories pour la fraction de l'échantillon (solide, liquide, etc.).",NA,2.0,2.0,added in V2.0,,
fra,alias,Alias,Identifiants d'autres instruments présents dans la table qui sont similaires é l'instrument courant. Insérer sous forme de liste séparée par des virgules.,NA,1.0,2.0,depreciated,,
fra,aliasID,Alias ID,Identifiants d'autres méthodes d'analyse présentes dans la table qui sont similaires é la méthode courante. Insérer sous forme de liste séparée par des virgules.,NA,1.0,2.0,depreciated,,
fra,allDo,Toutes les domains,"Domaine qui précise qu'il peut s'appliquer à tous les domaines : biologique, chimique et physique.",NA,2.0,2.0,added in V2.0,,
fra,allele,Classe d'allèles,Spécifie une collection de mesures/méthodes relatives aux allèles.,NA,2.0,2.0,added in V2.0,,
fra,allOrgs,Accès à Tout,"Si ""Non"", la donnée ne sera pas accessible par toute organisation partenaire. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.",NA,1.0,2.0,depreciated,,
fra,aloh3,Précipitation d'Aloh3,Précipitation d'Aloh3,NA,2.0,2.0,added in V2.0,,
fra,amDef,ID méthode d'analyse par défaut,"Identifiant de la méthode d'analyse utilisée par défaut quand une nouvelle mesure est créé par ce laboratoire. Se référer é la colonne ""assayMethodID"" dans la table ""AssayMethod""",NA,1.0,2.0,depreciated,,
fra,amiconUf,Ultrafiltration Amicon,Ultrafiltration Amicon,NA,2.0,2.0,added in V2.0,,
fra,amiMP96,"Filtre Amicon, extrait avec MP96","Extraction de l'acide nucléique, généralement utilisée pour la fraction liquide d'un échantillon d'eau usée, en utilisant la filtration amicon et en utilisant un MP96 pour l'extraction finale.",NA,2.0,2.0,added in V2.0,,
fra,geoTypeCatSet,Ensemble de catégories géographiques,Ensemble de catégories pour les différents types de composants géographiques.,NA,2.0,2.0,added in V2.0,,
fra,areaPr,Echantillon proportionnel à la surface,Un échantillon proportionnel au domaine.,Utilisé pour les tests de surface.,2.0,2.0,added in V2.0,,
fra,articV3,Utilisation de l'amorce articV3,Mise en œuvre initiale d'une plateforme bioinformatique ARTIC pour le séquençage nanopore du nouveau coronavirus nCoV2019 ; amorce Artic Foundation v3.,NA,2.0,2.0,added in V2.0,,
fra,articV4,Utilisation de l'amorce articV4,Amorce de séquençage Artic V4 pour les COV et les VOI.,NA,2.0,2.0,added in V2.0,,
fra,asId,ID de la procédure d'analyse,"Crée un lien avec la table ""AssayMethod"" pour décrire la méthode employée pour effectuer la mesure. Utiliser l'identifiant de l'instrument pour des mesures non virales.",NA,1.0,2.0,depreciated,,
fra,attribute,Attributs de la composante,"Un attribut d'un domaine, d'un spécimen, d'un compartiment ou d'une table de rapport.",Les attributs sont l'une des trois principales composantes ou manières de rapporter les données de survie de l'environnement. Les deux autres composantes sont les mesures et les méthodes.,2.0,2.0,added in V2.0,,
fra,b,Niveaux de contamination à l'état de traces,"Le résultat analytique peut être sujet à des ""traces"" de contamination ; l'analyte cible a également été détecté dans les contrôles négatifs lors du même passage que l'échantillon.",NA,2.0,2.0,added in V2.0,,
fra,bacterialUnitSet,Ensemble d'unités de bactéries,Ensemble d'unités pour les mesures liées aux bactéries.,NA,2.0,2.0,added in V2.0,,
fra,bactMisc,Groupe des bactéries diverses,Un groupe de mesures/méthodes relatives à diverses bactéries.,"Les bactéries diverses sont souvent mesurées à des fins de normalisation ou de standardisation et n'ont qu'une seule mesure ou méthode. Lorsqu'une bactérie possède de nombreuses mesures, elle se verra attribuer son propre groupID dans les versions actualisées du dictionnaire.",2.0,2.0,added in V2.0,,
fra,bbMP96,"Battement de billes, extrait avec MP96","Extraction d'acide nucléique, généralement utilisée pour la fraction solide d'un échantillon d'eaux usées, en utilisant le battage de billes et en utilisant un MP96 pour l'extraction finale.",NA,2.0,2.0,added in V2.0,,
fra,bcov,bcov,Mesure de la quantité de coronavirus bovin.,NA,2.0,2.0,added in V2.0,,
fra,bcovCul,Cible de culture de coronavirus bovin,Le coronavirus bovin cultivé est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0,2.0,added in V2.0,,
fra,bcovVac,Cible du vaccin bcov,Le vaccin contre le coronavirus bovin est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0,2.0,added in V2.0,,
fra,beeExtractFloc,Floculation d'extrait de bœuf,Floculation d'extrait de bœuf,NA,2.0,2.0,added in V2.0,,
fra,beta,Beta,B.1.351,NA,2.0,2.0,added in V2.0,,
fra,bio,Biologique,Organisme et substance biologique.,NA,2.0,2.0,added in V2.0,,
fra,bioRadDdpcr,RCP numérique par émulsification de gouttelettes,Décrit une analyse RCP effectuée à l'aide de la technologie RCP d'émulsification numérique de gouttelettes de BioRad.,NA,2.0,2.0,added in V2.0,,
fra,blob,Lien vers le fichier du réseau d'égouts,Un fichier contenant toute information additionnelle au sujet du réseau d'égouts associé é ce site d'échantillonnage (tous les formats sont acceptés).,NA,1.0,2.0,depreciated,,
fra,blob,Type de données BLOB (Binary Large Object),Le type de données pour les données BLOB (Binary Large Object).,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0,2.0,added in V2.0,,
fra,boc,Largeur de la couverture (>=5x la profondeur),Positions dont la profondeur de lecture est supérieure ou égale à 5.,Rapport en pourcentage des positions.,2.0,2.0,Issue #120,,
fra,bod5c,Demande biochimique d'oxygène carbonée sur 5 jours,"La quantité d'oxygène utilisée pour la dégradation biochimique de la matière organique selon des procédures de laboratoire standard en cinq (5) jours en présence d'un inhibiteur de nitrification, exprimée en milligrammes par litre (mg/l).",NA,1.1,2.0,"description wording, structure",,
fra,bod5t,Demande biochimique d'oxygène totale de 5 jours,Demande biochimique d'oxygène totale sur 5 jours.,NA,1.1,2.0,"description wording, structure",,
fra,boolean,Type de données booléennes,Le type de données pour les données booléennes/binaires.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0,2.0,added in V2.0,,
fra,booleanSet,Ensemble de valeurs booléen,L'ensemble qui contient les valeurs possibles valides pour une mesure booléenne (VRAI ou FAUX).,NA,2.0,2.0,added in V2.0,,
fra,brsv,Groupe du virus respiratoire syncytial bovin,Indique un groupe de mesures/méthodes liées au virus respiratoire syncytial bovin.,NA,2.0,2.0,added in V2.0,,
fra,brsvCul,VRSB culture Spike Target,Le virus respiratoire syncytial bovin (VRSB) cultivé est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0,2.0,added in V2.0,,
fra,brsvN,VRSB-N,VRSB-N,NA,1.0,2.0,added in V2.0,,
fra,brsvVac,Cible du vaccin VRSB,Le vaccin contre le virus respiratoire syncytial bovin (VRSB) est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0,2.0,added in V2.0,,
fra,purposeID,Objectif,La raison pour laquelle la mesure ou l'échantillon a été prélevé.,"Voir les catégories autorisées : rapport, contrôle de qualité, étude de validation, test.",2.0,2.0,NA,,
fra,polygonID,ID du polygone,Identifiant unique du polygone.,NA,1.0,2.0,"description wording, structure",,
fra,capacityUnitSet,Ensemble d'unités de capacité,Ensemble d'unités pour les mesures de capacité.,NA,2.0,2.0,added in V2.0,,
fra,categorical,Type de données catégorique,Le type de données pour les données catégoriques.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0,2.0,added in V2.0,,
fra,category,CatSetégories,"Une catégorie d'une mesure, d'une méthode ou d'un attribut.","Un exemple d'utilisation des catégories serait la façon dont elles sont utilisées pour enregistrer le site où une mesure est prise (partID = geoType). Pour l'attribut geoType, il existe différents types de sites où des échantillons peuvent être prélevés : une station de traitement des eaux usées, un réservoir d'avion, une station de pompage des eaux usées, etc. Chacun de ces types de sites est enregistré comme une catégorie qui peut être identifiée dans categorySetID = geoTypeCatSets.",2.0,2.0,added in V2.0,,
fra,catSet,Type de partie de l'ensemble de catégories,Le type de partie pour les ensembles de catégories.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0,2.0,added in V2.0,,
fra,aggScaleID,ID d'échelle d'agrégation,Une échelle utilisée pour une agrégation. Voir partID = ...,NA,2.0,2.0,added in V2.0,,
fra,siteTypeID,Type de site,Type de site ou d'institution du site d'échantillonnage.,NA,1.0,2.0,"description wording, structure",,
fra,samshed,Bassin d'échantillonnage,"Une zone géographique, un espace physique ou une structure. Un échantillon est prélevé dans un bassin d'échantillonnage pour une mesure représentative d'une ou plusieurs substances.","Exemples : Avion, maison de soins de longue durée, quartier, campus universitaire, municipalité.",2.0,2.0,added in version 2,,
fra,addID,ID de l'adresse,Un identifiant unique pour une adresse.,NA,2.0,2.0,added in V2.0,,
fra,siteID,ID du site,Identifiant unique pour l'échantillon. Suggestion:siteID-date-index.,NA,1.0,2.0,"description wording, structure",,
fra,saMaterial,Matériel d'échantillonnage,Type d'échantillon.,NA,1.0,2.0,description wording additional categories added (from NWSS),,
fra,cel,Degrés Celsius,Températures en degrés Celsius.,NA,1.1,2.0,description wording.,,
fra,cent,Centrifugation,Décrit la séparation solide d'un échantillon d'eau usée par centrifugation. Probablement lié à d'autres étapes de la méthode avant l'analyse.,NA,2.0,2.0,added in V2.0,,
fra,centriconUf,Ultrafiltration Centricon,Ultrafiltration Centricon.,NA,2.0,2.0,added in V2.0,,
fra,ceres,Nanotrap Ceres,Nanotrap Ceres.,NA,2.0,2.0,added in V2.0,,
fra,cfu,UFC par 100 ml,Unités formatrices de colonies par 100 millilitres.,NA,1.0,2.0,description wording.,,
fra,aggSetID,ID de l'ensemble d'agrégation,"L'ID d'un ensemble d'agrégations. S'applique principalements aux ""partType = units"".",NA,2.0,2.0,added in V2.0,,
fra,che,Chimique,Substanche chimique.,NA,2.0,2.0,added in V2.0,,
fra,chemVir,Trousse chemagic d'adn/rna virale 300,Extraction d'acides nucléiques réalisée à l'aide de la trousse chemagic viral dna/rna 300.,NA,2.0,2.0,added in V2.0,,
fra,child,Article,Indique que l'échantillon est liée à des sous-échantillons (soit parce qu'il s'agit d'un échantillon combiné ou parce que des sous-échantillons ont été prélevés dans cet échantillon).,NA,1.0,2.0,changed to a relationshipID value.,,
fra,airpln,Avion,Avion.,NA,1.0,2.0,"description wording, structure",,
fra,clari,Échantillon clarifié,Échantillon clarifié,NA,1.0,2.0,NA,,
fra,class,Classe,Une classe est une collection d'une ou plusieurs mesures ou méthodes liées au sein d'un groupe. Un groupe peut avoir une ou plusieurs classes pour décrire différentes parties de la classe.,Voir partID = classID.,2.0,2.0,added in V2.0,,
fra,datasetID,Nom de l'ensemble de données,"Le nom de l'ensemble de données qui stocke les informations pour MeasureReport, SampleReport et d'autres tables de rapport.","Dans la mesure du possible, le nom de l'identifiant de l'ensemble de données doit correspondre au dépositaire des données d'origine responsable de la production des données environnementales. (suggestion d'une convention de nom par défaut).",2.0,2.0,added in V2.0,,
fra,cloudy,Nuageux,"CatSetégorie qualitative pour la mesure météorologique, spécifiant un jour couvert sans pluie.",NA,2.0,2.0,added in V2.0,,
fra,cm,Centimètres,Partie d'unité pour l'unité SI de centimètres.,NA,2.0,2.0,added in V2.0,,
fra,co2,Dioxyde de carbone,Une mesure d'une quantité ou d'une concentration de dioxyde de carbone.,NA,2.0,2.0,added in V2.0,,
fra,cod,DCO,Demande chimique en oxygéne,NA,1.0,2.0,"description wording, structure",,
fra,colGrp,Groupe de collection,Un groupe d'attributs de type mesure liés à la collecte d'échantillons.,NA,2.0,2.0,added in V2.0,,
fra,insTypeCatSet,Ensemble de catégories pour les instruments.,Liste des instruments utilisés pour les mesures et les méthodes,NA,2.0,2.0,added in V2.0,,
fra,meaureSetRepID,ID du rapport de l'ensemble de mesures,Identifiant unique permettant de relier un groupe de mesures reliées entre elles.,NA,2.0,2.0,added in V2.0,,
fra,aDateStart,Date-heure,Date à laquelle la mesure a été réalisée.,NA,1.0,2.0,NA,,
fra,bSwrPpl,Canalisation d'égout secondaire,"Spécifie un type de site qui est un tuyau de collecte qui s'étend latéralement à d'autres lignes d'égout municipales, permettant le drainage dans l'égout principal.",NA,1.0,2.0,"description wording, structure",,
fra,colocated,Échantillon co-localisé,"Deuxième ou multiples échantillons prélevés au même endroit mais à un moment différent (eau, air) ou à un endroit proche (sol, sédiments). Envoyés en aveugle au laboratoire.",NA,2.0,2.0,added in V2.0,,
fra,columnName,Nom de la colonne,Nom de la colonne.,NA,1.0,2.0,depreciated,,
fra,comp3,Échantillon composite de 3,Un échantillon composite composé de 3 échantillons ponctuels.,NA,1.0,2.0,Use grab with collection number (collectNum) = 3,,
fra,comp3dep,Échantillon composite instantané de 3,Un échantillon composite composé de trois échantillons distincts.,"Déprécié dans la version 2, veuillez ne pas l'utiliser.",1.0,2.0,depreciated,,
fra,comp3h,Échantillon composite instantané de 3 heures,"Un échantillon composite prélevé sur 3 heures consitué d'échantillons ponctuels collectés une fois par heure, généralement prélevé manuellement.",NA,1.0,2.0,Use grab with collection period (collectPer) = 3,,
fra,comp3hdep,Échantillon composite instantané de 3 heures,"Un composite de 3 heures avec 3 échantillons instantanés prélevés chacun une fois par heure, généralement réalisé manuellement.","Déprécié dans la version 2, ne pas utiliser.",1.0,2.0,depreciated,,
fra,comp8,Échantillon composite de 8 heures,"Une échantillon composite de 8 heures avec 8 échantillons instantanés prélevés chacun une fois par heure, généralement effectué manuellement.","Déprécié dans la version 2, ne pas utiliser.",1.0,2.0,depreciated,,
fra,comp8h,Échantillon composite instantané de 8 heures,"Un échantillon composite prélevé sur 8 heures consitué d'échantillons ponctuels collectés une fois par heure, généralement prélevé manuellement.",NA,1.0,2.0,Use grab with collection period (collectPer) = 3,,
fra,compartment,Compartiment catégorie,Une substance sur laquelle un échantillon a été prélevé.,NA,2.0,2.0,added in V2.0,,
fra,compID,Compartiment,L'environnement dans lequel un échantillon a été prélevé.,NA,2.0,2.0,added in V2.0,,
fra,conc,Concentré d'échantillon,Concentré d'échantillon,NA,1.0,2.0,NA,,
fra,conCase,Date de rapport des cas confirmés,"Date à laquelle les chiffres ont été communiqués publiquement pour un cas confirmé. En général, les données déclarées et cette mesure sont les mesures les plus couramment déclarées et utilisées.",NA,1.0,2.0,now a unit for any group or biologic infection,,
fra,cond,Conductivité,Conductivité,NA,1.0,2.0,"description wording, structure",,
fra,conductivityUnitSet,Ensemble d'unités de conductivité,Ensemble d'unités concernant les mesures de conductivité.,NA,2.0,2.0,added in V2.0,,
fra,conf,Nombre de cas confirmés,"Nombre de cas confirmés. La mesure devrait étre accompagnée d'une valeur dans la colonne ""dateType""",NA,1.0,2.0,now a unit for any group or biologic infection,,
fra,confEp,Date de l'épisode des cas confirmés,"La date de l'épisode est la date la plus proche de l'apparition, du test ou de la déclaration d'un cas confirmé.",NA,1.0,2.0,now a unit for any group or biologic infection,,
fra,confOn,Date d'apparition des cas confirmés,"Date la plus récente à laquelle des symptômes ont été signalés pour un cas confirmé. Cette donnée est souvent inconnue et non déclarée. En lieu et place, l'épisode est utilisé.",NA,1.0,2.0,now a unit for any group or biologic infection,,
fra,orgID,Organisation,L'organisation à laquelle le reporteur est affilié.,NA,1.1,2.0,added in V2.0,,
fra,contactName,Nom de contact,Personne de contact de ce laboratoire.,NA,1.0,2.0,depreciated,,
fra,catSetID,ID de l'ensemble des catégories,Un ensemble de catégories utilisées pour une méthode ou une mesure.,NA,2.0,2.0,added in V2.0,,
fra,conTest,Date de test des cas confirmés,Date à laquelle le test covid-19 a été effectué pour un cas confirmé.,NA,1.0,2.0,now a unit for any group or biologic infection,,
fra,buildCO,Regard de nettoyage d'un bâtiment,Spécifie un type de site qui est un tuyau bouché qui se raccorde à la ligne d'égout principale d'un bâtiment.,NA,1.0,2.0,"description wording, structure",,
fra,cosca,ballon COSCa,Appareil d'échantillonnage passif COSCa.,NA,2.0,2.0,added in V2.0,,
fra,addL1,Ligne d'adresse 1,"Ligne 1 (le nom de la rue, le numéro et la direction) pour une adresse donnée.",NA,2.0,2.0,added in V2.0,,
fra,cov,Covid-19,Infection à Covid-19.,"Toute forme d'infection humaine de type Covid-19 - y compris le dépistage de Covid-19, Covid-19 symptomatique, Covid-19 asymptomatique, Covid-19 hospitalisé, long-Covid-19, etc. Si nécessaire, définissez la forme spécifique Covid-19 avec des unités. Voir populationUnits.",2.0,2.0,added in V2.0,,
fra,covB117,SRAS-CoV-2-B.1.1.7,SARS-CoV-2-B.1.1.7,NA,1.1,2.0,added in V2.0,,
fra,covB135,SRAS-CoV-2-B.1.351,SARS-CoV-2-B.1.351,NA,1.1,2.0,added in V2.0,,
fra,covE,SARS-CoV-2-E,Région génique E du SRAS-CoV-2,NA,1.0,2.0,"description wording, structure",,
fra,covN1,SARS-CoV-2-N1,Gène nucleocapside N1 du SRAS-CoV-2.,NA,1.0,2.0,"description wording, structure",,
fra,covN2,SARS-CoV-2-N2,Gène nucleocapside N2 du SRAS-CoV-2.,NA,1.0,2.0,"description wording, structure",,
fra,covN3,SARS-CoV-2-N3,Gène nucleocapside N3 des virus similaires au SRAS.,NA,1.0,2.0,"description wording, structure",,
fra,covP1,SARS-CoV-2-P.1,Variant P.1,NA,1.1,2.0,"description wording, structure",,
fra,covRdrp,SARS-CoV-2-RdRp,Région génique RdRp du SRAS-CoV-2.,NA,1.0,2.0,"description wording, structure",,
fra,cphDate,Date de mesure de la population ayant Covid-19,Date de reportage des données de mesure de la COVID-19.,NA,1.0,2.0,depreciated,,
fra,cphid,ID du CPHD,Identifiant unique pour l'information de santé publique reportée.,NA,1.0,2.0,depreciated,,
fra,cra,crAssphage-N,crAssphage,NA,1.0,2.0,"description wording, structure",,
fra,ct,Seuil de cycle,Cycles de seuil.,NA,1.0,2.0,description wording.,,
fra,cuCo,Compte cumulé,Unités pour décrire une mesure de population d'un compte cumulatif de cas d'une maladie donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.,2.0,2.0,added in V2.0,,
fra,d377y,d377y cible du gène variante delta,Gène cible d377y de la variante delta.,NA,2.0,2.0,added in V2.0,,
fra,d3g,d3g cible du gène variante omicron,Gène cible d3g de la variante omicron.,NA,2.0,2.0,added in V2.0,,
fra,d63g,d63g cible du gène variante delta,Gène cible d63g de la variante delta.,NA,2.0,2.0,added in V2.0,,
fra,d796y,d796y cible du gène variante omicron,Gène cible d796y de la variante omicron.,NA,2.0,2.0,added in V2.0,,
fra,d950n,d950n cible du gène variante delta,Gène cible d950n de la variante delta.,NA,2.0,2.0,added in V2.0,,
fra,daiCo,Compte quotidien,Unités pour décrire une mesure de population d'un compte quotidien de nouveaux cas d'une maladie donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.,2.0,2.0,added in V2.0,,
fra,aDateEnd,Date de l'analyse,Date à laquelle la mesure a été réalisée en laboratoire.,NA,1.0,2.0,Depreciated. See issue #211. https://github.com/Big-Life-Lab/PHES-ODM/issues/211,,
fra,addL2,Ligne d'adresse 2,Ligne 2 (le numéro de l'unité) pour une adresse donnée.,NA,2.0,2.0,added in V2.0,,
fra,changes,Colonne des changements,Une colonne pour enregistrer les changements de la version 1 de l'ODM à la version 2.,NA,2.0,2.0,added in V2.0,,
fra,classID,Classe,"Un identifiant unique pour une classe, qui s'apparente à un sous-groupe ; c'est une façon de regrouper des parties au sein d'un groupID donné. Un groupe peut avoir une ou plusieurs classes pour décrire les différentes parties de la classe.","Actuellement, la classe n'est utilisée que pour les produits biologiques. Par exemple, le SARS-CoV-2 est un groupe de mesures avec les classes suivantes : allèle, variante, mutation, séquence et protéine.",2.0,2.0,added in V2.0,,
fra,methodConcCatSet,Ensemble de catégories de méthodes de concentration,Ensemble de catégories pour les méthodes de concentration.,NA,2.0,2.0,added in V2.0,,
fra,date,Date,Date à laquelle la méthode d'analyse (ou une nouvelle version d'une méthode existante) a été crée.,NA,1.0,2.0,depreciate,,
fra,datetime,Type de données date-heure,Le type de données pour les données de date et d'heure.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0,2.0,added in V2.0,,
fra,ddcovE,ddcov_e cible du gène sars-cov-2,Gène cible ddcov E de SRAS-CoV-2,NA,2.0,2.0,added in V2.0,,
fra,ddcovN,ddcov_n cible du gène sars-cov-2,Gène cible ddcov N  de SRAS-Co.,NA,2.0,2.0,added in V2.0,,
fra,death,Morts,Unités pour décrire une mesure de population des patients décédés d'une cause donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.,2.0,2.0,added in V2.0,,
fra,del157,157 ou 158 délétion variante delta cible du gène,Gène cible la délétion 157 ou 158 de la variante delta.,NA,2.0,2.0,added in V2.0,,
fra,del143,143 ou 145 délétion variante omicron cible du gène,Gène cible la délétion 143 ou 145 de la variante omicron.,NA,2.0,2.0,added in V2.0,,
fra,del2084,2084 ou 2084 délétion cible du gène variante omicron,Gène cible la délétion 2084 ou 2084 de la variante omicron.,NA,2.0,2.0,added in V2.0,,
fra,del212,212 ou 212 délétion variante omicron cible du gène,Gène cible la délétion 212 ou 212 de la variante omicron.,NA,2.0,2.0,added in V2.0,,
fra,del3674,3674 ou 3676 délétion du gène variante omicron cible,Gène cible la délétion 3674 ou 3676 de la variante omicron.,NA,2.0,2.0,added in V2.0,,
fra,del6970,69 ou 70 délétion variante omicron cible du gène,Gène cible la délétion 69 ou 70 de la variante omicron.,NA,2.0,2.0,added in V2.0,,
fra,delta,Delta,B.1.617.2,NA,2.0,2.0,added in V2.0,,
fra,depreciated,Déprécié,Indicateur permettant de dire qu'une pièce n'est plus utilisée actuellement dans le modèle. Voir partID = status,NA,2.0,2.0,added in V2.0,,
fra,derived,Échantillon dérivé,Spécifie un échantillon qui est dérivé ou fabriqué à partir d'un autre échantillon ou matériau.,NA,2.0,2.0,added in V2.0,,
fra,city,Ville,La ville où se trouve un site ou une organisation ; partie de l'adresse.,NA,1.0,2.0,"description wording, structure",,
fra,descrChange,Description du changement,Une description des changements apportés à une partie par rapport à la version précédente.,NA,2.0,2.0,added in V2.0,,
fra,desk,Bureau ou comptoir,"Bureau, table, comptoir ou autre surface de travail plane.",NA,2.0,2.0,added in V2.0,,
fra,deso,Solides déshydratés,Solides déshydratés.,NA,1.0,2.0,NA,,
fra,det,Détecté,"Copies de gène ou de variant détecté dans ""sampleGene"". 1=Detecté, 0=Non-détecté.",NA,1.1,2.0,description wording.,,
fra,details,Accès aux Détailles,Indique si des informations supplémentaires sur la confidentialité de la mesure sont disponibles.,NA,1.0,2.0,depreciate,,
fra,dilFact,Facteur de dilution,Indique dans quelle mesure un échantillon ou une aliquote a été dilué avant l'analyse.,"Le facteur de dilution est indiqué comme une mesure sans unité, où une valeur de 10 indique une dilution de 10:1.",2.0,2.0,added in V2.0,,
fra,disease,Maladie (humaine),Une maladie ou une infection chez les humains.,NA,2.0,2.0,added in V2.0,,
fra,dissGasUnitSet,Ensemble d’unités pour la concentration de dioxyde de carbone,Ensemble d’unités pour les mesures de la concentration de dioxyde de carbone dans l'eau ou l'atmosphère.,NA,2.0,2.0,added in V2.0,,
fra,doc,Profondeur de la couverture,La profondeur de lecture du séquençage.,Utilisé pour interpréter la confiance dans la présence ou la quantité d'une variable.,2.0,2.0,Issue #120,,
fra,domain,Domaine,"Le domaine est le niveau le plus élevé de description d'une mesure. Il existe trois types de domaines : biologique ( ex. : Covid-19), chimique (ex. : azote), mesure physique (température).",NA,2.0,2.0,added in V2.0,,
fra,compSet,Ensemble de compartiments,L'ensemble des compartiments valides qui s'appliquent à une partie donnée.,NA,2.0,2.0,added in V2.0,,
fra,ccc,Hôpital de soins aigus de longue durée,"Hôpitaux de soins aigus, ou complexes de soins continus, qui fournissent des soins aux patients dont la durée moyenne de séjour est supérieure à 25 jours.",NA,2.0,2.0,added in V2.0,,
fra,e156g,e156g gène cible du variante delta,Gène cible e156g de la variante delta.,NA,2.0,2.0,added in V2.0,,
fra,e484a,e484a gène cible du variante omicron,Gène cible e484a de la variante omicron.,NA,2.0,2.0,added in V2.0,,
fra,ecoli,Coliformes fécaux,"Concentration de bactéries transmises par les excréments fécaux des humains, du bétail et des animaux sauvages.",NA,1.0,2.0,"description wording, structure",,
fra,education,Éducation,Une mesure ou un échantillon prélevé à des fins d'éducation ou de formation.,"Utilisez cette objectif, par exemple, lorsque vous enseignez comment utiliser le PHES-ODM.",2.0,2.0,added in V2.0,,
fra,orgTypeID,ID du type d'organisation,Spécifie le type ou l'objectif d'une organisation donnée.,NA,2.0,2.0,added in V2.0,,
eng,envRnF,Pluie,Pluie (toute précipitation sous forme liquide).,NA,1.0,2.0,"description wording, structure",,
eng,envSnwD,Épaisseur de neige au sol,Épaisseur de neige au sol.,NA,1.0,2.0,"description wording, structure",,
eng,envSnwF,Chute de neige,Neige (toute précipitations sous forme solide).,NA,1.0,2.0,"description wording, structure",,
eng,epiDate,Date de l'episode,"Date estimée à laquelle l'épisode de maladie s'est déclaré. Habituellement calculé en se basant sur la date des premiers symptémes, la date de test ou la date de reportage.",NA,1.0,2.0,depreciate,,
eng,eSarbec,Gène cible de SRAS-CoV-2 sarbecovirus-spécifique E,Gène cible E de SRAS-CoV-2 spécifique du sarbecovirus,NA,2.0,2.0,added in V2.0,,
eng,cdc,Garderie d'enfants,Garderie d'enfants,NA,2.0,2.0,added in V2.0,,
eng,expFail,Échec de l'expérience,L'expérience PCR a échoué. Aucune valeur rapportée.,NA,2.0,2.0,added in V2.0,,
eng,orgTypeCatSet,Ensemble de catégories de type d'organisation,L'ensemble des catégories pour le stockage des types d'organisation.,NA,2.0,2.0,added in V2.0,,
eng,extraction,Méthode d'extraction de l'acide nucléique,Description de la méthode d'extraction.,Description de la méthode utilisée pour extraire l'échantillon,1.0,2.0,description wording add categories from NWSS,,
eng,exvol,Volume d'extraction en mL,Volume d'extraction de l'échantillon,Taille de l'échantillon qui est analysé.,1.0,2.0,description wording and unit set,,
eng,faeces,Matière fécale,Matiére fécale.,NA,1.0,2.0,NA,,
eng,fi,FI,"L'échantillon original était inhibé ; cependant, l'inhibition n'a pas été traitée avec succès. Par conséquent, aucune estimation de la concentration n'a été rapportée.",NA,2.0,2.0,added in V2.0,,
eng,field,Échantillon de champ,Spécifie un échantillon prélevé sur le terrain ; directement collecté dans une zone pour être testé.,NA,2.0,2.0,added in V2.0,,
eng,fieldReplicate,Réplique du champ,Un échantillon divisé en deux ou plusieurs parties homogènes.,NA,2.0,2.0,added in V2.0,,
eng,file,fichier,Fichier représentant la géométrie du polygone (blob).,NA,1.0,2.0,depreciate,,
eng,filt,Filtration,Décrit la séparation solide d'un échantillon d'eau usée par filtration. On procède ensuite à la concentration ou à l'analyse du filtrat liquide.,NA,2.0,2.0,added in V2.0,,
eng,corFcil,Établissement correctionnel,Établissement correctionnel.,NA,1.0,2.0,"description wording, structure",,
eng,firstName,Prénom du contact,Spécifie le prénom d'un contact donné.,NA,2.0,2.0,added in V2.0,,
eng,contacts,Table de contact,La table qui contient de l'information sur un contact ; une personne qui est le contact d'un site ou d'un laboratoire.,adapter de la documentation de la version 1,1.0,2.0,"description wording, structure",,
eng,fK,Clé étrangère,Clé étrangère pour une table.,NA,2.0,2.0,added in V2.0,,
eng,float,Type de données Float,Le type de données pour les données de type float.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0,2.0,added in V2.0,,
eng,floMean,Moyenne normalisée en fonction du débit,Mesure moyenne normalisée au débit d'eaux usées ; AlleleX (gc/mL) x Q (ML/d) / (Pop /1e5) x 1e3 (mL/L) x 1e6 (L/ML) = AlleleX (gc/jour par 1e5 de population),"Principalement utilisé pour la déclaration d'allèles spécifiques (N1, N2, E, etc.)",2.0,2.0,added in V2.0,,
eng,floor,Plancher,Étage d'un bâtiment ou d'une pièce.,NA,2.0,2.0,added in V2.0,,
