langID,partID,partLab,partDesc,partInstr
fr,addL1,Ligne d'adresse 1,"Ligne 1 (le nom de la rue, le numéro et la direction) pour une adresse donnée.",NA
fr,afu,Unité de filtration d'air,Unité de filtration ou de circulation d'air. ,L'unité est généralement équipée d'un ventilateur ou d'une soufflerie. 
fr,aggregation,Agrégation,Mesures statistiques utilisées pour rendre compte d'une mesure. Chaque dataType qui est un nombre doit être rapporté avec une agrégation.,NA
fr,aggID,ID d'agrégation,Mesures statistiques utilisées pour rendre compte d'une mesure. Chaque agrégation a une valeur correspondante.,NA
fr,aggScaleID,ID d'échelle d'agrégation,Une échelle utilisée pour une agrégation. Voir partID = ...,NA
fr,aggSet,Type de partie d'ensemble d'agrégations,Le type de partie pour les ensembles d'agrégation.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.
fr,aggSetID,ID de l'ensemble d'agrégation,"L'ID d'un ensemble d'agrégations. Par exemple, l'ensemble d'agrégation 'tempC' a une valeur autorisée `c`, avec une description `degrés Celcius`.",NA
fr,aggregationSetID,ID de l'ensemble d'agrégation,Entrée du dictionnaire pour partType = aggregationSet.,NA
fr,ai,AI,"L'échantillon original était inhibé ; cependant, l'inhibition a été traitée par dilution. L'estimation de la concentration rapportée est le résultat actualisé après traitement de l'inhibition.",NA
fr,airCompartment,Ensemble de compartiments d’air,Un ensemble de compartiments pour les mesures et méthodes dans le compartiment air.,NA
fr,airpln,Avion,Avion.,NA
fr,airSurfaceCompartment,Ensemble de compartiments de surface et d'air.,Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments de l'air ou de la surface.,NA
fr,airTemp,Température ambiante,Température ambiante.,NA
fr,airWaterCompartment,Ensemble de compartiments d’eau et d'air.,Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments air ou eau.,NA
fr,alias,Alias,Identifiants d'autres instruments présents dans la table qui sont similaires é l'instrument courant. Insérer sous forme de liste séparée par des virgules.,NA
fr,aliasID,Alias ID,Identifiants d'autres méthodes d'analyse présentes dans la table qui sont similaires é la méthode courante. Insérer sous forme de liste séparée par des virgules.,NA
fr,allDo,Toutes les domains,"Domaine qui précise qu'il peut s'appliquer à tous les domaines : biologique, chimique et physique.",NA
fr,allele,Classe d'allèles,Spécifie une collection de mesures/méthodes relatives aux allèles.,NA
fr,allOrgs,Accès à Tout,"Si ""Non"", la donnée ne sera pas accessible par toute organisation partenaire. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.",NA
fr,aloh3,Précipitation d'Aloh3,Précipitation d'Aloh3,NA
fr,amDef,ID méthode d'analyse par défaut,"Identifiant de la méthode d'analyse utilisée par défaut quand une nouvelle mesure est créé par ce laboratoire. Se référer é la colonne ""assayMethodID"" dans la table ""AssayMethod""",NA
fr,amiconUf,Ultrafiltration Amicon,Ultrafiltration Amicon,NA
fr,amiMP96,"Filtre Amicon, extrait avec MP96","Extraction de l'acide nucléique, généralement utilisée pour la fraction liquide d'un échantillon d'eau usée, en utilisant la filtration amicon et en utilisant un MP96 pour l'extraction finale.",NA
fr,anyCompartment,Tout ensembles de compartiments,Un ensemble de compartiments pour les mesures et les méthodes dans n'importe quel compartiment.,NA
fr,anySpecimen,Tout ensembles de spécimens,Un ensemble de spécimens qui comprend n'importe quel spécimen.,NA
fr,areaPr,Echantillon proportionnel à la surface,Un échantillon proportionnel au domaine.,Utilisé pour les tests de surface.
fr,articV3,Utilisation de l'amorce articV3,Mise en œuvre initiale d'une plateforme bioinformatique ARTIC pour le séquençage nanopore du nouveau coronavirus nCoV2019 ; amorce Artic Foundation v3.,NA
fr,articV4,Utilisation de l'amorce articV4,Amorce de séquençage Artic V4 pour les COV et les VOI.,NA
fr,asId,ID de la procédure d'analyse,"Crée un lien avec la table ""AssayMethod"" pour décrire la méthode employée pour effectuer la mesure. Utiliser l'identifiant de l'instrument pour des mesures non virales.",NA
fr,attribute,Attributs de la composante,"Un attribut d'un domaine, d'un spécimen, d'un compartiment ou d'une table de rapport. ",Les attributs sont l'une des trois principales composantes ou manières de rapporter les données de survie de l'environnement. Les deux autres composantes sont les mesures et les méthodes.
fr,b,Niveaux de contamination à l'état de traces,"Le résultat analytique peut être sujet à des ""traces"" de contamination ; l'analyte cible a également été détecté dans les contrôles négatifs lors du même passage que l'échantillon.",NA
fr,bacterialUnits,Ensemble d'unités de bactéries,Ensemble d'unités pour les mesures liées aux bactéries.,NA
fr,bactMisc,Groupe des bactéries diverses,Un groupe de mesures/méthodes relatives à diverses bactéries.,"Les bactéries diverses sont souvent mesurées à des fins de normalisation ou de standardisation et n'ont qu'une seule mesure ou méthode. Lorsqu'une bactérie possède de nombreuses mesures, elle se verra attribuer son propre groupID dans les versions actualisées du dictionnaire."
fr,bbMP96,"Battement de billes, extrait avec MP96","Extraction d'acide nucléique, généralement utilisée pour la fraction solide d'un échantillon d'eaux usées, en utilisant le battage de billes et en utilisant un MP96 pour l'extraction finale.",NA
fr,bcov,bcov,Mesure de la quantité de coronavirus bovin.,NA
fr,bcovCul,Cible de culture de coronavirus bovin,Le coronavirus bovin cultivé est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA
fr,bcovVac,Cible du vaccin bcov,Le vaccin contre le coronavirus bovin est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA
fr,beeExtractFloc,Floculation d'extrait de bœuf,Floculation d'extrait de bœuf,NA
fr,beta,Beta,B.1.351,NA
fr,bio,Biologique,Organisme et substance biologique.,NA
fr,bioRadDdpcr,RCP numérique par émulsification de gouttelettes,Décrit une analyse RCP effectuée à l'aide de la technologie RCP d'émulsification numérique de gouttelettes de BioRad.,NA
fr,blob,Lien vers le fichier du réseau d'égouts,Un fichier contenant toute information additionnelle au sujet du réseau d'égouts associé é ce site d'échantillonnage (tous les formats sont acceptés).,NA
fr,blob,Type de données BLOB (Binary Large Object),Le type de données pour les données BLOB (Binary Large Object).,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.
fr,boc,Largeur de la couverture (>=5x la profondeur),Positions dont la profondeur de lecture est supérieure ou égale à 5. ,Rapport en pourcentage des positions.
fr,bod5c,Demande biochimique d'oxygène carbonée sur 5 jours,"La quantité d'oxygène utilisée pour la dégradation biochimique de la matière organique selon des procédures de laboratoire standard en cinq (5) jours en présence d'un inhibiteur de nitrification, exprimée en milligrammes par litre (mg/l).",NA
fr,bod5t,Demande biochimique d'oxygène totale de 5 jours,Demande biochimique d'oxygène totale sur 5 jours.,NA
fr,bool,Booléen,"Pour les cas, ou une réponse positive ou négative est requise.",NA
fr,boolean,Type de données booléennes,Le type de données pour les données booléennes/binaires.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.
fr,booleanAggr,Agrégation booléenne,Agrégation booléenne.,NA
fr,boolUnits,Ensemble d'unités booléen,L'ensemble d'unités qui contient les valeurs possibles valides pour une mesure booléenne (VRAI ou FAUX).,NA
fr,brsv,Groupe du virus respiratoire syncytial bovin,Indique un groupe de mesures/méthodes liées au virus respiratoire syncytial bovin.,NA
fr,brsvCul,VRSB culture Spike Target,Le virus respiratoire syncytial bovin (VRSB) cultivé est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA
fr,brsvN,VRSB-N,VRSB-N,NA
fr,brsvVac,Cible du vaccin VRSB,Le vaccin contre le virus respiratoire syncytial bovin (VRSB) est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA
fr,bSwrPpl,Canalisation d'égout secondaire,"Spécifie un type de site qui est un tuyau de collecte qui s'étend latéralement à d'autres lignes d'égout municipales, permettant le drainage dans l'égout principal.",NA
fr,buildCO,Regard de nettoyage d'un bâtiment,Spécifie un type de site qui est un tuyau bouché qui se raccorde à la ligne d'égout principale d'un bâtiment.,NA
fr,capacityUnits,Ensemble d'unités de capacité,Ensemble d'unités pour les mesures de capacité.,NA
fr,categorical,Type de données catégorique,Le type de données pour les données catégoriques.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.
fr,category,Catégories,"Une catégorie d'une mesure, d'une méthode ou d'un attribut. ","Un exemple d'utilisation des catégories serait la façon dont elles sont utilisées pour enregistrer le site où une mesure est prise (partID = geoType). Pour l'attribut geoType, il existe différents types de sites où des échantillons peuvent être prélevés : une station de traitement des eaux usées, un réservoir d'avion, une station de pompage des eaux usées, etc. Chacun de ces types de sites est enregistré comme une catégorie qui peut être identifiée dans categorySetID = geoTypeCats."
fr,catSetPT,Type de partie de l'ensemble de catégories,Le type de partie pour les ensembles de catégories.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.
fr,catSetID,ID de l'ensemble des catégories,Un ensemble de catégories utilisées pour une méthode ou une mesure.,NA
fr,ccc,Hôpital de soins aigus de longue durée,"Hôpitaux de soins aigus, ou complexes de soins continus, qui fournissent des soins aux patients dont la durée moyenne de séjour est supérieure à 25 jours. ",NA
fr,cDT,Date-heure,"Date, heure et fuseau horaire de collecte d'un échantillon ponctuel.",NA
fr,cDTEnd,Date-heure début,"Date, heure et fuseau horaire de fin de collecte d'un échantillon composite.",NA
fr,cDTStart,Date-heure fini,"Date, heure et fuseau horaire de début de collecte d'un échantillon composite.",NA
fr,cdc,Garderie d'enfants,Garderie d'enfants,NA
fr,cel,Degrés Celsius,Températures en degrés Celsius.,NA
fr,cent,Centrifugation,Décrit la séparation solide d'un échantillon d'eau usée par centrifugation. Probablement lié à d'autres étapes de la méthode avant l'analyse.,NA
fr,centriconUf,Ultrafiltration Centricon,Ultrafiltration Centricon.,NA
fr,ceres,Nanotrap Ceres,Nanotrap Ceres.,NA
fr,cfu,UFC par 100 ml,Unités formatrices de colonies par 100 millilitres.,NA
fr,cfu100Ml,Unités de formation de coliformes,"Le nombre de cellules bactériennes ou fongiques dans un échantillon qui sont viables, capables de se multiplier par fission binaire dans les conditions contrôlées. ",NA
fr,changes,Colonne des changements,Une colonne pour enregistrer les changements de la version 1 de l'ODM à la version 2.,NA
fr,changes,Changements,Une description des modifications apportées à la partie répertoriée depuis la version précédente.,Utilisez cette colonne comme un journal des modifications de courte durée pour le développement du dictionnaire.
fr,che,Chimique,Substanche chimique.,NA
fr,chemVir,Trousse chemagic d'adn/rna virale 300,Extraction d'acides nucléiques réalisée à l'aide de la trousse chemagic viral dna/rna 300.,NA
fr,children,Article,"Si l'échantillon est liée à des sous-échantillons (soit parce qu'il s'agit d'un échantillon combiné ou parce que des sous-échantillons ont été prélevés dans cet échantillon), insérer les identifiant des échantillons enfants dans une liste séparée par des virgules.",NA
fr,addL2,Ligne d'adresse 2,Ligne 2 (le numéro de l'unité) pour une adresse donnée.,NA
fr,cK,Clé composite,Clé composite pour une table.,NA
fr,clari,Échantillon clarifié,Échantillon clarifié,NA
fr,class,Classe,Une classe est une collection d'une ou plusieurs mesures ou méthodes liées au sein d'un groupe. Un groupe peut avoir une ou plusieurs classes pour décrire différentes parties de la classe. ,Voir partID = classID.
fr,classID,Classe,"Un identifiant unique pour une classe, qui s'apparente à un sous-groupe ; c'est une façon de regrouper des parties au sein d'un groupID donné. Un groupe peut avoir une ou plusieurs classes pour décrire les différentes parties de la classe. ","Actuellement, la classe n'est utilisée que pour les produits biologiques. Par exemple, le SARS-CoV-2 est un groupe de mesures avec les classes suivantes : allèle, variante, mutation, séquence et protéine."
fr,cloudy,Nuageux,"Catégorie qualitative pour la mesure météorologique, spécifiant un jour couvert sans pluie.",NA
fr,cm,Centimètres,Partie d'unité pour l'unité SI de centimètres.,NA
fr,co2,Dioxyde de carbone ,Une mesure d'une quantité ou d'une concentration de dioxyde de carbone.,NA
fr,cod,DCO,Demande chimique en oxygéne,NA
fr,colGrp,Groupe de collection,Un groupe d'attributs de type mesure liés à la collecte d'échantillons.,NA
fr,collectCat,Ensemble de catégories pour le collecte d'échantillons,L'ensemble de catégories pour la collecte d'échantillons.,NA
fr,coll,Méthode de collection,Méthode utilisée pour obtenir l'échantillon.,NA
fr,collNum,Numéro de collection,"Le nombre de sous-échantillons qui ont été combinés pour créer l'échantillon. Utiliser NA pour un échantillonnage continu, proportionnel ou passif.",NA
fr,collPer,Période de collecte,"Période de collecte. La période pendant laquelle l'échantillon a été collecté, en heures. Vous pouvez également utiliser collectionStart et collectionEnd.","Exemples : 1 heure, 6 heures, 24 heures"
fr,colocated,Échantillon co-localisé,"Deuxième ou multiples échantillons prélevés au même endroit mais à un moment différent (eau, air) ou à un endroit proche (sol, sédiments). Envoyés en aveugle au laboratoire.",NA
fr,columnName,Nom de la colonne,Nom de la colonne.,NA
fr,comp3,Échantillon composite de 3,Un échantillon composite composé de 3 échantillons ponctuels.,NA
fr,comp3dep,Échantillon composite instantané de 3,Un échantillon composite composé de trois échantillons distincts.,"Déprécié dans la version 2, veuillez ne pas l'utiliser."
fr,comp3h,Échantillon composite instantané de 3 heures,"Un échantillon composite prélevé sur 3 heures consitué d'échantillons ponctuels collectés une fois par heure, généralement prélevé manuellement.",NA
fr,comp3hdep,Échantillon composite instantané de 3 heures,"Un composite de 3 heures avec 3 échantillons instantanés prélevés chacun une fois par heure, généralement réalisé manuellement.","Déprécié dans la version 2, ne pas utiliser."
fr,comp8,Échantillon composite de 8 heures,"Une échantillon composite de 8 heures avec 8 échantillons instantanés prélevés chacun une fois par heure, généralement effectué manuellement.","Déprécié dans la version 2, ne pas utiliser."
fr,comp8h,Échantillon composite instantané de 8 heures,"Un échantillon composite prélevé sur 8 heures consitué d'échantillons ponctuels collectés une fois par heure, généralement prélevé manuellement.",NA
fr,compPT,Compartiment catégorie,Une substance sur laquelle un échantillon a été prélevé.,NA
fr,compID,Compartiment,L'environnement dans lequel un échantillon a été prélevé.,NA
fr,compSetPT,Type de partie d'ensemble de compartiments,Le type de partie pour les ensembles de compartiments.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.
fr,compCatPT,Ensemble de catégorie de compartiment d'échantillon,Ensemble de catégories pour les différents composants d'un échantillon.,NA
fr,conc,Concentré d'échantillon,Concentré d'échantillon,NA
fr,conCase,Date de rapport des cas confirmés,"Date à laquelle les chiffres ont été communiqués publiquement pour un cas confirmé. En général, les données déclarées et cette mesure sont les mesures les plus couramment déclarées et utilisées.",NA
fr,cond,Conductivité,Conductivité,NA
fr,conductivityUnits,Ensemble d'unités de conductivité,Ensemble d'unités concernant les mesures de conductivité.,NA
fr,conf,Nombre de cas confirmés,"Nombre de cas confirmés. La mesure devrait étre accompagnée d'une valeur dans la colonne ""dateType""",NA
fr,confEp,Date de l'épisode des cas confirmés,"La date de l'épisode est la date la plus proche de l'apparition, du test ou de la déclaration d'un cas confirmé.",NA
fr,confOn,Date d'apparition des cas confirmés,"Date la plus récente à laquelle des symptômes ont été signalés pour un cas confirmé. Cette donnée est souvent inconnue et non déclarée. En lieu et place, l'épisode est utilisé.",NA
fr,contID,ID du contact,Un identifiant unique pour une personne de contact donnée.,NA
fr,contactName,Nom de contact,Personne de contact de ce laboratoire.,NA
fr,contacts,Table de contact,La table qui contient de l'information sur un contact ; une personne qui est le contact d'un site ou d'un laboratoire.,adapter de la documentation de la version 1
fr,conTest,Date de test des cas confirmés,Date à laquelle le test covid-19 a été effectué pour un cas confirmé.,NA
fr,corFcil,Établissement correctionnel,Établissement correctionnel.,NA
fr,cosca,ballon COSCa,Appareil d'échantillonnage passif COSCa.,NA
fr,city,Ville,La ville où se trouve un site ou une organisation ; partie de l'adresse.,NA
fr,cov,Covid-19,Infection à Covid-19.,"Toute forme d'infection humaine de type Covid-19 - y compris le dépistage de Covid-19, Covid-19 symptomatique, Covid-19 asymptomatique, Covid-19 hospitalisé, long-Covid-19, etc. Si nécessaire, définissez la forme spécifique Covid-19 avec des unités. Voir populationUnits."
fr,covB117,SRAS-CoV-2-B.1.1.7,SARS-CoV-2-B.1.1.7,NA
fr,covB1351,SRAS-CoV-2-B.1.351,SARS-CoV-2-B.1.351,NA
fr,covE,SARS-CoV-2-E,Région génique E du SRAS-CoV-2,NA
fr,covN1,SARS-CoV-2-N1,Gène nucleocapside N1 du SRAS-CoV-2.,NA
fr,covN2,SARS-CoV-2-N2,Gène nucleocapside N2 du SRAS-CoV-2.,NA
fr,covN3,SARS-CoV-2-N3,Gène nucleocapside N3 des virus similaires au SRAS.,NA
fr,covP1,SARS-CoV-2-P.1,Variant P.1,NA
fr,covRdrp,SARS-CoV-2-RdRp,Région génique RdRp du SRAS-CoV-2.,NA
fr,cphDate,Date de mesure de la population ayant Covid-19,Date de reportage des données de mesure de la COVID-19.,NA
fr,cphid,ID du CPHD,Identifiant unique pour l'information de santé publique reportée.,NA
fr,cra,crAssphage-N,crAssphage,NA
fr,ct,Seuil de cycle,Cycles de seuil.,NA
fr,cuCo,Compte cumulé,Unités pour décrire une mesure de population d'un compte cumulatif de cas d'une maladie donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.
fr,d377y,d377y cible du gène variante delta,Gène cible d377y de la variante delta.,NA
fr,d3g ,d3g cible du gène variante omicron,Gène cible d3g de la variante omicron.,NA
fr,d63g,d63g cible du gène variante delta,Gène cible d63g de la variante delta.,NA
fr,d796y ,d796y cible du gène variante omicron,Gène cible d796y de la variante omicron.,NA
fr,d950n,d950n cible du gène variante delta,Gène cible d950n de la variante delta.,NA
fr,daiCo,Compte quotidien,Unités pour décrire une mesure de population d'un compte quotidien de nouveaux cas d'une maladie donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.
fr,custodyID,Responsable des données,Le gestionnaire des données d'une base de données. ,Utilisez Organisation pour décrire les coordonnées et autres détails du dépositaire des données.
fr,stateProvReg,"État, province ou région","L'état, la province ou la région où se trouve un site ou une organisation ; partie de l'adresse.",NA
fr,datasets,Table de sources de données,Une table de rapport pour capturer les détails sur l'ensemble de données parentales et les dépositaires de données. Fournir une attribution pour les collecteurs de données.,NA
fr,dataType,Type de données,Le type de données pour une partie.,"Les types de données utilisés dans l'ODM comprennent : varchar, booleen, float, category, date, time, datetime, url, email. dataType correspond à l'entrée ou à la cellule dans une table de données, le plus souvent dans une table de rapport. Si l'entrée de données a une unité, alors le type de données correspond à l'unité et le type de données fait référence à 'unité'. Si l'entrée de données est une catégorie, alors le dataType fait référence à 'category'. Toutes les catégories sont de type varchar. Sinon, le type de données est identifié dans l'entrée de la pièce. TBA : type de données pour le dictionnaire."
fr,dataTypeCatSet,Type de données Ensemble de catégories,L'ensemble de catégories pour les valeurs du dictionnaire de type de données.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.
fr,date,Date,Date à laquelle la méthode d'analyse (ou une nouvelle version d'une méthode existante) a été crée.,NA
fr,datetime,Type de données date-heure,Le type de données pour les données de date et d'heure.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.
fr,ddcovE,ddcov_e cible du gène sars-cov-2,Gène cible ddcov E de SRAS-CoV-2,NA
fr,ddcovN ,ddcov_n cible du gène sars-cov-2,Gène cible ddcov N  de SRAS-Co.,NA
fr,death,Morts,Unités pour décrire une mesure de population des patients décédés d'une cause donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.
fr,del 157S158,157 ou 158 délétion variante delta cible du gène,Gène cible la délétion 157 ou 158 de la variante delta.,NA
fr,del143S145 ,143 ou 145 délétion variante omicron cible du gène,Gène cible la délétion 143 ou 145 de la variante omicron.,NA
fr,del2084S2084 ,2084 ou 2084 délétion cible du gène variante omicron,Gène cible la délétion 2084 ou 2084 de la variante omicron.,NA
fr,del212S212 ,212 ou 212 délétion variante omicron cible du gène,Gène cible la délétion 212 ou 212 de la variante omicron.,NA
fr,del3674S3676 ,3674 ou 3676 délétion du gène variante omicron cible,Gène cible la délétion 3674 ou 3676 de la variante omicron.,NA
fr,del69S70 ,69 ou 70 délétion variante omicron cible du gène,Gène cible la délétion 69 ou 70 de la variante omicron.,NA
fr,delta,Delta,B.1.617.2,NA
fr,depreciated,Déprécié,Indicateur permettant de dire qu'une pièce n'est plus utilisée actuellement dans le modèle. Voir partID = status,NA
fr,derived,Échantillon dérivé,Spécifie un échantillon qui est dérivé ou fabriqué à partir d'un autre échantillon ou matériau.,NA
fr,addID,ID de l'adresse,Un identifiant unique pour une adresse.,NA
fr,descrChange,Description du changement,Une description des changements apportés à une partie par rapport à la version précédente.,NA
fr,desk,Bureau ou comptoir,"Bureau, table, comptoir ou autre surface de travail plane.",NA
fr,deso,Solides déshydratés,Solides déshydratés.,NA
fr,det,Détecté,"Copies de gène ou de variant détecté dans ""sampleGene"". 1=Detecté, 0=Non-détecté.",NA
fr,details,Accès aux Détailles,Indique si des informations supplémentaires sur la confidentialité de la mesure sont disponibles.,NA
fr,dictionary,Parties de dictionnaire,Parties utilisées pour décrire le dictionnaire. Pièces avec l'atrbiute `partType`.,La partie avec cet attribut partType décrit l'organisation fondamentale du modèle.
fr,dilFact,Facteur de dilution,Indique dans quelle mesure un échantillon ou une aliquote a été dilué avant l'analyse.,"Le facteur de dilution est indiqué comme une mesure sans unité, où une valeur de 10 indique une dilution de 10:1."
fr,disease,Maladie (humaine),Une maladie ou une infection chez les humains.,NA
fr,dissGasUnits,Ensemble d’unités pour la concentration de dioxyde de carbone,Ensemble d’unités pour les mesures de la concentration de dioxyde de carbone dans l'eau ou l'atmosphère.,NA
fr,doc,Profondeur de la couverture,La profondeur de lecture du séquençage.,Utilisé pour interpréter la confiance dans la présence ou la quantité d'une variable.
fr,domain,Domaine,"Le domaine est le niveau le plus élevé de description d'une mesure. Il existe trois types de domaines : biologique ( ex. : Covid-19), chimique (ex. : azote), mesure physique (température).",NA
fr,domainID,ID du domaine,"Le domaine est le niveau le plus élevé de description d'une mesure. Il existe trois types de domaines : biologique ( par exemple, Covid-19), chimique (par exemple, l'azote), mesure physique (température).",NA
fr,dorm,Dortoir ou bâtiment résidentiel d’un établissement d'enseignement supérieur ,Dortoir ou bâtiment résidentiel d’un institut d'enseignement supérieur.,NA
fr,e156g,e156g gène cible du variante delta,Gène cible e156g de la variante delta.,NA
fr,e484a ,e484a gène cible du variante omicron ,Gène cible e484a de la variante omicron.,NA
fr,ecoli,Coliformes fécaux,"Concentration de bactéries transmises par les excréments fécaux des humains, du bétail et des animaux sauvages.",NA
fr,education,Éducation,Une mesure ou un échantillon prélevé à des fins d'éducation ou de formation.,"Utilisez cette objectif, par exemple, lorsque vous enseignez comment utiliser le PHES-ODM."
fr,orgTypeID,ID du type d'organisation,Spécifie le type ou l'objectif d'une organisation donnée. ,NA
fr,envRnF,Pluie,Pluie (toute précipitation sous forme liquide).,NA
fr,envSnwD,Épaisseur de neige au sol,Épaisseur de neige au sol.,NA
fr,envSnwF,Chute de neige,Neige (toute précipitations sous forme solide).,NA
fr,epiDate,Date de l'episode,"Date estimée à laquelle l'épisode de maladie s'est déclaré. Habituellement calculé en se basant sur la date des premiers symptémes, la date de test ou la date de reportage.",NA
fr,eSarbeco,Gène cible de SRAS-CoV-2 sarbecovirus-spécifique E,Gène cible E de SRAS-CoV-2 spécifique du sarbecovirus,NA
fr,estuary,"Estuaire, étendue d'eau naturelle.","Estuaire, plan d'eau naturel.",NA
fr,expFail,Échec de l'expérience,L'expérience PCR a échoué. Aucune valeur rapportée.,NA
fr,extractCatSet,Ensemble de catégories d'extraction d'acide nucléique,Ensemble de catégories utilisé pour stocker toutes les valeurs de catégories valides pour la méthode d'extraction de l'acide nucléique.,NA
fr,extraction,Méthode d'extraction de l'acide nucléique,Description de la méthode d'extraction.,Description de la méthode utilisée pour extraire l'échantillon
fr,exvol,Volume d'extraction en mL,Volume d'extraction de l'échantillon,Taille de l'échantillon qui est analysé.
fr,faeces,Matière fécale,Matiére fécale.,NA
fr,fals,Valeur fausse,"un indicateur booléen ""faux"" ou ""non"".",Utilisez ces valeurs et leur ensemble pour toute mesure ou attribut booléen.
fr,fi,FI,"L'échantillon original était inhibé ; cependant, l'inhibition n'a pas été traitée avec succès. Par conséquent, aucune estimation de la concentration n'a été rapportée.",NA
fr,field,Échantillon de champ,Spécifie un échantillon prélevé sur le terrain ; directement collecté dans une zone pour être testé.,NA
fr,fieldReplicate,Réplique du champ,Un échantillon divisé en deux ou plusieurs parties homogènes.,NA
fr,file,fichier,Fichier représentant la géométrie du polygone (blob).,NA
fr,filt,Filtration,Décrit la séparation solide d'un échantillon d'eau usée par filtration. On procède ensuite à la concentration ou à l'analyse du filtrat liquide.,NA
fr,FiNa,Première nation,"Utilisé pour catégoriser un bassin d'échantillonnage qui est une Première nation, ou sur des réserves.","Probablement pour un usage interne uniquement, les données indigènes ne peuvent et ne doivent pas être partagées sans le consentement explicite de la nation en question."
fr,firstName,Prénom du contact,Spécifie le prénom d'un contact donné.,NA
fr,firstRel,Première diffusion,La version de l'ODM dans laquelle une partie a été publiée pour la première fois.,NA
fr,firstReleased,Première version publiée,La version dans laquelle la partie ou l'ensemble a été publié pour la première fois.,NA
fr,fK,Clé étrangère,Clé étrangère pour une table.,NA
fr,float,Type de données Float,Le type de données pour les données de type float.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.
fr,floMean,Moyenne normalisée en fonction du débit,Mesure moyenne normalisée au débit d'eaux usées ; AlleleX (gc/mL) x Q (ML/d) / (Pop /1e5) x 1e3 (mL/L) x 1e6 (L/ML) = AlleleX (gc/jour par 1e5 de population) ,"Principalement utilisé pour la déclaration d'allèles spécifiques (N1, N2, E, etc.)"
fr,floor,Plancher,Étage d'un bâtiment ou d'une pièce.,NA
fr,flow24h,Echantillon de 24 heures à flux proportionnel,"Un échantillon composite proportionnel au débit prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.",NA
fr,flowClass,Classe d'écoulement,Spécifie une collection de mesures/méthodes liées à l'écoulement.,NA
fr,flowPr,Échantillon proportionnel au flux,"Un échantillon composite proportionnel au temps prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.",NA
fr,flowRate,Débit,Débit d'eau usée.,NA
fr,flowUnits,Ensemble d'unités de débit volumique,Ensemble d'unités pour les mesures de débit volumique.,NA
fr,flowVol,Volume du débit,Volume de l'influent.,NA
fr,flu,Groupe du virus de la grippe,Indique un groupe de mesures/méthodes liées aux virus de la grippe.,NA
fr,fluiDpcr,RCP digitale de fluidigm,Décrit une analyse de RCP effectuée à l'aide de la technologie de RCP numérique de FluidIGM.,NA
fr,foggy,Brouillard,"Catégorie qualitative pour la mesure météorologique, spécifiant un jour de brouillard ou de brume.",NA
fr,fractionCat,Ensemble de catégories de fraction d'échantillon,"Ensemble de catégories pour la fraction de l'échantillon (solide, liquide, etc.).",NA
fr,fractionID,Fraction analyzé,Fraction de l'échantillon qui est analysée.,NA
fr,frna,Bactériophages à ARN F-spécifiques,Une mesure de la quantité de bactériophages à ARN F-spécifiques.,NA
fr,frnaG2,"Bactériophages à ARN F-spécifiques, G2",Une mesure de la quantité de bactériophages à ARN F-Spécifique G2.,NA
fr,frozen,Échantillon congelé,L'échantillon a été congelé avant l'analyse ou le traitement,NA
fr,fst,"Temprature à laquelle l'échantillon était stocké pendant l'échantillonnage. Ce champ est principalement pertinent pour les échantillons composites, qui peuvent étre stockées é température ambiante ou réfrigérés durant l'échantillonnage.","Température à laquelle l'échantillon est stocké pendant qu'il est échantillonné. Ce champ est principalement pertinent pour les échantillons composites qui sont soit conservés à température ambiante, soit réfrigérés pendant l'échantillonnage.",NA
fr,funderID,Organisme de financement,L'agence de financement de l'ensemble de données.,Utilisez Organisation pour décrire les coordonnées et autres détails de l'organisme de financement. 
fr,g215c,g215c gène cible de la variante delta ,Gène cible g215c de la variante delta.,NA
fr,g339d ,g339d gène cible de la variante omicron ,Gène cible g339d de la variante omicron.,NA
fr,g496s ,g496s gène cible de la variante omicron,Gène cible g496s de la variante omicron.,NA
fr,g662s,g662s gène cible de la variante delta,Gène cible g662s de la variante delta.,NA
fr,gam,Gamma,P.1,NA
