Version,2.3.0,,,,,,,,
translationID,lang,partID,label,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
fraintegraseCl1,fra,integraseCl1,Cible du gène de l'intégrase de classe I,Cible du gène de la résistance antimicrobienne Integrase.,NA,2.2.0,2.2.0,added in V2.2.0,
frainter,fra,inter,Interception,Valeur d'interception de la courbe d'étalonnage.,"Utilisé pour stocker des informations sur la courbe d'étalonnage, potentiellement applicable aussi pour d'autres types de courbes.",2.0.0,2.0.0,added in V2.0.0,
fraip2ip4,fra,ip2ip4,Cible génétique combinée ip2 et ip4 sars-cov-2,Gène cible combiné ip2 et ip4 de SRAS-CoV-2.,NA,2.0.0,2.0.0,added in V2.0.0,
fraisc,fra,isc,ISC,La licence de la mesure ou de l'ensemble de données est gérée sous la licence ISC.,NA,2.2.0,2.2.0,added in V2.2.0,
fraiso6391,fra,iso6391,ISO639-1,"La première partie de la série de normes internationales ISO 639 pour les codes de langue. La première partie couvre l'enregistrement des codes à deux lettres. En juin 2021, 183 codes à deux lettres étaient enregistrés. Les codes enregistrés couvrent les principales langues du monde.",Partie des metedata d'un languageID.,2.0.0,2.0.0,added in V2.0.0,
fraiso6392B,fra,iso6392B,ISO639-2B,"Ensemble de normes internationales qui répertorie les codes courts pour les noms de langues. Ces codes ISO639-2 sont les codes à trois lettres définis dans la deuxième partie (ISO 639-2) de la norme, y compris les codes à deux lettres correspondants (ISO 639-1) lorsqu'ils existent. Le “B"" spécifie le code bibliographique (code B).",Partie des metedata d’un languageID.,2.0.0,3.0.0,removed from languages table to avoid duplication of identical values across columns.,
fraiso6392T,fra,iso6392T,ISO639-2T,"Un ensemble de normes internationales qui répertorie les codes courts pour les noms de langues. Ces ISO639-2 sont les codes à trois lettres définis dans la deuxième partie (ISO 639-2) de la norme, y compris les codes à deux lettres correspondants (ISO 639-1) lorsqu'ils existent. Le ""T"" indique le code terminologique (code T).",Partie des metedata d’un languageID.,2.0.0,2.0.0,added in V2.0.0,
fraiso6393,fra,iso6393,ISO639-3,Un ensemble de normes internationales qui énumère les codes courts pour les noms de langues. L'ISO 639-3 étend les codes alpha-3 de l'ISO 639-2 dans le but de couvrir toutes les langues naturelles connues. ,Partie des metedata d’un languageID.,2.0.0,3.0.0,removed from languages table to avoid duplication of identical values across columns.,
fraiso6396,fra,iso6396,ISO639-6,"Un ensemble de normes internationales qui énumère les codes courts pour les noms de langues. La norme ISO 639-6 s'appuie sur la norme ISO 639-3 en utilisant des codes à quatre lettres et en permettant aux utilisateurs de différencier les variantes des langues et des familles de langues, comme les versions historiques et les versions réactivées des langues.",Partie des metedata d’un languageID.,2.0.0,3.0.0,removed from languages table to avoid duplication of identical values across columns.,
fraisoCode,fra,isoCode,Code de pays de l'ISO 3166-1 alpha-2,"Le code ISO 3166-1 alpha-2, un code de pays à deux lettres qui est également utilisé pour créer le code de sous-division de pays ISO 3166-2 et le domaine de premier niveau du code de pays Internet.","Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",2.1.0,3.0.0,"removed as a ""template"" input in addresses, as is a synonym for the ""country"" field anyway.",
fraisoCodeX,fra,isoCodeX,Code de pays de l'ISO 3166-1 alpha-3,"Le code ISO 3166-1 alpha-3, un code de pays à trois lettres qui peut permettre une meilleure association visuelle entre le code et les noms de pays que le code 3166-1 alpha-2.","Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",2.1.0,2.1.0,added in V2.1.0,
fraisoZone,fra,isoZone,Code ISO 3166-2 pour les sous-domaines d'un pays,"Les codes de l'ISO 3166-2 pour les noms des principales sous-divisions (par exemple, provinces, états, départements, régions) de tous les pays codés dans l'ISO 3166-1.","Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",2.1.0,3.0.0,"removed as a ""template"" input in addresses, as is a synonym for the ""stateProvReg"" field anyway.",
frajn17V,fra,jn17V,Variante JN.1.7,"La variante JN.1.7 du SARS-CoV-2, l'une des variantes FLiRT.",NA,2.0.0,2.0.0,added in V2.0.0,
frajn1V,fra,jn1V,Variante JN.1,"La variante JN.1 est une sous-variante de la variante Omicron BA.2.86, et contient plusieurs mutations qui sont associées à l'échappement à la protection immunitaire médiée par le vaccin. La source des variantes FLiRT du SARS-CoV-2.",NA,2.0.0,2.0.0,added in V2.0.0,
frak856r,fra,k856r,k856r cible de gène de la variante omicron,Gène cible k856r de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
frakgS,fra,kgS,Kilogrammes par seconde,Kilogrammes par seconde.,NA,1.0.0,2.0.0,description wording.,
frakl,fra,kl,Kilolitres,Kilolitres de volume,NA,2.0.0,2.0.0,added in V2.0.0,
fraklebsiellaGrp,fra,klebsiellaGrp,Groupe Klebsiella,Un groupe de mesures/méthodes relatives aux bactéries klbsielles.,Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
fraklebsiellaPneu,fra,klebsiellaPneu,Klebsiella pneumoniae,Klebsiella pneumoniae,NA,2.2.0,2.2.0,added in V2.2.0,
frakp11V,fra,kp11V,Variante KP.1.1,"La variante KP.1.1 du SARS-CoV-2, l'une des variantes FLiRT.",NA,2.0.0,2.0.0,added in V2.0.0,
frakp1V,fra,kp1V,Variante KP.1,"La variante KP.1 du SARS-CoV-2, l'une des variantes FLiRT.",NA,2.0.0,2.0.0,added in V2.0.0,
frakp2V,fra,kp2V,Variante KP.2,"La variante KP.2 du SARS-CoV-2, l'une des variantes FLiRT.",NA,2.0.0,2.0.0,added in V2.0.0,
fral,fra,l,Litres,Litres de volume,NA,2.0.0,2.0.0,New variable in category,
fral24s,fra,l24s,Variante Omicron mutation l24s,Variante Omicron mutation l24s,NA,2.2.0,2.2.0,added in V2.2.0,
fral452r,fra,l452r,l452r cible de gène de la variante delta,Gène cible l452r de la variante delta.,NA,2.0.0,2.0.0,added in V2.0.0,
fral455s,fra,l455s,Mutation L455S de FLiRT/SLip,La mutation L455S de la variante FLiRT/SLip.,NA,2.2.0,2.2.0,added in V2.2.0,
fral981f,fra,l981f,l981f cible de gène de la variante omicron,Gène cible l981f de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
frala,fra,la,Raccourci du tableau de référence des langues,"Nom abrégé utilisé pour faire référence à la table de référence pour toutes les langues, utilisée pour structurer la table de traduction.",table,2.2.2,2.2.2,added in V 2.2.2,
fralab,fra,lab,Laboratoire,Laboratoire d'analyse environnementale.,NA,2.0.0,2.0.0,added in V2.0.0,
fralabDefDep,fra,labDefDep,ID du laboratoire par défaut,"Identifiant de Lab utilisé par défaut quand un nouvel échantillon est créé par ce reporteur. Se référer é la colonne ""labID"" dans la table ""Lab""",NA,1.0.0,2.0.0,depreciated,
fralabDuplicate,fra,labDuplicate,Duplicate de laboratoire ,Deuxième traitement (ou plus) et analyse de l'échantillon. Généralement pour des analyses de chimie générale ou de métaux.,NA,2.0.0,2.0.0,added in V2.0; GitHub issue #94,
fralabel,fra,label,Étiquette,Une étiquette lisible par l'homme pour une partie. ,"Typiquement, une étiquette de partie n'a pas d'acrynoms (chaque mot est épelé). Equivalent à un nom commun en LOINC.",2.0.0,2.0.0,added in V2.0.0,
fralabID,fra,labID,ID du laboratoire,Identifiant unique pour le laboratoire.,NA,1.0.0,2.1.0,"description wording, structure",
fralAGC,fra,lAGC,Couverture génomique moyenne faible,La couverture moyenne du génome est faible/mauvaise.,NA,2.3.0,2.3.0,added in v 2.3.0,
fralagoon,fra,lagoon,Système de lagunage,Systéme de lagunage pour traitement des eaux usées.,NA,1.0.0,2.0.0,"description wording, structure",
fralake,fra,lake,"Lac, plan d'eau naturel","Lac, étendue d'eau naturelle.",NA,1.0.0,2.0.0,"description wording, structure",
fralamba,fra,lamba,Lambda,C.37,NA,2.0.0,2.0.0,added in V2.0.0,
fralandTH,fra,landTH,Pôle de transport terrestre,Un centre de transport est un lieu où les passagers et les marchandises sont transférés entre des véhicules terrestres et/ou entre différents modes de transport terrestres.,Utilisé lorsqu'aucun détail supplémentaire ne peut être fourni.,2.2.3,2.2.3,added in v2.2.3,
fralang,fra,lang,ID de la langue,"Code de langue à des fins de traduction. Spécifie la langue pour chaque traduction, autre que l'anglais par défaut.",Suivez les codes ISO639-3 pour le moment.,2.0.0,2.0.0,added in V2.0.0,
fralangFam,fra,langFam,Famille linguistique,Spécifie la famille linguistique à des fins de traduction et de suivi des langues.,Partie des metedata pour un languageID.,2.0.0,2.0.0,added in V2.0.0,
fralangName,fra,langName,Nom de la langue,Spécifie le nom de la langue en caractères de l'alphabet romain à des fins de traduction et de suivi linguistique.,Partie des metedata d'un languageID.,2.0.0,2.0.0,added in V2.0.0,
fralangScript,fra,langScript,Écriture de la langue nationale,Langue(s) et écriture(s) utilisée(s) pour les endonymes de la capitale du pays.,"Les scripts sont énumérés entre parenthèses, dans l'ordre de leur apparition. Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",2.1.0,2.1.0,added in V2.1.0,
fralanguages,fra,languages,Table de recherche des langues,"Table de recherche pour toutes les langues, utilisée pour donner une structure à la table de traduction.",NA,2.0.0,2.0.0,added in V2.0.0,
fralanguagesOrder,fra,languagesOrder,L’ordre des colonnes de la table de langues,Indique l’ordre des colonnes dans une table de langue.,NA,2.0.0,2.0.0,added in V2.0.0,
fralanguagesRequired,fra,languagesRequired,En-têtes obligatoires de la table des langues,En-têtes obligatoires dans le tableau des langues.,NA,2.0.0,2.0.0,added in V2.0.0,
fralastEdited,fra,lastEdited,Date de mise à jour,L'ensemble d'organisation pour les modèles.,NA,1.0.0,2.0.0,added in V2.0.0,
fralastName,fra,lastName,Nom de famille du contact,Indique le nom de famille d'un contact donné.,NA,2.0.0,2.0.0,added in V2.0.0,
fralastUpdated,fra,lastUpdated,Date de la dernière mise à jour,La version dans laquelle la partie a été mise à jour pour la dernière fois.,Toute modification de la liste des parties entraînera une mise à jour du champ lastUpdated à la version du dictionnaire où la mise à jour a eu lieu. ,2.0.0,2.0.0,added in V2.0.0,
fralatExp,fra,latExp,Colonne d'expression LaTeX,"Expression LaTeX utilisée pour générer des formules mathématiques, symboles, etc. Principalement pour les unités.",NA,2.0.0,2.0.0,added in V2.0.0,
fralatrine,fra,latrine,Latrine,"Toilettes ou latrines, en particulier celles communes dans un camp ou une caserne.",NA,2.2.3,2.2.3,added in v2.2.3,
fralBC,fra,lBC,Faible étendue de la couverture,Le pourcentage du génome couvert par les lectures (la largeur) est faible.,NA,2.0.0,2.0.0,added in V2.0.0,
fralcsd,fra,lcsd,Échantillon duplicate du contrôle de qualité,"Des quantités connues d'un analyte ou de composés représentatifs sont ajoutées à une deuxième matrice ""propre"" (eau de laboratoire ou sable propre) en laboratoire. Duplicate de LCS.",NA,2.0.0,2.0.0,added in V2.0; GitHub issue #94,
fralDC,fra,lDC,Faible profondeur de couverture,"Couverture médiocre, spécifiquement un nombre insuffisant de lectures ou un trop grand nombre de lectures de séquençage ne sont pas cartographiées correctement.",NA,2.0.0,2.0.0,added in V2.0.0,
fraleaked,fra,leaked,Fui,"L'échantillon a fui, un certain volume et du matériel ont été perdus.",NA,2.0.0,2.0.0,added in V2.0.0,
fralegionella,fra,legionella,Légionelle,Légionelle,NA,2.2.0,2.2.0,added in V2.2.0,
fralegionellaGrp,fra,legionellaGrp,Groupe Legionella,Un groupe de mesures/méthodes relatives aux bactéries Legionella.,Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
fralentiGrp,fra,lentiGrp,Groupe Lentivirus,"Un ensemble de mesures/méthodes relatives aux lentivirus, y compris les vecteurs viraux tels que le vecteur du virus Puro.",Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
fralgpl21,fra,lgpl21,Licence publique générale amoindrie de GNU v2.1,La licence de la mesure ou de l'ensemble de données est gérée sous la licence du grand public amoindrie de GNU (GNU Lesser General Public License v2.1).,NA,2.2.0,2.2.0,added in V2.2.0,
fralgpl30,fra,lgpl30,Licence publique générale amoindrie de GNU v3.0,La licence de la mesure ou de l'ensemble de données est gérée sous la licence du grand public amoindrie de GNU (GNU Lesser General Public License v3.0).,NA,2.2.0,2.2.0,added in V2.2.0,
frali,fra,li,Lien,Lien vers une référence externe décrivant la géométrie du polygone.,NA,1.0.0,2.0.0,"Depreciated and collapsed into the generic part, partID =""refLink""",
fralicense,fra,license,Licence,La permis d'un ensemble de données.,NA,2.0.0,2.0.0,added in V2.0; github issue #205,
fralicSet,fra,licSet,Ensemble de licences de données,L'ensemble des valeurs catégorielles valides pour les champs de licence des mesures ou des ensembles de données.,NA,2.2.0,2.2.0,added in V2.2.0,
fralinearAggrSet,fra,linearAggrSet,Ensemble d'agrégation à l'échelle linéaire,L'ensemble d'agrégations qui contient toutes les agrégations qui existent sur l'échelle linéaire (plutôt que logorithmique ou qualitative).,NA,2.0.0,2.0.0,added in V2.0.0,
fraliq,fra,liq,Fraction liquide,Fraction liquide.,NA,1.0.0,2.0.0,added in V2.0.0,
fraliquid,fra,liquid,Liquide/surnageant retenu,Le liquide ou surnageant est retenu après la séparation des solides/centrifugation.,NA,2.2.0,2.2.0,added in V2.2.0,
fralisteria,fra,listeria,Listeria,Listeria,NA,2.2.0,2.2.0,added in V2.2.0,
fralisteriaGrp,fra,listeriaGrp,Groupe Listeria,Un groupe de mesures/méthodes relatives aux bactéries listeria.,Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
fralists,fra,lists,Feuille de calcul de la liste,Listes de pièces pour les listes déroulantes des modèles et autres documents.,Les feuilles ou onglets du dictionnaire Excel de l'ODM comprennent : toutes les tables ERD (tables de recherche et tables d'entrée de données) et les tables de soutien supplémentaires. ,2.0.0,2.0.0,added in V2.0.0,
fralistSet,fra,listSet,Ensemble de listes,"Les PartTypes qui contiennent des catégories, des ensembles ou des listes.",Utilisés pour générer de la documentation.,2.0.0,2.0.0,added in V2.0.0,
fralocalHA,fra,localHA,Accès aux Autorités Sanitaires Locaux,"Si ""Non"", la donnée ne sera pas accessible par les autorités de santépublique locales. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.",NA,1.0.0,2.0.0,"depreciated, sharing moved to sharing schema",
fralod,fra,lod,Limite de détection,LOD,"Limite de détection (LOD) pour cette méthode, si elle existe.",1.1.0,3.0.0,changed quality indicator set from general to measure.,
fralodSewa,fra,lodSewa,Limite de détection - eaux usées,Limite de détection pour les échantillons d'eaux usées.,NA,2.0.0,3.0.0,changed quality indicator set from general to measure.,
fralog10cpG,fra,log10cpG,log10 copies de gènes par g,Unité pour log10 copies par gramme,NA,2.2.0,2.2.0,added in V2.2.0,
fralog10cpL,fra,log10cpL,log10 copies de gènes par L,Unité de log10 copies par litre,NA,2.2.0,2.2.0,added in V2.2.0,
fralog10cpml,fra,log10cpml,log10 copies de gènes par ml,Unité de log10 copies par mililitre,NA,2.2.0,2.2.0,added in V2.2.0,
fralog10ugG,fra,log10ugG,log10 microgrammes par g,Unité pour log10 microgrammes par gramme,NA,2.2.0,2.2.0,added in V2.2.0,
fralog10ugL,fra,log10ugL,log10 microgrammes par L,Unité pour log10 microgrammes par litre,NA,2.2.0,2.2.0,added in V2.2.0,
fralogAggrSet,fra,logAggrSet,Ensemble d'agrégation à l'échelle logarithmique,Ensemble d'agrégations qui contient toutes les agrégations qui existent sur l'échelle logarithmique (plutôt que linéaire ou qualitative).,NA,2.0.0,2.0.0,added in V2.0.0,
fralookup,fra,lookup,Classe des tables de consultation,Spécifie une collection pour les tables de consultation.,NA,2.0.0,2.0.0,added in V2.0.0,
fraloq,fra,loq,Température des eaux usées,Température de l'eau usée.,NA,1.1.0,3.0.0,changed quality indicator set from general to measure.,
fralow,fra,low,Sévérité faible,Un marqueur pour une sévérité faible,NA,2.0.0,2.0.0,added in V2.0.0,
fralowCovMut,fra,lowCovMut,Faible couverture des mutations caractéristiques,Faible couverture des mutations caractéristiques.,NA,2.3.0,2.3.0,added in v 2.3.0,
fralowerCI95,fra,lowerCI95,Limite inférieure de l'intervalle de confiance de 95%,Spécifie la limite inférieure d'un intervalle de confiance à 95 %.,"Doit généralement être lié à une limite supérieure, à une indication de la dispersion des données (par exemple, l'écart type) et à une mesure moyenne/médiane.",2.0.0,2.0.0,added in V2.0.0,
fralowQualSeq,fra,lowQualSeq,Séquence de mauvaise qualité,Séquence de mauvaise qualité.,NA,2.3.0,2.3.0,added in v 2.3.0,
fralowSNRatio,fra,lowSNRatio,Faible rapport signal/bruit,Faible rapport signal/bruit.,NA,2.3.0,2.3.0,added in v 2.3.0,
fralowVol,fra,lowVol,Échantillon de faible volume,"L'échantillon est de faible volume, mais a été analysé malgré tout. ",NA,2.0.0,2.0.0,added in V2.0.0,
fralPGC,fra,lPGC,Faible pourcentage du génome capturé,Seul un faible pourcentage du génome a été capturé. ,NA,2.3.0,2.3.0,added in v 2.3.0,
fralppa24s,fra,lppa24s,Variante Omicron LPPA24S mutation,Variante Omicron LPPA24S mutation,NA,2.2.0,2.2.0,added in V2.2.0,
fralppl13c,fra,lppl13c,LaTeX Project Public License v1.3c,La licence de la mesure ou de l'ensemble de données est gérée par la LaTeX Project Public License v1.3c.,NA,2.2.0,2.2.0,added in V2.2.0,
fraltcf,fra,ltcf,Établissement de soins de longue durée,établissement de soins de longue durée.,NA,1.0.0,2.0.0,added in V2.0.0,
fraltcfAl,fra,ltcfAl,Établissement de soins de longue durée - vie assistée ou maison de retraite,Un établissement résidentiel qui fournit une assistance pour les soins quotidiens mais qui ne fournit généralement pas de soins infirmiers qualifiés. ,NA,2.0.0,2.0.0,added in V2.0.0,
fraltcfO,fra,ltcfO,Autres soins de longue durée,"Autres établissements résidentiels qui fournissent des soins quotidiens et/ou médicaux, mais qui ne sont pas définis comme des maisons de soins infirmiers/établissements de soins qualifiés ou des établissements de vie assistée. ",NA,2.0.0,2.0.0,added in V2.0.0,
fraltDpcr,fra,ltDpcr,RCP digitale de life technologies,Décrit une analyse de RCP effectuée à l'aide de la technologie de RCP numérique de Life Technologies.,NA,2.0.0,2.0.0,added in V2.0.0,
fraluminWWExtract,fra,luminWWExtract,kit d'extraction des eaux usées luminultra,kit d'extraction des eaux usées luminultra,NA,2.2.0,2.2.0,added in V2.2.0,
fralysi,fra,lysi,Tampon de lyse,Tampon de lyse.,NA,2.0.0,2.0.0,added in V2.0.0,
fram3D,fra,m3D,Mètres cubes par jour,Mètres cubes par jour.,NA,1.1.0,2.0.0,added in V2.0.0,
fram3H,fra,m3H,Mètres cubes par heure,Mètres cubes par heure.,NA,1.1.0,2.0.0,added in V2.0.0,
fram3S,fra,m3S,Mètres cubes par seconde,Mètres cubes par seconde.,NA,1.0.0,2.0.0,added in V2.0.0,
framalariaGrp,fra,malariaGrp,Groupe Plasmodium ou Malaria,Un groupe de mesures/méthodes relatives aux parasites plasmodium ou à la malaria.,Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
framanComp,fra,manComp,Échantillon composite manuel,Indique un échantillon composite dont les sous-échantillons ont été collectés manuellement.,NA,2.2.0,2.2.0,added in V2.2.0,
framanufacturer,fra,manufacturer,Fabricant,Fabricant d'un instrument.,NA,2.0.0,2.0.0,added in V2.0.0,
framateLay,fra,mateLay,Disposition par couple,Spécifie la disposition de la paire de matrices pour une méthode de séquençage.,NA,2.0.0,2.0.0,added in V2.0.0,
framaxLength,fra,maxLength,Longueur maximale,La longueur minimale d'une partie. ,NA,2.0.0,2.0.0,added in V2.0.0,
framaxVal,fra,maxVal,Maximum,La valeur la plus haute dans un ensemble.,NA,1.0.0,2.0.0,added in V2.0.0,
framaxValue,fra,maxValue,Valeur maximale dictionnaire,La valeur maximale d'une partie.,NA,2.0.0,2.0.0,added in V2.0.0,
framcr11,fra,mcr11,MCR-1.1 Gène cible de la résistance à la colistine,La cible du gène de résistance antimicrobienne MCR-1.1 de la colistine.,NA,2.2.0,2.2.0,added in V2.2.0,
frame,fra,me,Moyenne arthmétique,Moyenne arithmétique.,NA,1.0.0,2.0.0,added in V2.0.0,
frameasGrp,fra,measGrp,Groupe de mesure,Un groupe de mesures qui ne peuvent pas être catégorisées autrement.,NA,2.0.0,2.0.0,added in V2.0.0,
frameasles,fra,measles,Rougeole,Rougeole,NA,2.2.0,2.2.0,added in V2.2.0,
frameaslesGrp,fra,measlesGrp,Groupe rougeole,Un groupe de mesures/méthodes relatives au virus de la rougeole.,Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
frameasOth,fra,measOth,Autre mesure,"Autre mesure, non spécifiée autrement dans les mesures.",Ajouter une description à la catégorieAutres.,1.0.0,2.0.0,"Depreciated in version 2 with all ""other"" fields",
frameasQualitySet,fra,measQualitySet,Ensemble de qualité des mesures,"Un ensemble d'indicateurs de qualité pour toute mesure, comprend toutes les options d'indicateurs de qualité pour toute mesure.","Utilisé comme ""n'importe quel ensemble de qualité"" pour les mesures, mais exclut les indicateurs de qualité de l'échantillon pour éviter la confusion et les erreurs de saisie de données.",2.0.0,2.0.0,added in V2.0.0,
frameasure,fra,measure,ID de la mesure,"Une mesure ou une observation de toute substance, y compris une substance biologique, physique ou chimique.",Les mesures sont organisées en groupes et en classes (sous-groupes). ,1.0.0,2.0.0,added in V2.0.0,
frameasureInput,fra,measureInput,Entrée de la mesure (tableau large),Le partID de la mesure utilisée dans un nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
frameasureLic,fra,measureLic,Licence de mesure,Spécifie les licences d'accès et d'utilisation pour une mesure unique donnée.,Rempli par partID = licenseID,2.0.0,2.0.0,added in V2.0.0,
frameasurements,fra,measurements,Mesure de la composante,"Une observation enregistrée à partir d'un spécimen (c'est-à-dire un site, un échantillon, une personne ou une population).",NA,2.0.0,2.0.0,added in V2.0.0,
frameasureName,fra,measureName,Nom de la mesure (tableau large),La mesure référencée pour le nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
frameasureRepID,fra,measureRepID,ID du rapport de mesure,"Identifiant unique pour la mesure pour la table ""WWMeasurement""",NA,1.0.0,2.0.0,added in V2.0.0,
frameasures,fra,measures,Table de rapport de mesure,La table qui contient de l'information et des détails sur une mesure donnée.,NA,1.0.0,2.0.0,combined all measures tables into a single table,
frameasureSetRepID,fra,measureSetRepID,ID du rapport de l'ensemble de mesures,Identifiant unique permettant de relier un groupe de mesures reliées entre elles.,NA,2.0.0,2.0.0,added in V2.0.0,
frameasureSets,fra,measureSets,Table de rapport des ensembles de mesures,La table qui identifie les ensembles de mesures.,NA,2.0.0,2.0.0,added in V2.0.0,
frameasureSetsOrder,fra,measureSetsOrder,L’ordre des colonnes de la table d'ensemles de mesure,Indique l’ordre des colonnes dans une table d'ensembles de mesure.,NA,2.0.0,2.0.0,added in V2.0.0,
frameasureSetsRequired,fra,measureSetsRequired,Exigences de la table d'ensembles de mesure,Indique les colonnes requises dans une table d'ensembles de mesure.,NA,2.0.0,2.0.0,added in V2.0.0,
frameasuresOrder,fra,measuresOrder,L’ordre des colonnes de la table de mesures,Indique l’ordre des colonnes dans une table de mesures.,NA,2.0.0,2.0.0,added in V2.0.0,
frameasuresRequired,fra,measuresRequired,Exigences de la table de mesures,Indique les colonnes requises dans une table de mesures.,NA,2.0.0,2.0.0,added in V2.0.0,
framed,fra,med,Médiane,Médiane.,NA,1.0.0,2.0.0,added in V2.0.0,
framemMgCl3,fra,memMgCl3,filtration sur membrane avec ajout de mgcl3,filtration sur membrane avec ajout de mgcl3,NA,2.2.0,2.2.0,added in V2.2.0,
framenr,fra,menr,Moyenne arthmétique normalisée,Moyenne arithmétique normalisée.,NA,1.0.0,2.0.0,added in V2.0.0,
frameOthDe,fra,meOthDe,Déscription d'autre mésure,"Autre type de site d'échantillonnage. Ajouter une description dans la colonne ""typeOther""",NA,1.0.0,2.0.0,"Depreciated in version 2 with all ""other"" fields",
frames,fra,mes,Raccourci pour le type de partie des mesures,Nom abrégé utilisé pour faire référence à l'attribut décrivant un type de mesure. Toutes les mesures ont `partType` = « measurements ». ,type de partie,2.2.2,2.2.2,added in V 2.2.2,
framet,fra,met,Raccourci pour le type de partie des méthodes,Nom abrégé utilisé pour référencer les procédures ou étapes de collecte d'échantillons ou de réalisation de mesures.,type de partie,2.2.2,2.2.2,added in V 2.2.2,
frametaboliteGrp,fra,metaboliteGrp,Groupe de métabolites,Un groupe de mesures/méthodes relatives aux métabolites.,NA,2.2.0,2.2.0,added in V2.2.0,
framethod,fra,method,ID de la méthode,Identifiant unique pour la méthode d'analyse.,NA,1.0.0,2.0.0,added in V2.0.0,
framethodConc,fra,methodConc,Méthode de concentration,Description de la méthode de concentration d'un échantillon d'eaux usées.,Description de la méthode utilisée pour concentrer l'échantillon,1.0.0,2.0.0,added in V2.0.0,
framethodConcSet,fra,methodConcSet,Ensemble de catégories de méthodes de concentration,Ensemble de catégories pour les méthodes de concentration.,NA,2.0.0,2.0.0,added in V2.0.0,
framethodInput,fra,methodInput,Entrée méthode (tableau large),Le partID de la méthode utilisée dans un nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
framethodName,fra,methodName,Nom de la méthode (tableau large),La méthode référencée pour le nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
framethods,fra,methods,Méthodes des composants,"Une procédure ou une étape qui est exécutée afin d'effectuer une mesure. (par exemple, methodExtract est une méthode qui décrit la manière dont un échantillon a été extrait).",NA,2.0.0,2.0.0,added in V2.0.0,
framfAcidmgcl2,fra,mfAcidmgcl2,Filtration membranaire avec acidification et mgcl2,Filtration membranaire avec acidification et mgcl2,NA,2.0.0,2.0.0,added in V2.0.0,
framfAcidmgcl2SS,fra,mfAcidmgcl2SS,"Filtration membranaire avec acidification et mgcl2, membrane recombinée avec les solides séparés","Filtration membranaire avec acidification et mgcl2, membrane recombinée avec les solides séparés",NA,2.0.0,2.0.0,added in V2.0.0,
framfMgcl2,fra,mfMgcl2,Filtration membranaire avec ajout de mgcl2,Filtration membranaire avec ajout de mgcl2,NA,2.0.0,2.0.0,added in V2.0.0,
framfMgcl2SS,fra,mfMgcl2SS,Filtration membranaire avec mgcl2 et solides séparés,"Filtration membranaire avec ajout de mgcl2, membrane recombinée avec les solides séparés.",NA,2.0.0,2.0.0,added in V2.0.0,
framfNoAmend,fra,mfNoAmend,Filtration membranaire sans amendement,Filtration membranaire sans amendement,NA,2.0.0,2.0.0,added in V2.0.0,
framfNoAmendSS,fra,mfNoAmendSS,"Filtration membranaire sans amendement, membrane recombinée avec les solides séparés","Filtration membranaire sans amendement, membrane recombinée avec les solides séparés.",NA,2.0.0,2.0.0,added in V2.0.0,
framfSampleAcid,fra,mfSampleAcid,Filtration sur membrane avec acidification de l'échantillon,Filtration membranaire avec acidification de l'échantillon,NA,2.0.0,2.0.0,added in V2.0.0,
framfSampleAcidSS,fra,mfSampleAcidSS,"Filtration sur membrane avec acidification de l'échantillon, recombinaison de la membrane avec les solides séparés.","Filtration membranaire avec acidification de l'échantillon, recombinaison de la membrane avec les solides séparés.",NA,2.0.0,2.0.0,added in V2.0.0,
framgd,fra,mgd,Millions de gallons par jour,"Unité de mesure de la capacité nominale des stations d'épuration des eaux usées, représentée par des millions de gallons par jour.",NA,2.0.0,2.0.0,added in V2.0; github issue #123,
framGenitalus,fra,mGenitalus,Mycoplasma genitalus,Mycoplasma genitalus,NA,2.2.0,2.2.0,added in V2.2.0,
framgL,fra,mgL,Miligrammes par litre,Milligrammes par litre.,NA,1.1.0,2.0.0,added in V2.0.0,
framhv,fra,mhv,Virus de l'hépatite murine,Une mesure de la quantité de virus de l'hépatite murine.,NA,2.0.0,2.0.0,added in V2.0.0,
